"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Indonesia,32,19189,693.0,1242.0,21.0,4575.0,13372.0,,70.0,5.0,211883.0,776.0,273184442.0
Romania,33,17387,196.0,1141.0,4.0,10356.0,5890.0,198.0,903.0,59.0,332487.0,17271.0,19251572.0
South Africa,34,17200,,312.0,,7960.0,8928.0,119.0,290.0,5.0,488609.0,8251.0,59220176.0
Colombia,35,16935,,613.0,,4050.0,12272.0,136.0,333.0,12.0,201808.0,3971.0,50819268.0
Kuwait,36,16764,,121.0,,4681.0,11962.0,179.0,3932.0,28.0,252696.0,59276.0,4263020.0
Israel,37,16659,,278.0,,13435.0,2946.0,50.0,1928.0,32.0,512452.0,59316.0,8639287.0
Japan,38,16367,,768.0,,11564.0,4035.0,213.0,129.0,6.0,255675.0,2021.0,126519062.0
Austria,39,16353,32.0,633.0,1.0,14882.0,838.0,37.0,1817.0,70.0,379592.0,42175.0,9000506.0
Egypt,40,13484,,659.0,,3742.0,9083.0,41.0,132.0,6.0,135000.0,1322.0,102099285.0
Dominican Republic,41,13223,,441.0,,6613.0,6169.0,136.0,1220.0,41.0,50108.0,4625.0,10835186.0
Philippines,42,13221,279.0,842.0,5.0,2932.0,9447.0,81.0,121.0,8.0,244800.0,2237.0,109407875.0
Denmark,43,11117,73.0,551.0,,9416.0,1150.0,25.0,1920.0,95.0,490782.0,84765.0,5789887.0
S. Korea,44,11110,32.0,263.0,,10066.0,781.0,15.0,217.0,5.0,776433.0,15146.0,51264240.0
Serbia,45,10733,,234.0,,4904.0,5595.0,15.0,1228.0,27.0,190683.0,21814.0,8741226.0
Panama,46,9867,,281.0,,6194.0,3392.0,72.0,2291.0,65.0,51815.0,12032.0,4306610.0
Argentina,47,8809,,393.0,,2872.0,5544.0,154.0,195.0,9.0,108634.0,2406.0,45147454.0
Czechia,48,8683,36.0,303.0,1.0,5731.0,2649.0,36.0,811.0,28.0,372341.0,34776.0,10706744.0
Norway,49,8267,,233.0,,32.0,8002.0,16.0,1526.0,43.0,219984.0,40615.0,5416333.0
Afghanistan,50,8145,492.0,187.0,9.0,930.0,7028.0,19.0,210.0,5.0,25700.0,662.0,38819750.0
Bahrain,51,7532,,12.0,,2952.0,4568.0,9.0,4447.0,7.0,249411.0,147247.0,1693829.0
Algeria,52,7377,,561.0,,3746.0,3070.0,22.0,169.0,13.0,,,43754940.0
Australia,53,7079,11.0,100.0,,6442.0,537.0,9.0,278.0,4.0,1108311.0,43523.0,25465024.0
Morocco,54,7048,25.0,194.0,1.0,4037.0,2817.0,1.0,191.0,5.0,104915.0,2846.0,36858953.0
Malaysia,55,7009,31.0,114.0,,5706.0,1189.0,11.0,217.0,4.0,471318.0,14584.0,32316866.0
Kazakhstan,56,6969,218.0,35.0,,3598.0,3336.0,31.0,372.0,2.0,571547.0,30482.0,18750200.0
Nigeria,57,6401,,192.0,,1734.0,4475.0,7.0,31.0,0.9,36899.0,180.0,205500163.0
Finland,58,6399,,301.0,,5000.0,1098.0,25.0,1155.0,54.0,152300.0,27492.0,5539752.0
Moldova,59,6340,,221.0,,2508.0,3611.0,251.0,1571.0,55.0,20447.0,5067.0,4034998.0
Ghana,60,6096,,31.0,,1773.0,4292.0,8.0,197.0,1.0,184343.0,5948.0,30993199.0
Oman,61,6043,372.0,27.0,,1661.0,4355.0,31.0,1187.0,5.0,61000.0,11984.0,5090324.0
Armenia,62,5271,230.0,67.0,3.0,2419.0,2785.0,10.0,1779.0,23.0,44071.0,14876.0,2962619.0
Bolivia,63,4481,218.0,189.0,15.0,533.0,3759.0,3.0,385.0,16.0,14803.0,1270.0,11654083.0
Luxembourg,64,3958,,109.0,,3718.0,131.0,10.0,6335.0,174.0,63011.0,100858.0,624752.0
Iraq,65,3611,,131.0,,2366.0,1114.0,,90.0,3.0,149701.0,3732.0,40110732.0
Hungary,66,3598,42.0,470.0,3.0,1454.0,1674.0,29.0,372.0,49.0,142729.0,14771.0,9663057.0
Cameroon,67,3529,,140.0,,1567.0,1822.0,28.0,133.0,5.0,,,26463124.0
Azerbaijan,68,3518,,41.0,,2198.0,1279.0,37.0,347.0,4.0,240220.0,23717.0,10128537.0
Thailand,69,3034,1.0,56.0,,2888.0,90.0,61.0,43.0,0.8,286008.0,4099.0,69780195.0
Honduras,70,2955,157.0,147.0,1.0,349.0,2459.0,13.0,299.0,15.0,10775.0,1090.0,9885675.0
Uzbekistan,71,2880,25.0,13.0,,2338.0,529.0,6.0,86.0,0.4,460000.0,13768.0,33411286.0
Guinea,72,2863,,18.0,,1525.0,1320.0,18.0,219.0,1.0,10304.0,787.0,13087736.0
Greece,73,2840,,165.0,,1374.0,1301.0,22.0,272.0,16.0,136001.0,13041.0,10428608.0
Sudan,74,2728,,111.0,,286.0,2331.0,,62.0,3.0,281.0,6.0,43721964.0
Senegal,75,2617,,30.0,,1133.0,1454.0,6.0,157.0,2.0,24599.0,1474.0,16688310.0
Bosnia and Herzegovina,76,2321,,134.0,,1522.0,665.0,4.0,707.0,41.0,53988.0,16445.0,3283031.0
Bulgaria,77,2292,33.0,116.0,4.0,684.0,1492.0,33.0,330.0,17.0,68243.0,9813.0,6954080.0
Croatia,78,2232,,96.0,,1967.0,169.0,10.0,543.0,23.0,55800.0,13583.0,4108012.0
Ivory Coast,79,2153,,28.0,,1050.0,1075.0,,82.0,1.0,19174.0,729.0,26296533.0
Guatemala,80,2133,132.0,43.0,5.0,155.0,1935.0,5.0,119.0,2.0,20820.0,1165.0,17875264.0
Tajikistan,81,1936,,41.0,,641.0,1254.0,,204.0,4.0,,,9511117.0
Cuba,82,1887,,79.0,,1538.0,270.0,8.0,167.0,7.0,85556.0,7553.0,11327386.0
North Macedonia,83,1858,19.0,110.0,4.0,1367.0,381.0,21.0,892.0,53.0,22767.0,10928.0,2083384.0
Iceland,84,1802,,10.0,,1789.0,3.0,,5285.0,29.0,57187.0,167710.0,340988.0
Estonia,85,1794,3.0,64.0,,956.0,774.0,2.0,1352.0,48.0,72464.0,54631.0,1326435.0
DRC,86,1731,102.0,61.0,,302.0,1368.0,,19.0,0.7,,,89211817.0
Djibouti,87,1618,,7.0,,1033.0,578.0,,1641.0,7.0,18933.0,19196.0,986284.0
Lithuania,88,1577,15.0,60.0,,1049.0,468.0,17.0,578.0,22.0,245580.0,90080.0,2726257.0
El Salvador,89,1571,73.0,31.0,1.0,531.0,1009.0,27.0,242.0,5.0,62838.0,9694.0,6482464.0
New Zealand,90,1503,,21.0,,1447.0,35.0,1.0,312.0,4.0,238725.0,49552.0,4817692.0
Somalia,91,1502,,59.0,,178.0,1265.0,2.0,95.0,4.0,,,15836937.0
Gabon,92,1502,,12.0,,318.0,1172.0,9.0,677.0,5.0,7966.0,3590.0,2219197.0
Slovakia,93,1496,1.0,28.0,,1231.0,237.0,3.0,274.0,5.0,148845.0,27264.0,5459346.0
Slovenia,94,1468,1.0,105.0,1.0,1340.0,23.0,4.0,706.0,51.0,73319.0,35268.0,2078906.0
Mayotte,95,1370,,18.0,,627.0,725.0,9.0,5037.0,66.0,5200.0,19118.0,271994.0
Kyrgyzstan,96,1270,27.0,14.0,,910.0,346.0,5.0,195.0,2.0,94441.0,14504.0,6511224.0
Maldives,97,1143,,4.0,,91.0,1048.0,9.0,2119.0,7.0,11775.0,21830.0,539391.0
Hong Kong,98,1056,,4.0,,1026.0,26.0,1.0,141.0,0.5,168291.0,22469.0,7489929.0
Tunisia,99,1044,1.0,47.0,1.0,826.0,171.0,3.0,88.0,4.0,41620.0,3526.0,11804125.0
Guinea-Bissau,100,1038,,6.0,,42.0,990.0,,529.0,3.0,1500.0,764.0,1962210.0
Sri Lanka,101,1027,4.0,9.0,,584.0,434.0,1.0,48.0,0.4,46413.0,2169.0,21403028.0
Latvia,102,1016,4.0,21.0,,694.0,301.0,3.0,538.0,11.0,92751.0,49116.0,1888407.0
Albania,103,964,15.0,31.0,,758.0,175.0,1.0,335.0,11.0,12555.0,4362.0,2878146.0
Kenya,104,963,,50.0,,358.0,555.0,1.0,18.0,0.9,46784.0,872.0,53624913.0
Lebanon,105,961,7.0,26.0,,251.0,684.0,4.0,141.0,4.0,65363.0,9572.0,6828786.0
Cyprus,106,918,,17.0,,516.0,385.0,10.0,761.0,14.0,90718.0,75201.0,1206344.0
Niger,107,914,,55.0,,734.0,125.0,,38.0,2.0,5909.0,245.0,24091143.0
Mali,108,901,,53.0,,529.0,319.0,,45.0,3.0,3483.0,173.0,20176487.0
Costa Rica,109,882,,10.0,,577.0,295.0,5.0,173.0,2.0,20741.0,4076.0,5088699.0
Zambia,110,832,60.0,7.0,,197.0,628.0,1.0,45.0,0.4,19014.0,1038.0,18318568.0
Paraguay,111,829,,11.0,,230.0,588.0,,116.0,2.0,21121.0,2966.0,7122183.0
Equatorial Guinea,112,825,,7.0,,22.0,796.0,,591.0,5.0,854.0,611.0,1397001.0
Burkina Faso,113,796,,51.0,,652.0,93.0,,38.0,2.0,,,20830672.0
Andorra,114,761,,51.0,,628.0,82.0,3.0,9851.0,660.0,3750.0,48543.0,77251.0
Venezuela,115,749,131.0,10.0,,253.0,486.0,1.0,26.0,0.4,616562.0,21676.0,28444815.0
Uruguay,116,738,,20.0,,579.0,139.0,4.0,213.0,6.0,34794.0,10020.0,3472364.0
Georgia,117,713,6.0,12.0,,475.0,226.0,6.0,179.0,3.0,40711.0,10203.0,3990014.0
Diamond Princess,118,712,,13.0,,651.0,48.0,4.0,,,,,
San Marino,119,655,,41.0,,211.0,403.0,1.0,19308.0,1209.0,3610.0,106417.0,33923.0
Jordan,120,649,,9.0,,417.0,223.0,5.0,64.0,0.9,148482.0,14569.0,10191291.0
Haiti,121,596,63.0,22.0,1.0,21.0,553.0,,52.0,2.0,2270.0,199.0,11386106.0
Malta,122,569,,6.0,,460.0,103.0,1.0,1289.0,14.0,53196.0,120514.0,441410.0
Channel Islands,123,555,,44.0,,479.0,32.0,,3196.0,253.0,5342.0,30758.0,173676.0
Chad,124,545,,56.0,,139.0,350.0,,33.0,3.0,,,16365816.0
Sierra Leone,125,534,,33.0,,167.0,334.0,,67.0,4.0,,,7957089.0
Jamaica,126,520,,9.0,,145.0,366.0,,176.0,3.0,8828.0,2983.0,2959694.0
Tanzania,127,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59517667.0
Réunion,128,446,,,,354.0,92.0,4.0,499.0,,17200.0,19227.0,894575.0
Taiwan,129,440,,7.0,,402.0,31.0,,18.0,0.3,69876.0,2934.0,23811922.0
Congo,130,420,,15.0,,132.0,273.0,,76.0,3.0,,,5501102.0
Nepal,131,402,,2.0,,37.0,363.0,1.0,14.0,0.07,107253.0,3689.0,29073225.0
Palestine,132,391,,2.0,,346.0,43.0,,77.0,0.4,44876.0,8822.0,5086676.0
Ethiopia,133,389,24.0,5.0,,122.0,262.0,,3.0,0.04,65760.0,574.0,114607221.0
CAR,134,366,,,,18.0,348.0,,76.0,,3498.0,726.0,4819607.0
Togo,135,338,,12.0,,107.0,219.0,,41.0,1.0,13825.0,1675.0,8254589.0
Isle of Man,136,335,,24.0,,300.0,11.0,9.0,3942.0,282.0,4234.0,49822.0,84982.0
Cabo Verde,137,335,,3.0,,85.0,247.0,,603.0,5.0,892.0,1606.0,555278.0
Mauritius,138,332,,10.0,,322.0,0.0,,261.0,8.0,92764.0,72955.0,1271531.0
Madagascar,139,326,,2.0,,119.0,205.0,,12.0,0.07,5670.0,205.0,27601550.0
Montenegro,140,324,,9.0,,312.0,3.0,2.0,516.0,14.0,10167.0,16188.0,628057.0
Vietnam,141,324,,,,263.0,61.0,2.0,3.0,,275000.0,2828.0,97236622.0
Rwanda,142,308,,,,209.0,99.0,,24.0,,52335.0,4053.0,12912035.0
South Sudan,143,290,,4.0,,4.0,282.0,,26.0,0.4,3356.0,300.0,11178254.0
Uganda,144,264,4.0,,,65.0,199.0,,6.0,,75228.0,1651.0,45554546.0
Nicaragua,145,254,,17.0,,199.0,38.0,,38.0,3.0,,,6615255.0
Sao Tome and Principe,146,251,,8.0,,4.0,239.0,,1148.0,37.0,175.0,800.0,218664.0
Liberia,147,233,,23.0,,125.0,85.0,,46.0,5.0,,,5042890.0
French Guiana,148,218,,1.0,,136.0,81.0,,732.0,3.0,,,297708.0
Eswatini,149,208,,2.0,,87.0,119.0,,180.0,2.0,4160.0,3590.0,1158757.0
Myanmar,150,193,,6.0,,104.0,83.0,,4.0,0.1,15137.0,278.0,54367787.0
Martinique,151,192,,14.0,,91.0,87.0,,512.0,37.0,,,375297.0
Faeroe Islands,152,187,,,,187.0,0.0,,3829.0,,8931.0,182855.0,48842.0
Yemen,153,167,,28.0,,5.0,134.0,,6.0,0.9,120.0,4.0,29744780.0
Guadeloupe,154,155,,13.0,,109.0,33.0,3.0,387.0,32.0,2866.0,7163.0,400116.0
Gibraltar,155,147,,,,145.0,2.0,,4363.0,,5410.0,160572.0,33692.0
Mozambique,156,146,,,,48.0,98.0,,5.0,,6537.0,210.0,31144220.0
Brunei ,157,141,,1.0,,136.0,4.0,2.0,323.0,2.0,17718.0,40546.0,436990.0
Mongolia,158,140,,,,26.0,114.0,27.0,43.0,,11641.0,3558.0,3271940.0
Mauritania,159,131,,4.0,,7.0,120.0,,28.0,0.9,2583.0,557.0,4634257.0
Benin,160,130,,2.0,,83.0,45.0,,11.0,0.2,25471.0,2108.0,12083204.0
Guyana,161,125,,10.0,,46.0,69.0,3.0,159.0,13.0,1269.0,1614.0,786119.0
Bermuda,162,125,,9.0,,78.0,38.0,2.0,2006.0,144.0,5705.0,91569.0,62303.0
Cambodia,163,122,,,,122.0,0.0,,7.0,,15572.0,933.0,16691420.0
Trinidad and Tobago,164,116,,8.0,,107.0,1.0,,83.0,6.0,2727.0,1949.0,1398974.0
Cayman Islands,165,111,,1.0,,55.0,55.0,,1691.0,15.0,7082.0,107906.0,65631.0
Aruba,166,101,,3.0,,93.0,5.0,4.0,946.0,28.0,2025.0,18976.0,106714.0
Monaco,167,97,,4.0,,87.0,6.0,1.0,2474.0,102.0,,,39210.0
Bahamas,168,96,,11.0,,43.0,42.0,1.0,244.0,28.0,1826.0,4649.0,392805.0
Barbados,169,90,2.0,7.0,,68.0,15.0,4.0,313.0,24.0,4167.0,14502.0,287335.0
Liechtenstein,170,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23612.0,38116.0
Sint Maarten,171,77,,15.0,,54.0,8.0,7.0,1798.0,350.0,414.0,9669.0,42819.0
Malawi,172,70,,3.0,,27.0,40.0,1.0,4.0,0.2,1803.0,95.0,19067788.0
Libya,173,68,,3.0,,35.0,30.0,,10.0,0.4,3633.0,530.0,6860181.0
French Polynesia,174,60,,,,60.0,0.0,,214.0,,3496.0,12454.0,280722.0
Syria,175,58,,3.0,,36.0,19.0,,3.0,0.2,,,17447571.0
Angola,176,52,,3.0,,17.0,32.0,,2.0,0.09,6136.0,187.0,32734590.0
Zimbabwe,177,46,,4.0,,18.0,24.0,,3.0,0.3,28019.0,1888.0,14837082.0
Macao,178,45,,,,45.0,0.0,,69.0,,,,648282.0
Burundi,179,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11845443.0
Saint Martin,180,39,,3.0,,30.0,6.0,1.0,1011.0,78.0,,,38586.0
Eritrea,181,39,,,,39.0,0.0,,11.0,,,,3540578.0
Antigua and Barbuda,182,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1870.0,97835.0
Botswana,183,25,,1.0,,17.0,7.0,,11.0,0.4,13294.0,5667.0,2345808.0
Gambia,184,24,,1.0,,13.0,10.0,,10.0,0.4,1476.0,613.0,2408042.0
Timor-Leste,185,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315383.0
Grenada,186,22,,,,14.0,8.0,4.0,196.0,,2419.0,21509.0,112464.0
Bhutan,187,21,,,,5.0,16.0,,27.0,,14294.0,18549.0,770610.0
Laos,188,19,,,,14.0,5.0,,3.0,,4743.0,653.0,7262953.0
Belize,189,18,,2.0,,16.0,0.0,,45.0,5.0,1043.0,2629.0,396752.0
Fiji,190,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895695.0
New Caledonia,191,18,,,,18.0,0.0,,63.0,,5454.0,19125.0,285178.0
Saint Lucia,192,18,,,,18.0,0.0,,98.0,,786.0,4283.0,183531.0
St. Vincent Grenadines,193,17,,,,14.0,3.0,,153.0,,155.0,1398.0,110900.0
Curaçao,194,16,,1.0,,14.0,1.0,,98.0,6.0,485.0,2957.0,164017.0
Dominica,195,16,,,,16.0,0.0,,222.0,,433.0,6017.0,71966.0
Namibia,196,16,,,,14.0,2.0,,6.0,,2586.0,1020.0,2535319.0
Saint Kitts and Nevis,197,15,,,,15.0,0.0,,282.0,,391.0,7356.0,53156.0
Falkland Islands,198,13,,,,13.0,0.0,,3750.0,,426.0,122873.0,3467.0
Turks and Caicos,199,12,,1.0,,10.0,1.0,,310.0,26.0,109.0,2820.0,38655.0
Vatican City,200,12,,,,2.0,10.0,,14981.0,,,,801.0
Comoros,201,11,,1.0,,3.0,7.0,,13.0,1.0,,,867319.0
Montserrat,202,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992.0
Suriname,203,11,,1.0,,9.0,1.0,,19.0,2.0,404.0,689.0,586020.0
Greenland,204,11,,,,11.0,0.0,,194.0,,1767.0,31132.0,56759.0
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98277.0
MS Zaandam,206,9,,2.0,,,7.0,,,,,,
British Virgin Islands,207,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5528.0,30208.0
Papua New Guinea,208,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8926371.0
Caribbean Netherlands,209,6,,,,6.0,0.0,,229.0,,357.0,13629.0,26195.0
St. Barth,210,6,,,,6.0,0.0,,608.0,,,,9874.0
Western Sahara,211,6,,,,6.0,0.0,,10.0,,,,595503.0
Anguilla,212,3,,,,3.0,0.0,,200.0,,,,14987.0
Lesotho,213,1,,,,,1.0,,0.5,,,,2140282.0
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797.0
China,215,82965,5.0,4634.0,,78244.0,87.0,9.0,58.0,3.0,,,1439323776.0
