"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
"
Sweden,17567,,2152.0,,1005.0,14410,547.0,1739.0,213.0,94500.0,9357.0
Austria,15148,77.0,536.0,6.0,12103.0,2509,148.0,1682.0,60.0,221098.0,24549.0
Israel,15148,90.0,198.0,4.0,6159.0,8791,130.0,1750.0,23.0,302691.0,34971.0
Saudi Arabia,15102,,127.0,,2049.0,12926,93.0,434.0,4.0,200000.0,5745.0
Mexico,12872,1239.0,1221.0,152.0,7149.0,4502,378.0,100.0,9.0,51297.0,398.0
Japan,12829,117.0,345.0,,1530.0,10954,263.0,101.0,3.0,141600.0,1120.0
Singapore,12693,618.0,12.0,,956.0,11725,24.0,2170.0,2.0,121774.0,20815.0
Chile,12306,,174.0,,6327.0,5805,408.0,644.0,9.0,142267.0,7442.0
Pakistan,11940,,253.0,,2755.0,8932,111.0,54.0,1.0,138147.0,625.0
Poland,11067,175.0,499.0,5.0,2126.0,8442,160.0,292.0,13.0,265201.0,7007.0
S. Korea,10718,10.0,240.0,,8635.0,1843,55.0,209.0,5.0,595161.0,11609.0
Romania,10635,218.0,575.0,8.0,2890.0,7170,235.0,553.0,30.0,126645.0,6583.0
Belarus,9590,817.0,67.0,4.0,1573.0,7950,92.0,1015.0,7.0,139295.0,14741.0
UAE,9281,,64.0,,1760.0,7457,1.0,938.0,6.0,790000.0,79875.0
Indonesia,8607,396.0,720.0,31.0,1042.0,6845,,31.0,3.0,67828.0,248.0
Qatar,8525,,10.0,,809.0,7706,72.0,2959.0,3.0,75888.0,26340.0
Denmark,8210,,403.0,,5526.0,2281,69.0,1417.0,70.0,125329.0,21638.0
Ukraine,8125,478.0,201.0,8.0,782.0,7142,104.0,186.0,5.0,83577.0,1911.0
Serbia,7483,,144.0,,1094.0,6245,96.0,856.0,16.0,54887.0,6282.0
Norway,7463,,199.0,,32.0,7232,53.0,1377.0,37.0,155125.0,28614.0
Philippines,7294,102.0,494.0,17.0,792.0,6008,1.0,67.0,5.0,81292.0,742.0
Czechia,7273,,215.0,1.0,2389.0,4669,71.0,679.0,20.0,210705.0,19676.0
Australia,6695,20.0,80.0,1.0,5372.0,1243,43.0,263.0,3.0,494257.0,19383.0
Dominican Republic,5749,,267.0,,763.0,4719,135.0,530.0,25.0,18261.0,1683.0
Malaysia,5742,51.0,98.0,2.0,3762.0,1882,36.0,177.0,3.0,126970.0,3923.0
Panama,5338,172.0,154.0,8.0,319.0,4865,87.0,1237.0,36.0,24304.0,5633.0
Bangladesh,4998,309.0,140.0,9.0,112.0,4746,1.0,30.0,0.9,39476.0,240.0
Colombia,4881,,225.0,,1003.0,3653,117.0,96.0,4.0,78078.0,1534.0
Finland,4395,,177.0,,2500.0,1718,61.0,793.0,32.0,74500.0,13446.0
South Africa,4220,,79.0,,1473.0,2668,36.0,71.0,1.0,152390.0,2569.0
Egypt,4092,,294.0,,1075.0,2723,,40.0,3.0,90000.0,879.0
Morocco,3889,131.0,159.0,1.0,498.0,3232,1.0,105.0,4.0,24612.0,667.0
Luxembourg,3695,,85.0,,3007.0,603,25.0,5903.0,136.0,37782.0,60357.0
Argentina,3607,,176.0,,976.0,2455,123.0,80.0,4.0,44654.0,988.0
Algeria,3127,,415.0,,1408.0,1304,40.0,71.0,9.0,6500.0,148.0
Moldova,3110,,87.0,3.0,825.0,2198,212.0,771.0,22.0,11763.0,2916.0
Thailand,2907,53.0,51.0,1.0,2547.0,309,61.0,42.0,0.7,142589.0,2043.0
Kuwait,2614,,15.0,,656.0,1943,60.0,612.0,4.0,,
Kazakhstan,2525,109.0,25.0,,629.0,1871,31.0,134.0,1.0,180502.0,9613.0
Bahrain,2518,,8.0,,1113.0,1397,1.0,1480.0,5.0,107273.0,63043.0
Greece,2490,,130.0,,577.0,1783,48.0,239.0,12.0,61407.0,5891.0
Hungary,2443,60.0,262.0,12.0,458.0,1723,61.0,253.0,27.0,60801.0,6294.0
Croatia,2009,,51.0,,982.0,976,19.0,489.0,12.0,30213.0,7360.0
Oman,1905,115.0,10.0,,329.0,1566,3.0,373.0,2.0,,
Uzbekistan,1836,32.0,8.0,,679.0,1149,8.0,55.0,0.2,210000.0,6274.0
Iceland,1789,,10.0,,1542.0,237,5.0,5243.0,29.0,45286.0,132709.0
Iraq,1708,,86.0,,1204.0,418,,42.0,2.0,67293.0,1673.0
Armenia,1677,81.0,28.0,1.0,803.0,846,10.0,566.0,9.0,17342.0,5852.0
Estonia,1635,30.0,46.0,,228.0,1361,6.0,1233.0,35.0,47331.0,35680.0
Azerbaijan,1592,,21.0,,1013.0,558,14.0,157.0,2.0,114410.0,11284.0
Afghanistan,1463,112.0,47.0,4.0,188.0,1228,7.0,38.0,1.0,6422.0,165.0
New Zealand,1461,5.0,18.0,1.0,1118.0,325,1.0,303.0,4.0,115015.0,23851.0
Cameroon,1430,,43.0,,668.0,719,20.0,54.0,2.0,,
Lithuania,1426,16.0,41.0,1.0,460.0,925,17.0,524.0,15.0,98948.0,36347.0
Bosnia and Herzegovina,1421,,55.0,,538.0,828,4.0,433.0,17.0,21432.0,6533.0
Slovenia,1388,15.0,81.0,1.0,219.0,1088,23.0,668.0,39.0,48179.0,23175.0
Slovakia,1373,13.0,17.0,,386.0,970,7.0,251.0,3.0,66089.0,12105.0
North Macedonia,1326,,57.0,,337.0,932,14.0,636.0,27.0,14057.0,6747.0
Cuba,1285,,49.0,,416.0,820,11.0,113.0,4.0,36134.0,3190.0
Ghana,1279,,10.0,,134.0,1135,4.0,41.0,0.3,88188.0,2838.0
Bulgaria,1234,46.0,54.0,,197.0,983,37.0,178.0,8.0,27000.0,3886.0
Nigeria,1095,,32.0,,208.0,855,2.0,5.0,0.2,10061.0,49.0
Ivory Coast,1077,,14.0,,419.0,644,,41.0,0.5,,
Hong Kong,1038,2.0,4.0,,753.0,281,4.0,138.0,0.5,145640.0,19426.0
Djibouti,999,,2.0,,330.0,667,,1011.0,2.0,11090.0,11225.0
Guinea,954,,6.0,,191.0,757,,73.0,0.5,,
Tunisia,922,,38.0,,194.0,690,20.0,78.0,3.0,19849.0,1679.0
Bolivia,807,104.0,44.0,1.0,54.0,709,3.0,69.0,4.0,4995.0,428.0
Cyprus,804,,14.0,,98.0,692,15.0,666.0,12.0,43542.0,36064.0
Latvia,804,20.0,12.0,,267.0,525,6.0,426.0,6.0,45743.0,24251.0
Andorra,731,,40.0,,344.0,347,17.0,9461.0,518.0,1673.0,21653.0
Albania,712,34.0,27.0,,403.0,282,4.0,247.0,9.0,7015.0,2438.0
Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
Lebanon,704,8.0,24.0,2.0,143.0,537,44.0,103.0,4.0,26467.0,3878.0
Costa Rica,687,,6.0,,216.0,465,7.0,135.0,1.0,12342.0,2423.0
Niger,681,,24.0,,289.0,368,,28.0,1.0,4832.0,200.0
Kyrgyzstan,665,9.0,8.0,,345.0,312,11.0,102.0,1.0,39615.0,6072.0
Burkina Faso,629,,41.0,,425.0,163,,30.0,2.0,,
Honduras,591,29.0,55.0,8.0,58.0,478,10.0,60.0,6.0,3457.0,349.0
Uruguay,563,,12.0,,369.0,182,9.0,162.0,3.0,15834.0,4558.0
Senegal,545,,7.0,,262.0,276,1.0,33.0,0.4,466.0,28.0
Channel Islands,523,,34.0,,295.0,194,,3008.0,196.0,3320.0,19095.0
San Marino,513,,40.0,,64.0,409,3.0,15119.0,1179.0,1929.0,56851.0
Palestine,484,,4.0,,92.0,388,,95.0,0.8,27000.0,5293.0
Georgia,456,12.0,5.0,,132.0,319,6.0,114.0,1.0,9699.0,2431.0
Malta,447,,4.0,1.0,223.0,220,2.0,1012.0,9.0,27422.0,62105.0
Jordan,441,,7.0,,326.0,108,5.0,43.0,0.7,61608.0,6038.0
Guatemala,430,46.0,11.0,,30.0,389,5.0,24.0,0.6,7200.0,402.0
Taiwan,429,1.0,6.0,,275.0,148,,18.0,0.3,59840.0,2513.0
Sri Lanka,420,3.0,7.0,,116.0,297,2.0,20.0,0.3,13142.0,614.0
DRC,416,22.0,28.0,3.0,49.0,339,,5.0,0.3,,
Réunion,412,,,,300.0,112,2.0,460.0,,,
Mayotte,354,,4.0,,144.0,206,4.0,1298.0,15.0,2200.0,8064.0
Kenya,336,,14.0,,94.0,228,2.0,6.0,0.3,16738.0,311.0
Mauritius,331,,9.0,,285.0,37,3.0,260.0,7.0,13374.0,10516.0
Somalia,328,,16.0,,8.0,304,2.0,21.0,1.0,,
Mali,325,,21.0,,87.0,217,,16.0,1.0,2172.0,107.0
Montenegro,319,,6.0,,123.0,190,7.0,508.0,10.0,5085.0,8096.0
Venezuela,318,,10.0,,132.0,176,4.0,11.0,0.4,394125.0,13860.0
Isle of Man,308,,18.0,,230.0,60,20.0,3622.0,212.0,2751.0,32352.0
Tanzania,299,,10.0,,48.0,241,7.0,5.0,0.2,,
Jamaica,288,31.0,7.0,,28.0,253,,97.0,2.0,2518.0,850.0
El Salvador,274,13.0,8.0,,75.0,191,2.0,42.0,1.0,17423.0,2686.0
Vietnam,270,,,,220.0,50,8.0,3.0,,206253.0,2119.0
Paraguay,223,3.0,9.0,,78.0,136,1.0,31.0,1.0,6917.0,970.0
Equatorial Guinea,214,,1.0,,7.0,206,,153.0,0.7,854.0,609.0
Congo,200,,6.0,,19.0,175,,36.0,1.0,,
Faeroe Islands,187,,,,178.0,9,,3827.0,,6548.0,134007.0
Rwanda,176,,,,87.0,89,,14.0,,6959.0,537.0
Sudan,174,,16.0,,14.0,144,,4.0,0.4,,
Gabon,172,,3.0,,26.0,143,1.0,77.0,1.0,572.0,257.0
Martinique,170,,14.0,,77.0,79,6.0,453.0,37.0,,
Guadeloupe,149,,12.0,,82.0,55,11.0,372.0,30.0,,
Myanmar,144,,5.0,,9.0,130,,3.0,0.09,6124.0,113.0
Brunei ,138,,1.0,,120.0,17,2.0,315.0,2.0,12770.0,29190.0
Gibraltar,133,,,,131.0,2,,3948.0,,2105.0,62480.0
Maldives,129,,,,16.0,113,2.0,239.0,,5296.0,9798.0
Cambodia,122,,,,117.0,5,1.0,7.0,,5768.0,345.0
Madagascar,122,,,,61.0,61,1.0,4.0,,2357.0,85.0
Liberia,117,,8.0,,25.0,84,,23.0,2.0,,
Ethiopia,117,,3.0,,25.0,89,,1.0,0.03,11669.0,102.0
Trinidad and Tobago,115,,8.0,,48.0,59,,82.0,6.0,1501.0,1073.0
French Guiana,111,,1.0,,87.0,23,,372.0,3.0,,
Aruba,100,,2.0,,69.0,29,4.0,937.0,19.0,1577.0,14771.0
Bermuda,99,,5.0,,39.0,55,10.0,1590.0,80.0,949.0,15238.0
Monaco,94,,4.0,,41.0,49,2.0,2395.0,102.0,,
Togo,90,,6.0,,59.0,25,,11.0,0.7,4733.0,572.0
Cabo Verde,88,,1.0,,1.0,86,,158.0,2.0,791.0,1423.0
Zambia,84,,3.0,,37.0,44,1.0,5.0,0.2,2586.0,141.0
Sierra Leone,82,,2.0,,10.0,70,,10.0,0.3,,
Liechtenstein,81,,1.0,,55.0,25,,2124.0,26.0,900.0,23605.0
Barbados,77,,6.0,,31.0,40,4.0,268.0,21.0,1327.0,4618.0
Uganda,75,,,,46.0,29,,2.0,,18921.0,414.0
Sint Maarten,73,,12.0,,22.0,39,8.0,1703.0,280.0,266.0,6204.0
Bahamas,73,,11.0,,15.0,47,1.0,186.0,28.0,,
Guyana,73,,7.0,,12.0,54,5.0,93.0,9.0,375.0,477.0
Haiti,72,,6.0,1.0,6.0,60,,6.0,0.5,719.0,63.0
Cayman Islands,70,,1.0,,8.0,61,3.0,1065.0,15.0,940.0,14303.0
Mozambique,65,,,,12.0,53,,2.0,,1439.0,46.0
Libya,61,,2.0,,18.0,41,,9.0,0.3,1337.0,195.0
French Polynesia,57,,,,41.0,16,1.0,203.0,,2069.0,7365.0
Benin,54,,1.0,,27.0,26,,4.0,0.08,,
Guinea-Bissau,52,,,,3.0,49,,26.0,,1500.0,762.0
Nepal,49,,,,11.0,38,,2.0,,47497.0,1630.0
Macao,45,,,,27.0,18,1.0,69.0,,,
Syria,42,,3.0,,6.0,33,,2.0,0.2,,
Chad,40,,,,8.0,32,,2.0,,,
Eritrea,39,,,,11.0,28,,11.0,,,
Saint Martin,38,,3.0,,24.0,11,3.0,983.0,78.0,,
Mongolia,37,1.0,,,9.0,28,,11.0,,7292.0,2224.0
Eswatini,36,,1.0,,10.0,25,,31.0,0.9,714.0,615.0
Malawi,33,,3.0,,4.0,26,1.0,2.0,0.2,566.0,30.0
Zimbabwe,29,,4.0,,2.0,23,,2.0,0.3,5450.0,367.0
Angola,25,,2.0,,6.0,17,,0.8,0.06,,
Antigua and Barbuda,24,,3.0,,11.0,10,1.0,245.0,31.0,113.0,1154.0
Timor-Leste,24,,,,2.0,22,,18.0,,322.0,244.0
Botswana,22,,1.0,,,21,,9.0,0.4,5023.0,2136.0
Laos,19,,,,7.0,12,,3.0,,1661.0,228.0
Belize,18,,2.0,,5.0,11,1.0,45.0,5.0,816.0,2052.0
Fiji,18,,,,10.0,8,,20.0,,900.0,1004.0
New Caledonia,18,,,,17.0,1,1.0,63.0,,3952.0,13842.0
Curaçao,16,,1.0,,11.0,4,,98.0,6.0,304.0,1853.0
CAR,16,,,,10.0,6,,3.0,,,
Dominica,16,,,,10.0,6,,222.0,,383.0,5320.0
Namibia,16,,,,7.0,9,,6.0,,590.0,232.0
Grenada,15,,,,7.0,8,4.0,133.0,,92.0,818.0
Saint Kitts and Nevis,15,,,,2.0,13,,282.0,,260.0,4887.0
Saint Lucia,15,,,,15.0,0,,82.0,,364.0,1982.0
St. Vincent Grenadines,14,,,,5.0,9,,126.0,,108.0,973.0
Falkland Islands,13,1.0,,,11.0,2,,3736.0,,353.0,101437.0
Nicaragua,11,,3.0,,7.0,1,,2.0,0.5,,
Burundi,11,,1.0,,4.0,6,,0.9,0.08,284.0,24.0
Montserrat,11,,1.0,1.0,2.0,8,1.0,2204.0,200.0,36.0,7212.0
Turks and Caicos,11,,1.0,,4.0,6,,284.0,26.0,83.0,2144.0
Greenland,11,,,,11.0,0,,194.0,,1150.0,20257.0
Seychelles,11,,,,6.0,5,,112.0,,,
Gambia,10,,1.0,,8.0,1,,4.0,0.4,401.0,166.0
Suriname,10,,1.0,,7.0,2,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Vatican City,9,,,,2.0,7,,11236.0,,,
Papua New Guinea,8,,,,,8,,0.9,,604.0,68.0
Mauritania,7,,1.0,,6.0,0,,2.0,0.2,1032.0,222.0
Bhutan,7,,,,3.0,4,,9.0,,8953.0,11603.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,5.0,1,,10.0,,,
British Virgin Islands,5,,1.0,,3.0,1,,165.0,33.0,,
Caribbean Netherlands,5,,,,,5,,191.0,,110.0,4195.0
South Sudan,5,,,,,5,,0.4,,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
Anguilla,3,,,,1.0,2,,200.0,,,
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,1.0,0,,0.03,,120.0,4.0
China,82816,12.0,4632.0,,77346.0,838,49.0,58.0,3.0,,
