"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Guatemala,83,1763,120.0,33.0,3.0,138.0,1592.0,5.0,99.0,2.0,7200.0,403.0,17872544.0
North Macedonia,84,1762,,98.0,,1267.0,397.0,21.0,846.0,47.0,21010.0,10085.0,2083384.0
Lithuania,85,1541,7.0,56.0,1.0,997.0,488.0,17.0,565.0,21.0,228726.0,83888.0,2726566.0
New Zealand,86,1499,1.0,21.0,,1433.0,45.0,,311.0,4.0,228148.0,47359.0,4817371.0
Slovakia,87,1494,1.0,28.0,,1163.0,303.0,3.0,274.0,5.0,142462.0,26095.0,5459325.0
Slovenia,88,1465,,103.0,,272.0,1090.0,6.0,705.0,50.0,68852.0,33119.0,2078904.0
DRC,89,1455,,61.0,,270.0,1124.0,,16.0,0.7,,,89189398.0
Somalia,90,1357,,55.0,,148.0,1154.0,2.0,86.0,3.0,,,15833288.0
El Salvador,91,1338,73.0,27.0,1.0,462.0,849.0,23.0,206.0,4.0,55694.0,8592.0,6482197.0
Djibouti,92,1331,,4.0,,950.0,377.0,,1350.0,4.0,17106.0,17346.0,986166.0
Tajikistan,93,1322,,36.0,,,1286.0,,139.0,4.0,,,9509357.0
Gabon,94,1320,,11.0,,244.0,1065.0,10.0,595.0,5.0,7445.0,3355.0,2218765.0
Mayotte,95,1312,,18.0,,627.0,667.0,9.0,4825.0,66.0,5200.0,19122.0,271940.0
Kyrgyzstan,96,1138,21.0,14.0,,804.0,320.0,5.0,175.0,2.0,59490.0,9138.0,6510341.0
Maldives,97,1078,,4.0,,58.0,1016.0,9.0,1999.0,7.0,11775.0,21833.0,539313.0
Hong Kong,98,1056,3.0,4.0,,1024.0,28.0,1.0,141.0,0.5,168291.0,22470.0,7489431.0
Tunisia,99,1037,,45.0,,807.0,185.0,3.0,88.0,4.0,39778.0,3370.0,11803112.0
Latvia,100,1008,11.0,19.0,,662.0,327.0,2.0,534.0,10.0,88405.0,46810.0,1888577.0
Guinea-Bissau,101,969,,4.0,,26.0,939.0,,494.0,2.0,1500.0,765.0,1961828.0
Sri Lanka,102,960,3.0,9.0,,538.0,413.0,1.0,45.0,0.4,43137.0,2016.0,21402294.0
Albania,103,946,13.0,31.0,,715.0,200.0,1.0,329.0,11.0,12024.0,4178.0,2878172.0
Cyprus,104,914,,17.0,,515.0,382.0,10.0,758.0,14.0,85301.0,70715.0,1206272.0
Lebanon,105,902,,26.0,,247.0,629.0,4.0,132.0,4.0,59588.0,8726.0,6829035.0
Niger,106,889,,51.0,,689.0,149.0,,37.0,2.0,5816.0,241.0,24083917.0
Costa Rica,107,853,,10.0,,551.0,292.0,4.0,168.0,2.0,19401.0,3813.0,5088318.0
Mali,108,835,,48.0,,479.0,308.0,,41.0,2.0,3264.0,162.0,20171687.0
Kenya,109,830,,50.0,,301.0,479.0,1.0,15.0,0.9,36918.0,689.0,53615182.0
Burkina Faso,110,782,,51.0,,604.0,127.0,,38.0,2.0,,,20825956.0
Paraguay,111,778,,11.0,,198.0,569.0,,109.0,2.0,19308.0,2711.0,7121465.0
Andorra,112,761,,51.0,,615.0,95.0,3.0,9851.0,660.0,3750.0,48544.0,77250.0
Uruguay,113,733,,19.0,,558.0,156.0,5.0,211.0,5.0,33036.0,9514.0,3472266.0
Diamond Princess,114,712,,13.0,,651.0,48.0,4.0,,,,,
Georgia,115,695,12.0,12.0,,425.0,258.0,6.0,174.0,3.0,36248.0,9085.0,3990077.0
Zambia,116,679,,7.0,,183.0,489.0,1.0,37.0,0.4,15811.0,863.0,18314332.0
San Marino,117,653,,41.0,,198.0,414.0,1.0,19250.0,1209.0,3460.0,101999.0,33922.0
Jordan,118,607,,9.0,,404.0,194.0,5.0,60.0,0.9,140222.0,13760.0,10190462.0
Equatorial Guinea,119,594,,7.0,,22.0,565.0,,425.0,5.0,854.0,611.0,1396621.0
Channel Islands,120,554,,43.0,,458.0,53.0,,3190.0,248.0,5342.0,30761.0,173663.0
Malta,121,546,,6.0,,450.0,90.0,1.0,1237.0,14.0,49231.0,111534.0,441400.0
Jamaica,122,517,6.0,9.0,,121.0,387.0,,175.0,3.0,8193.0,2768.0,2959589.0
Tanzania,123,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59503665.0
Venezuela,124,504,,10.0,,241.0,253.0,1.0,18.0,0.4,540236.0,18992.0,28445472.0
Chad,125,474,,50.0,,111.0,313.0,,29.0,3.0,,,16361937.0
Sierra Leone,126,462,,29.0,,106.0,327.0,,58.0,4.0,,,7955756.0
Réunion,127,443,,,,354.0,89.0,4.0,495.0,,17200.0,19228.0,894522.0
Taiwan,128,440,,7.0,,395.0,38.0,,18.0,0.3,69206.0,2906.0,23811570.0
Congo,129,391,,15.0,,87.0,289.0,,71.0,3.0,,,5499985.0
Palestine,130,376,,2.0,,334.0,40.0,,74.0,0.4,44876.0,8824.0,5085701.0
Haiti,131,358,,20.0,,29.0,309.0,,31.0,2.0,1669.0,147.0,11384967.0
Benin,132,339,,2.0,,83.0,254.0,,28.0,0.2,25471.0,2108.0,12080592.0
Isle of Man,133,335,,24.0,,285.0,26.0,9.0,3942.0,282.0,4066.0,47848.0,84978.0
Mauritius,134,332,,10.0,,322.0,0.0,,261.0,8.0,69773.0,54874.0,1271513.0
Cabo Verde,135,328,,3.0,,84.0,241.0,,591.0,5.0,892.0,1607.0,555228.0
CAR,136,327,,,,13.0,314.0,,68.0,,3498.0,726.0,4818917.0
Montenegro,137,324,,9.0,,311.0,4.0,2.0,516.0,14.0,10167.0,16188.0,628056.0
Vietnam,138,318,,,,260.0,58.0,2.0,3.0,,275000.0,2828.0,97229451.0
Ethiopia,139,317,11.0,5.0,,113.0,199.0,,3.0,0.04,57254.0,500.0,114583809.0
Togo,140,298,,11.0,,99.0,188.0,,36.0,1.0,12510.0,1516.0,8252995.0
Nepal,141,291,10.0,1.0,,36.0,254.0,,10.0,0.03,92440.0,3180.0,29068924.0
Rwanda,142,289,,,,178.0,111.0,,22.0,,48239.0,3737.0,12909395.0
Madagascar,143,283,,,,114.0,169.0,3.0,10.0,,5670.0,205.0,27595696.0
South Sudan,144,236,,4.0,,4.0,228.0,,21.0,0.4,3356.0,300.0,11177178.0
Sao Tome and Principe,145,235,,7.0,,4.0,224.0,,1075.0,32.0,175.0,800.0,218630.0
Uganda,146,227,,,,63.0,164.0,,5.0,,72161.0,1584.0,45542648.0
Liberia,147,223,,20.0,,116.0,87.0,,44.0,4.0,,,5041913.0
Eswatini,148,202,,2.0,,72.0,128.0,,174.0,2.0,4160.0,3590.0,1158658.0
French Guiana,149,197,,1.0,,125.0,71.0,,662.0,3.0,,,297644.0
Martinique,150,192,,14.0,,91.0,87.0,,512.0,37.0,,,375300.0
Faeroe Islands,151,187,,,,187.0,0.0,,3829.0,,8837.0,180938.0,48840.0
Myanmar,152,182,,6.0,,96.0,80.0,,3.0,0.1,13634.0,251.0,54364802.0
Guadeloupe,153,155,,13.0,,109.0,33.0,3.0,387.0,32.0,2866.0,7163.0,400116.0
Gibraltar,154,147,,,,145.0,2.0,,4363.0,,5060.0,150184.0,33692.0
Brunei ,155,141,,1.0,,136.0,4.0,2.0,323.0,2.0,16892.0,38658.0,436956.0
Mongolia,156,136,1.0,,,21.0,115.0,2.0,42.0,,10318.0,3154.0,3271507.0
Mozambique,157,129,,,,43.0,86.0,,4.0,,5735.0,184.0,31137014.0
Bermuda,158,123,,9.0,,73.0,41.0,2.0,1974.0,144.0,5017.0,80523.0,62305.0
Yemen,159,122,,18.0,,1.0,103.0,,4.0,0.6,120.0,4.0,29739383.0
Cambodia,160,122,,,,122.0,0.0,1.0,7.0,,15152.0,908.0,16689523.0
Guyana,161,117,,10.0,,43.0,64.0,2.0,149.0,13.0,1089.0,1385.0,786088.0
Trinidad and Tobago,162,116,,8.0,,107.0,1.0,,83.0,6.0,2670.0,1909.0,1398937.0
Aruba,163,101,,3.0,,93.0,5.0,4.0,946.0,28.0,1937.0,18152.0,106711.0
Bahamas,164,96,,11.0,,42.0,43.0,1.0,244.0,28.0,1794.0,4568.0,392775.0
Monaco,165,96,,4.0,,87.0,5.0,1.0,2448.0,102.0,,,39208.0
Cayman Islands,166,94,,1.0,,55.0,38.0,,1432.0,15.0,5900.0,89905.0,65625.0
Barbados,167,86,,7.0,,67.0,12.0,4.0,299.0,24.0,3783.0,13166.0,287333.0
Liechtenstein,168,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23613.0,38115.0
Sint Maarten,169,77,,15.0,,54.0,8.0,7.0,1798.0,350.0,414.0,9670.0,42815.0
Libya,170,65,,3.0,,28.0,34.0,,9.0,0.4,3633.0,530.0,6859415.0
Malawi,171,65,,3.0,,24.0,38.0,1.0,3.0,0.2,1762.0,92.0,19063723.0
French Polynesia,172,60,,,,59.0,1.0,,214.0,,3216.0,11457.0,280708.0
Syria,173,51,,3.0,,36.0,12.0,,3.0,0.2,,,17444076.0
Angola,174,48,,2.0,,17.0,29.0,,1.0,0.06,6136.0,187.0,32726170.0
Macao,175,45,,,,43.0,2.0,1.0,69.0,,,,648210.0
Zimbabwe,176,44,2.0,4.0,,17.0,23.0,,3.0,0.3,27059.0,1824.0,14835308.0
Mauritania,177,40,,4.0,,7.0,29.0,,9.0,0.9,2015.0,435.0,4633252.0
Saint Martin,178,39,,3.0,,30.0,6.0,1.0,1011.0,78.0,,,38581.0
Eritrea,179,39,,,,39.0,0.0,,11.0,,,,3540176.0
Nicaragua,180,25,,8.0,,7.0,10.0,,4.0,1.0,,,6614609.0
Antigua and Barbuda,181,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1871.0,97828.0
Botswana,182,24,,1.0,,17.0,6.0,,10.0,0.4,11495.0,4901.0,2345418.0
Timor-Leste,183,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315177.0
Gambia,184,23,,1.0,,12.0,10.0,,10.0,0.4,1341.0,557.0,2407483.0
Grenada,185,22,,,,14.0,8.0,4.0,196.0,,2419.0,21510.0,112459.0
Bhutan,186,21,,,,5.0,16.0,,27.0,,13701.0,17781.0,770540.0
Laos,187,19,,,,14.0,5.0,,3.0,,4451.0,613.0,7262087.0
Belize,188,18,,2.0,,16.0,0.0,,45.0,5.0,1043.0,2629.0,396692.0
Fiji,189,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895642.0
New Caledonia,190,18,,,,18.0,0.0,,63.0,,5454.0,19126.0,285155.0
Saint Lucia,191,18,,,,18.0,0.0,,98.0,,786.0,4283.0,183524.0
St. Vincent Grenadines,192,17,,,,14.0,3.0,,153.0,,155.0,1398.0,110897.0
Curaçao,193,16,,1.0,,14.0,1.0,,98.0,6.0,389.0,2372.0,164011.0
Dominica,194,16,,,,15.0,1.0,,222.0,,420.0,5836.0,71964.0
Namibia,195,16,,,,13.0,3.0,,6.0,,2074.0,818.0,2534941.0
Burundi,196,15,,1.0,,7.0,7.0,,1.0,0.08,284.0,24.0,11842528.0
Saint Kitts and Nevis,197,15,,,,14.0,1.0,,282.0,,327.0,6152.0,53153.0
Falkland Islands,198,13,,,,13.0,0.0,,3751.0,,402.0,115984.0,3466.0
Turks and Caicos,199,12,,1.0,,10.0,1.0,,310.0,26.0,109.0,2820.0,38650.0
Vatican City,200,12,,,,2.0,10.0,,14981.0,,,,801.0
Comoros,201,11,,1.0,,3.0,7.0,,13.0,1.0,,,867167.0
Montserrat,202,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992.0
Greenland,203,11,,,,11.0,0.0,,194.0,,1629.0,28701.0,56758.0
Seychelles,204,11,,,,10.0,1.0,,112.0,,,,98272.0
Suriname,205,10,,1.0,,9.0,0.0,,17.0,2.0,404.0,689.0,585977.0
MS Zaandam,206,9,,2.0,,,7.0,,,,,,
British Virgin Islands,207,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5529.0,30206.0
Papua New Guinea,208,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8924980.0
Caribbean Netherlands,209,6,,,,6.0,0.0,,229.0,,357.0,13630.0,26193.0
St. Barth,210,6,,,,6.0,0.0,,608.0,,,,9873.0
Western Sahara,211,6,,,,6.0,0.0,,10.0,,,,595382.0
Anguilla,212,3,,,,3.0,0.0,,200.0,,,,14986.0
Lesotho,213,1,,,,,1.0,,0.5,,,,2140143.0
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797.0
China,215,82947,6.0,4633.0,,78227.0,87.0,10.0,58.0,3.0,,,1439323776.0
