"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Poland,31,19983,244.0,965.0,3.0,8452.0,10566.0,160.0,528.0,25.0,674861.0,17829.0,37851101.0
Ukraine,32,19706,476.0,579.0,15.0,6227.0,12900.0,249.0,450.0,13.0,257890.0,5893.0,43761557.0
South Africa,33,18003,,339.0,,8950.0,8714.0,119.0,304.0,6.0,506861.0,8559.0,59222219.0
Colombia,34,17687,,630.0,,4256.0,12801.0,136.0,348.0,12.0,214536.0,4221.0,50820749.0
Romania,35,17585,198.0,1151.0,4.0,10581.0,5853.0,203.0,913.0,60.0,342466.0,17789.0,19251223.0
Kuwait,36,17568,,124.0,,4885.0,12559.0,167.0,4121.0,29.0,256314.0,60123.0,4263192.0
Israel,37,16670,3.0,279.0,,13617.0,2774.0,47.0,1929.0,32.0,524584.0,60718.0,8639658.0
Austria,38,16404,51.0,633.0,,14951.0,820.0,32.0,1823.0,70.0,385637.0,42845.0,9000647.0
Japan,39,16385,,771.0,,12286.0,3328.0,210.0,130.0,6.0,258277.0,2041.0,126518009.0
Egypt,40,14229,,680.0,,3994.0,9555.0,41.0,139.0,7.0,135000.0,1322.0,102104567.0
Dominican Republic,41,13477,,446.0,,7142.0,5889.0,126.0,1244.0,41.0,59976.0,5535.0,10835483.0
Philippines,42,13434,213.0,846.0,4.0,3000.0,9588.0,81.0,123.0,8.0,259172.0,2369.0,109411860.0
S. Korea,43,11122,12.0,264.0,1.0,10135.0,723.0,15.0,217.0,5.0,788684.0,15385.0,51264360.0
Denmark,44,11117,,554.0,,9536.0,1027.0,25.0,1920.0,96.0,490782.0,84765.0,5789943.0
Serbia,45,10833,,235.0,,5067.0,5531.0,13.0,1239.0,27.0,196881.0,22524.0,8741130.0
Panama,46,9977,,287.0,,6194.0,3496.0,72.0,2317.0,67.0,52641.0,12223.0,4306796.0
Argentina,47,9283,,403.0,,2933.0,5947.0,154.0,206.0,9.0,112370.0,2489.0,45148586.0
Czechia,48,8721,,304.0,,5830.0,2587.0,36.0,815.0,28.0,372341.0,34776.0,10706798.0
Afghanistan,49,8676,531.0,193.0,6.0,938.0,7545.0,19.0,223.0,5.0,26707.0,688.0,38822151.0
Norway,50,8281,,234.0,,32.0,8015.0,17.0,1529.0,43.0,223045.0,41179.0,5416449.0
Bahrain,51,7888,,12.0,,3568.0,4308.0,9.0,4656.0,7.0,255633.0,150906.0,1693992.0
Algeria,52,7542,,568.0,,3968.0,3006.0,22.0,172.0,13.0,,,43757106.0
Kazakhstan,53,7234,265.0,35.0,,3734.0,3465.0,31.0,386.0,2.0,591502.0,31545.0,18750814.0
Morocco,54,7185,52.0,196.0,2.0,4212.0,2777.0,1.0,195.0,5.0,111890.0,3036.0,36860148.0
Australia,55,7081,2.0,100.0,,6472.0,509.0,9.0,278.0,4.0,1137684.0,44675.0,25465832.0
Malaysia,56,7059,50.0,114.0,,5796.0,1149.0,10.0,218.0,4.0,471318.0,14584.0,32317999.0
Nigeria,57,6677,,200.0,,1840.0,4637.0,7.0,32.0,1.0,38231.0,186.0,205514164.0
Moldova,58,6553,,228.0,,2953.0,3372.0,251.0,1624.0,57.0,40565.0,10053.0,4034973.0
Finland,59,6493,50.0,306.0,2.0,4800.0,1387.0,22.0,1172.0,55.0,160177.0,28914.0,5539776.0
Oman,60,6370,327.0,30.0,,1821.0,4519.0,31.0,1251.0,6.0,72000.0,14143.0,5090680.0
Ghana,61,6269,,31.0,,1898.0,4340.0,8.0,202.0,1.0,184343.0,5948.0,30994975.0
Armenia,62,5606,335.0,70.0,3.0,2581.0,2955.0,10.0,1892.0,24.0,45822.0,15467.0,2962634.0
Bolivia,63,4919,438.0,199.0,10.0,553.0,4167.0,3.0,422.0,17.0,14803.0,1270.0,11654518.0
Luxembourg,64,3971,,109.0,,3728.0,134.0,6.0,6356.0,174.0,64018.0,102465.0,624780.0
Cameroon,65,3733,,146.0,,1595.0,1992.0,28.0,141.0,6.0,,,26464935.0
Iraq,66,3724,,134.0,,2438.0,1152.0,,93.0,3.0,149701.0,3732.0,40113204.0
Hungary,67,3641,43.0,473.0,3.0,1509.0,1659.0,27.0,377.0,49.0,147511.0,15266.0,9662990.0
Azerbaijan,68,3631,,43.0,,2253.0,1335.0,46.0,358.0,4.0,245609.0,24249.0,10128787.0
Sudan,69,3138,410.0,121.0,10.0,309.0,2708.0,,72.0,3.0,281.0,6.0,43724769.0
Honduras,70,3100,145.0,151.0,4.0,355.0,2594.0,13.0,314.0,15.0,11315.0,1145.0,9886106.0
Thailand,71,3037,3.0,56.0,,2897.0,84.0,61.0,44.0,0.8,328073.0,4701.0,69780672.0
Uzbekistan,72,2950,11.0,13.0,,2372.0,565.0,5.0,88.0,0.4,460000.0,13767.0,33412612.0
Guinea,73,2863,,18.0,,1525.0,1320.0,18.0,219.0,1.0,10304.0,787.0,13088713.0
Greece,74,2850,,166.0,,1374.0,1310.0,22.0,273.0,16.0,139445.0,13372.0,10428469.0
Senegal,75,2714,,30.0,,1186.0,1498.0,6.0,163.0,2.0,24599.0,1474.0,16689519.0
Bosnia and Herzegovina,76,2338,,136.0,,1557.0,645.0,4.0,712.0,41.0,55624.0,16943.0,3282976.0
Bulgaria,77,2331,39.0,120.0,4.0,727.0,1484.0,31.0,335.0,17.0,70755.0,10175.0,6953938.0
Guatemala,78,2265,132.0,45.0,2.0,159.0,2061.0,5.0,127.0,3.0,20820.0,1165.0,17876171.0
Croatia,79,2234,,96.0,,1978.0,160.0,8.0,544.0,23.0,57021.0,13881.0,4107943.0
Ivory Coast,80,2231,,29.0,,1083.0,1119.0,,85.0,1.0,19174.0,729.0,26298323.0
Tajikistan,81,2140,,41.0,,470.0,1629.0,,225.0,4.0,,,9511704.0
Cuba,82,1900,,79.0,,1573.0,248.0,8.0,168.0,7.0,87288.0,7706.0,11327367.0
North Macedonia,83,1858,,110.0,,1367.0,381.0,21.0,892.0,53.0,22767.0,10928.0,2083383.0
DRC,84,1835,104.0,61.0,,303.0,1471.0,,21.0,0.7,,,89219290.0
Djibouti,85,1828,,9.0,,1052.0,767.0,,1853.0,9.0,20056.0,20334.0,986323.0
Iceland,86,1803,,10.0,,1789.0,4.0,,5287.0,29.0,57628.0,169000.0,340994.0
Estonia,87,1800,6.0,64.0,,963.0,773.0,2.0,1357.0,48.0,73731.0,55586.0,1326438.0
El Salvador,88,1640,69.0,32.0,1.0,540.0,1068.0,26.0,253.0,5.0,65226.0,10062.0,6482554.0
Lithuania,89,1593,16.0,61.0,1.0,1049.0,483.0,17.0,584.0,22.0,253004.0,92806.0,2726154.0
Somalia,90,1573,,61.0,,188.0,1324.0,2.0,99.0,4.0,,,15838153.0
Gabon,91,1567,,12.0,,365.0,1190.0,9.0,706.0,5.0,7966.0,3589.0,2219341.0
New Zealand,92,1503,,21.0,,1452.0,30.0,1.0,312.0,4.0,244838.0,50819.0,4817799.0
Slovakia,93,1502,6.0,28.0,,1245.0,229.0,3.0,275.0,5.0,151778.0,27801.0,5459353.0
Mayotte,94,1475,,19.0,,894.0,562.0,11.0,5423.0,70.0,5200.0,19117.0,272012.0
Slovenia,95,1468,,106.0,1.0,1340.0,22.0,3.0,706.0,51.0,74228.0,35705.0,2078907.0
Kyrgyzstan,96,1313,43.0,14.0,,923.0,376.0,5.0,202.0,2.0,94441.0,14504.0,6511518.0
Maldives,97,1186,,4.0,,91.0,1091.0,9.0,2199.0,7.0,11775.0,21829.0,539417.0
Guinea-Bissau,98,1089,,6.0,,42.0,1041.0,,555.0,3.0,1500.0,764.0,1962338.0
Hong Kong,99,1056,,4.0,,1026.0,26.0,1.0,141.0,0.5,168291.0,22468.0,7490095.0
Tunisia,100,1045,,47.0,,862.0,136.0,3.0,89.0,4.0,43723.0,3704.0,11804462.0
Kenya,101,1029,,50.0,,366.0,613.0,1.0,19.0,0.9,49405.0,921.0,53628156.0
Sri Lanka,102,1028,,9.0,,604.0,415.0,1.0,48.0,0.4,47521.0,2220.0,21403273.0
Latvia,103,1025,9.0,22.0,1.0,694.0,309.0,2.0,543.0,12.0,94621.0,50108.0,1888351.0
Albania,104,969,5.0,31.0,,771.0,167.0,3.0,337.0,11.0,12759.0,4433.0,2878137.0
Lebanon,105,961,,26.0,,251.0,684.0,4.0,141.0,4.0,65363.0,9572.0,6828703.0
Mali,106,931,,55.0,,543.0,333.0,,46.0,3.0,3483.0,173.0,20178087.0
Cyprus,107,922,,17.0,,516.0,389.0,10.0,764.0,14.0,90718.0,75199.0,1206368.0
Niger,108,920,,58.0,,738.0,124.0,,38.0,2.0,5909.0,245.0,24093552.0
Costa Rica,109,897,,10.0,,582.0,305.0,5.0,176.0,2.0,21299.0,4185.0,5088826.0
Equatorial Guinea,110,890,,7.0,,22.0,861.0,,637.0,5.0,854.0,611.0,1397127.0
Paraguay,111,833,,11.0,,242.0,580.0,,117.0,2.0,21542.0,3025.0,7122422.0
Zambia,112,832,,7.0,,197.0,628.0,1.0,45.0,0.4,19014.0,1038.0,18319980.0
Venezuela,113,824,,10.0,,262.0,552.0,1.0,29.0,0.4,616562.0,21676.0,28444595.0
Burkina Faso,114,809,,52.0,,661.0,96.0,,39.0,2.0,,,20832244.0
Andorra,115,762,,51.0,,639.0,72.0,3.0,9864.0,660.0,3750.0,48543.0,77251.0
Uruguay,116,746,,20.0,,588.0,138.0,4.0,215.0,6.0,35630.0,10261.0,3472397.0
Georgia,117,721,8.0,12.0,,485.0,224.0,6.0,181.0,3.0,40711.0,10203.0,3989993.0
Diamond Princess,118,712,,13.0,,651.0,48.0,4.0,,,,,
Jordan,119,672,,9.0,,446.0,217.0,5.0,66.0,0.9,152615.0,14975.0,10191568.0
San Marino,120,656,,41.0,,220.0,395.0,1.0,19338.0,1209.0,3700.0,109071.0,33923.0
Haiti,121,596,,22.0,,21.0,553.0,,52.0,2.0,2270.0,199.0,11386485.0
Malta,122,584,,6.0,,465.0,113.0,1.0,1323.0,14.0,54866.0,124296.0,441413.0
Sierra Leone,123,570,,34.0,,205.0,331.0,,72.0,4.0,,,7957533.0
Chad,124,565,,57.0,,177.0,331.0,,35.0,3.0,,,16367109.0
Channel Islands,125,558,,45.0,,492.0,21.0,,3213.0,259.0,5342.0,30758.0,173681.0
Jamaica,126,529,9.0,9.0,,171.0,349.0,,179.0,3.0,9021.0,3048.0,2959730.0
Tanzania,127,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59522334.0
Réunion,128,447,,1.0,,411.0,35.0,2.0,500.0,1.0,17200.0,19227.0,894592.0
Nepal,129,444,17.0,2.0,,45.0,397.0,1.0,15.0,0.07,110583.0,3803.0,29074659.0
Taiwan,130,441,1.0,7.0,,407.0,27.0,,19.0,0.3,70100.0,2944.0,23812039.0
Congo,131,420,,15.0,,132.0,273.0,,76.0,3.0,,,5501474.0
CAR,132,418,,,,18.0,400.0,,87.0,,10837.0,2248.0,4819836.0
Ethiopia,133,398,9.0,5.0,,123.0,270.0,,3.0,0.04,69507.0,606.0,114615025.0
Palestine,134,398,,2.0,,346.0,50.0,,78.0,0.4,44876.0,8822.0,5087001.0
Madagascar,135,371,,2.0,,131.0,238.0,,13.0,0.07,5670.0,205.0,27603501.0
Cabo Verde,136,349,,3.0,,85.0,261.0,,628.0,5.0,892.0,1606.0,555294.0
Togo,137,340,,12.0,,110.0,218.0,,41.0,1.0,14196.0,1720.0,8255121.0
Isle of Man,138,336,,24.0,,302.0,10.0,4.0,3954.0,282.0,4262.0,50151.0,84983.0
Mauritius,139,332,,10.0,,322.0,0.0,,261.0,8.0,95666.0,75237.0,1271536.0
Montenegro,140,324,,9.0,,314.0,1.0,2.0,516.0,14.0,10167.0,16188.0,628057.0
Vietnam,141,324,,,,264.0,60.0,2.0,3.0,,275000.0,2828.0,97239013.0
Rwanda,142,314,,,,216.0,98.0,,24.0,,53317.0,4129.0,12912915.0
South Sudan,143,290,,4.0,,4.0,282.0,,26.0,0.4,3356.0,300.0,11178612.0
Uganda,144,264,,,,65.0,199.0,,6.0,,77456.0,1700.0,45558511.0
Nicaragua,145,254,,17.0,,199.0,38.0,,38.0,3.0,,,6615470.0
Sao Tome and Principe,146,251,,8.0,,4.0,239.0,,1148.0,37.0,175.0,800.0,218675.0
Liberia,147,238,,23.0,,128.0,87.0,,47.0,5.0,,,5043216.0
French Guiana,148,237,,1.0,,136.0,100.0,,796.0,3.0,,,297729.0
Eswatini,149,217,,2.0,,97.0,118.0,,187.0,2.0,4160.0,3590.0,1158790.0
Myanmar,150,199,,6.0,,108.0,85.0,,4.0,0.1,15838.0,291.0,54368782.0
Martinique,151,192,,14.0,,91.0,87.0,,512.0,37.0,,,375297.0
Faeroe Islands,152,187,,,,187.0,0.0,,3829.0,,8986.0,183981.0,48842.0
Yemen,153,184,,30.0,,5.0,149.0,,6.0,1.0,120.0,4.0,29746579.0
Mozambique,154,156,,,,48.0,108.0,,5.0,,6769.0,217.0,31146622.0
Guadeloupe,155,155,,13.0,,109.0,33.0,3.0,387.0,32.0,2866.0,7163.0,400117.0
Gibraltar,156,149,,,,145.0,4.0,,4422.0,,5615.0,166657.0,33692.0
Mauritania,157,141,,4.0,,7.0,130.0,,30.0,0.9,2583.0,557.0,4634593.0
Brunei ,158,141,,1.0,,136.0,4.0,2.0,323.0,2.0,18010.0,41213.0,437001.0
Mongolia,159,140,,,,26.0,114.0,27.0,43.0,,11750.0,3591.0,3272084.0
Benin,160,130,,2.0,,57.0,71.0,,11.0,0.2,26431.0,2187.0,12084074.0
Guyana,161,125,,10.0,,47.0,68.0,3.0,159.0,13.0,1295.0,1647.0,786129.0
Bermuda,162,125,,9.0,,80.0,36.0,2.0,2006.0,144.0,5719.0,91793.0,62303.0
Cambodia,163,122,,,,122.0,0.0,,7.0,,15572.0,933.0,16692053.0
Trinidad and Tobago,164,116,,8.0,,107.0,1.0,,83.0,6.0,2785.0,1991.0,1398987.0
Cayman Islands,165,111,,1.0,,55.0,55.0,,1691.0,15.0,7576.0,115430.0,65633.0
Aruba,166,101,,3.0,,95.0,3.0,4.0,946.0,28.0,2048.0,19191.0,106716.0
Bahamas,167,97,,11.0,,43.0,43.0,1.0,247.0,28.0,1826.0,4648.0,392816.0
Monaco,168,97,,4.0,,90.0,3.0,1.0,2474.0,102.0,,,39211.0
Barbados,169,90,,7.0,,70.0,13.0,4.0,313.0,24.0,4322.0,15042.0,287336.0
Liechtenstein,170,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23612.0,38116.0
Sint Maarten,171,77,,15.0,,54.0,8.0,7.0,1798.0,350.0,425.0,9925.0,42820.0
Malawi,172,71,,3.0,,27.0,41.0,1.0,4.0,0.2,1803.0,95.0,19069143.0
Libya,173,69,,3.0,,35.0,31.0,,10.0,0.4,3633.0,530.0,6860437.0
French Polynesia,174,60,,,,60.0,0.0,,214.0,,3686.0,13130.0,280726.0
Angola,175,58,6.0,3.0,,17.0,38.0,,2.0,0.09,6136.0,187.0,32737396.0
Syria,176,58,,3.0,,36.0,19.0,,3.0,0.2,,,17448736.0
Zimbabwe,177,48,,4.0,,18.0,26.0,,3.0,0.3,28019.0,1888.0,14837674.0
Macao,178,45,,,,45.0,0.0,,69.0,,,,648306.0
Burundi,179,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11846415.0
Saint Martin,180,40,,3.0,,33.0,4.0,1.0,1037.0,78.0,,,38588.0
Eritrea,181,39,,,,39.0,0.0,,11.0,,,,3540712.0
Comoros,182,34,,1.0,,8.0,25.0,,39.0,1.0,,,867370.0
Botswana,183,29,4.0,1.0,,17.0,11.0,,12.0,0.4,14855.0,6332.0,2345938.0
Antigua and Barbuda,184,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1870.0,97837.0
Gambia,185,24,,1.0,,13.0,10.0,,10.0,0.4,1476.0,613.0,2408228.0
Timor-Leste,186,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315452.0
Grenada,187,22,,,,17.0,5.0,4.0,196.0,,3007.0,26737.0,112465.0
Bhutan,188,21,,,,6.0,15.0,,27.0,,14527.0,18851.0,770633.0
Laos,189,19,,,,14.0,5.0,,3.0,,4812.0,663.0,7263242.0
Belize,190,18,,2.0,,16.0,0.0,,45.0,5.0,1363.0,3435.0,396771.0
Fiji,191,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895713.0
New Caledonia,192,18,,,,18.0,0.0,,63.0,,5454.0,19124.0,285185.0
Saint Lucia,193,18,,,,18.0,0.0,,98.0,,786.0,4283.0,183534.0
St. Vincent Grenadines,194,18,,,,14.0,4.0,,162.0,,175.0,1578.0,110901.0
Curaçao,195,16,,1.0,,14.0,1.0,,98.0,6.0,485.0,2957.0,164018.0
Dominica,196,16,,,,16.0,0.0,,222.0,,433.0,6017.0,71966.0
Namibia,197,16,,,,14.0,2.0,,6.0,,2586.0,1020.0,2535445.0
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,391.0,7356.0,53157.0
Falkland Islands,199,13,,,,13.0,0.0,,3750.0,,426.0,122873.0,3467.0
Turks and Caicos,200,12,,1.0,,10.0,1.0,,310.0,26.0,109.0,2820.0,38656.0
Vatican City,201,12,,,,2.0,10.0,,14981.0,,,,801.0
Montserrat,202,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992.0
Suriname,203,11,,1.0,,9.0,1.0,,19.0,2.0,404.0,689.0,586035.0
Greenland,204,11,,,,11.0,0.0,,194.0,,1767.0,31132.0,56759.0
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98279.0
MS Zaandam,206,9,,2.0,,,7.0,,,,,,
British Virgin Islands,207,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5528.0,30208.0
Papua New Guinea,208,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8926835.0
Caribbean Netherlands,209,6,,,,6.0,0.0,,229.0,,357.0,13629.0,26195.0
St. Barth,210,6,,,,6.0,0.0,,608.0,,,,9874.0
Western Sahara,211,6,,,,6.0,0.0,,10.0,,,,595543.0
Anguilla,212,3,,,,3.0,0.0,,200.0,,,,14988.0
Lesotho,213,1,,,,,1.0,,0.5,,,,2140328.0
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797.0
China,215,82967,2.0,4634.0,,78249.0,84.0,8.0,58.0,3.0,,,1439323776.0
