"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Finland,63,6628,29.0,308.0,,5100.0,1220.0,18.0,1196.0,56.0,171575.0,30971.0,5539893
Cameroon,64,5044,154.0,171.0,6.0,1917.0,2956.0,28.0,191.0,6.0,,,26473989
Iraq,65,4632,,163.0,,2811.0,1658.0,,115.0,4.0,194444.0,4846.0,40125564
Azerbaijan,66,4271,,51.0,,2741.0,1479.0,42.0,422.0,5.0,273411.0,26990.0,10130034
Honduras,67,4189,239.0,182.0,2.0,473.0,3534.0,13.0,424.0,18.0,14790.0,1496.0,9888260
Luxembourg,68,3993,,110.0,,3781.0,102.0,4.0,6390.0,176.0,68107.0,108985.0,624919
Sudan,69,3976,156.0,170.0,5.0,503.0,3303.0,,91.0,4.0,401.0,9.0,43738792
Hungary,70,3771,15.0,499.0,8.0,1836.0,1436.0,27.0,390.0,52.0,166263.0,17207.0,9662656
Guatemala,71,3760,336.0,59.0,1.0,274.0,3427.0,5.0,210.0,3.0,31427.0,1758.0,17880705
Guinea,72,3275,,20.0,,1673.0,1582.0,24.0,250.0,2.0,14407.0,1100.0,13093597
Uzbekistan,73,3261,72.0,13.0,,2607.0,641.0,3.0,98.0,0.4,460000.0,13765.0,33419241
Senegal,74,3161,31.0,36.0,1.0,1565.0,1560.0,18.0,189.0,2.0,35016.0,2097.0,16695568
Tajikistan,75,3100,,46.0,,1395.0,1659.0,,326.0,5.0,,,9514637
Thailand,76,3045,3.0,57.0,,2929.0,59.0,57.0,44.0,0.8,375453.0,5380.0,69783058
Greece,77,2882,,172.0,,1374.0,1336.0,18.0,276.0,16.0,155037.0,14868.0,10427777
Djibouti,78,2468,,14.0,,1079.0,1375.0,,2502.0,14.0,23140.0,23456.0,986520
Bulgaria,79,2443,10.0,130.0,,880.0,1433.0,20.0,351.0,19.0,74834.0,10762.0,6953227
Ivory Coast,80,2423,,30.0,,1257.0,1136.0,,92.0,1.0,24317.0,924.0,26307273
Bosnia and Herzegovina,81,2406,,146.0,,1696.0,564.0,4.0,733.0,44.0,59934.0,18258.0,3282698
DRC,82,2403,106.0,68.0,1.0,340.0,1995.0,,27.0,0.8,,,89256655
Croatia,83,2244,,100.0,,2035.0,109.0,6.0,546.0,24.0,62422.0,15197.0,4107599
Gabon,84,2135,,14.0,,562.0,1559.0,10.0,962.0,6.0,9908.0,4463.0,2220060
El Salvador,85,2042,59.0,36.0,1.0,787.0,1219.0,25.0,315.0,6.0,77482.0,11952.0,6483000
North Macedonia,86,1999,,113.0,,1439.0,447.0,21.0,959.0,54.0,25528.0,12253.0,2083382
Cuba,87,1947,,82.0,,1704.0,161.0,3.0,172.0,7.0,94060.0,8304.0,11327273
Estonia,88,1834,10.0,65.0,,1552.0,217.0,1.0,1383.0,49.0,78085.0,58868.0,1326450
Iceland,89,1804,,10.0,,1791.0,3.0,,5290.0,29.0,58856.0,172586.0,341024
Somalia,90,1689,,66.0,,235.0,1388.0,2.0,107.0,4.0,,,15844234
Lithuania,91,1639,4.0,65.0,2.0,1165.0,409.0,17.0,601.0,24.0,275058.0,100915.0,2725640
Mayotte,92,1609,,20.0,,894.0,695.0,11.0,5913.0,74.0,5200.0,19110.0,272102
Slovakia,93,1513,2.0,28.0,,1322.0,163.0,1.0,277.0,5.0,160523.0,29403.0,5459389
New Zealand,94,1504,,21.0,,1461.0,22.0,1.0,312.0,4.0,263156.0,54616.0,4818333
Slovenia,95,1469,,107.0,,1346.0,16.0,3.0,707.0,51.0,76384.0,36742.0,2078911
Kyrgyzstan,96,1468,35.0,16.0,,1015.0,437.0,5.0,225.0,2.0,100488.0,15429.0,6512990
Maldives,97,1395,,4.0,,155.0,1236.0,9.0,2586.0,7.0,11775.0,21824.0,539547
Kenya,98,1286,,52.0,,402.0,832.0,1.0,24.0,1.0,61971.0,1155.0,53644375
Sri Lanka,99,1182,,10.0,,712.0,460.0,1.0,55.0,0.5,56181.0,2625.0,21404496
Guinea-Bissau,100,1178,,7.0,,42.0,1129.0,,600.0,4.0,1500.0,764.0,1962975
Venezuela,101,1177,,10.0,,302.0,865.0,2.0,41.0,0.4,832526.0,29269.0,28443500
Lebanon,102,1119,,26.0,,688.0,405.0,4.0,164.0,4.0,74994.0,10983.0,6828287
Hong Kong,103,1066,,4.0,,1033.0,29.0,1.0,142.0,0.5,202930.0,27090.0,7490925
Haiti,104,1063,105.0,31.0,4.0,22.0,1010.0,,93.0,3.0,3115.0,274.0,11388384
Mali,105,1059,,67.0,,604.0,388.0,,52.0,3.0,3483.0,173.0,20186088
Latvia,106,1053,4.0,22.0,,741.0,290.0,2.0,558.0,12.0,101598.0,53811.0,1888068
Tunisia,107,1051,,48.0,,919.0,84.0,3.0,89.0,4.0,48476.0,4106.0,11806151
Equatorial Guinea,108,1043,,12.0,,165.0,866.0,,746.0,9.0,854.0,611.0,1397760
Albania,109,1029,25.0,33.0,1.0,803.0,193.0,3.0,358.0,11.0,13506.0,4693.0,2878095
Niger,110,951,,62.0,,786.0,103.0,,39.0,3.0,5989.0,248.0,24105596
Costa Rica,111,951,,10.0,,628.0,313.0,2.0,187.0,2.0,23580.0,4633.0,5089461
Cyprus,112,937,,17.0,,594.0,326.0,10.0,777.0,14.0,103814.0,86046.0,1206488
Zambia,113,920,,7.0,,336.0,577.0,1.0,50.0,0.4,20011.0,1092.0,18327041
Paraguay,114,865,,11.0,,344.0,510.0,,121.0,2.0,25216.0,3540.0,7123619
Burkina Faso,115,832,,52.0,,672.0,108.0,,40.0,2.0,,,20840103
South Sudan,116,806,,8.0,,6.0,792.0,,72.0,0.7,3356.0,300.0,11180404
Uruguay,117,787,,22.0,,629.0,136.0,5.0,227.0,6.0,38695.0,11143.0,3472561
Andorra,118,763,,51.0,,663.0,49.0,3.0,9877.0,660.0,3750.0,48542.0,77253
Sierra Leone,119,735,,42.0,,293.0,400.0,,92.0,5.0,,,7959753
Georgia,120,732,1.0,12.0,,537.0,183.0,6.0,183.0,3.0,50208.0,12584.0,3989889
Diamond Princess,121,712,,13.0,,651.0,48.0,4.0,,,,,0
Jordan,122,711,,9.0,,479.0,223.0,5.0,70.0,0.9,165109.0,16198.0,10192951
Chad,123,687,,61.0,,244.0,382.0,,42.0,4.0,,,16373575
Nepal,124,682,,4.0,,112.0,566.0,,23.0,0.1,146834.0,5049.0,29081827
San Marino,125,666,,42.0,,275.0,349.0,,19632.0,1238.0,4079.0,120239.0,33924
Ethiopia,126,655,,5.0,,159.0,491.0,,6.0,0.04,83854.0,731.0,114654045
CAR,127,652,,1.0,,22.0,629.0,,135.0,0.2,11570.0,2400.0,4820985
Malta,128,611,,6.0,,485.0,120.0,1.0,1384.0,14.0,61615.0,139581.0,441429
Channel Islands,129,559,,45.0,,517.0,-3.0,,3218.0,259.0,10255.0,59038.0,173702
Jamaica,130,556,4.0,9.0,,238.0,309.0,1.0,188.0,3.0,10570.0,3571.0,2959906
Madagascar,131,542,,2.0,,147.0,393.0,6.0,20.0,0.07,5670.0,205.0,27613258
Tanzania,132,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59545671
Congo,133,487,,16.0,,147.0,324.0,,88.0,3.0,,,5503335
Réunion,134,456,,1.0,,411.0,44.0,1.0,510.0,1.0,17200.0,19225.0,894679
Taiwan,135,441,,7.0,,416.0,18.0,,19.0,0.3,71101.0,2986.0,23812627
Palestine,136,423,,3.0,,357.0,63.0,,83.0,0.6,44876.0,8819.0,5088625
Cabo Verde,137,390,,3.0,,155.0,232.0,,702.0,5.0,1307.0,2353.0,555377
Togo,138,386,,13.0,,161.0,212.0,,47.0,2.0,17049.0,2065.0,8257779
French Guiana,139,353,,1.0,,146.0,206.0,,1185.0,3.0,,,297835
Isle of Man,140,336,,24.0,,305.0,7.0,2.0,3953.0,282.0,4569.0,53760.0,84989
Rwanda,141,336,,,,238.0,98.0,,26.0,,59369.0,4596.0,12917314
Mauritius,142,334,,10.0,,322.0,2.0,,263.0,8.0,104639.0,82292.0,1271565
Vietnam,143,326,,,,272.0,54.0,2.0,3.0,,275000.0,2828.0,97250965
Montenegro,144,324,,9.0,,315.0,0.0,,516.0,14.0,10167.0,16188.0,628058
Sao Tome and Principe,145,299,,11.0,,4.0,284.0,,1367.0,50.0,175.0,800.0,218731
Nicaragua,146,279,,17.0,,199.0,63.0,,42.0,3.0,,,6616547
Liberia,147,265,,26.0,,141.0,98.0,,53.0,5.0,,,5044844
Mauritania,148,262,,9.0,,15.0,238.0,,57.0,2.0,2583.0,557.0,4636268
Eswatini,149,256,,2.0,,158.0,96.0,,221.0,2.0,4994.0,4309.0,1158954
Yemen,150,233,,44.0,,10.0,179.0,,8.0,1.0,120.0,4.0,29755574
Uganda,151,222,,,,69.0,153.0,,5.0,,86714.0,1903.0,45578341
Mozambique,152,209,,1.0,,71.0,137.0,,7.0,0.03,8796.0,282.0,31158631
Myanmar,153,203,,6.0,,123.0,74.0,,4.0,0.1,20322.0,374.0,54373757
Martinique,154,197,,14.0,,91.0,92.0,,525.0,37.0,,,375293
Benin,155,191,,3.0,,84.0,104.0,,16.0,0.2,28015.0,2318.0,12088427
Faeroe Islands,156,187,,,,187.0,0.0,,3828.0,,9178.0,187901.0,48845
Guadeloupe,157,161,,14.0,,115.0,32.0,3.0,402.0,35.0,3573.0,8930.0,400117
Gibraltar,158,154,,,,147.0,7.0,,4571.0,,6556.0,194586.0,33692
Brunei ,159,141,,1.0,,137.0,3.0,2.0,323.0,2.0,18589.0,42532.0,437059
Mongolia,160,141,,,,37.0,104.0,25.0,43.0,,12460.0,3807.0,3272806
Guyana,161,137,,11.0,,62.0,64.0,2.0,174.0,14.0,1489.0,1894.0,786181
Cayman Islands,162,134,,1.0,,61.0,72.0,,2041.0,15.0,9401.0,143212.0,65644
Bermuda,163,133,,9.0,,89.0,35.0,2.0,2135.0,144.0,6603.0,105989.0,62299
Cambodia,164,124,,,,122.0,2.0,1.0,7.0,,18392.0,1102.0,16695214
Syria,165,121,15.0,4.0,,41.0,76.0,,7.0,0.2,,,17454561
Trinidad and Tobago,166,116,,8.0,,108.0,0.0,,83.0,6.0,2933.0,2096.0,1399048
Malawi,167,101,,4.0,,37.0,60.0,1.0,5.0,0.2,2411.0,126.0,19075919
Aruba,168,101,,3.0,,95.0,3.0,3.0,946.0,28.0,2070.0,19396.0,106722
Bahamas,169,100,,11.0,,46.0,43.0,1.0,255.0,28.0,1972.0,5020.0,392867
Monaco,170,98,,4.0,,90.0,4.0,2.0,2499.0,102.0,,,39214
Barbados,171,92,,7.0,,71.0,14.0,1.0,320.0,24.0,4788.0,16663.0,287341
Comoros,172,87,,1.0,,21.0,65.0,,100.0,1.0,,,867624
Liechtenstein,173,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23612.0,38117
Sint Maarten,174,77,,15.0,,59.0,3.0,1.0,1798.0,350.0,438.0,10227.0,42827
Libya,175,75,,3.0,,40.0,32.0,,11.0,0.4,5154.0,751.0,6861713
Angola,176,70,,4.0,,18.0,48.0,,2.0,0.1,10000.0,305.0,32751429
French Polynesia,177,60,,,,60.0,0.0,,214.0,,3964.0,14119.0,280748
Zimbabwe,178,56,,4.0,,25.0,27.0,,4.0,0.3,37039.0,2496.0,14840631
Macao,179,45,,,,45.0,0.0,,69.0,,,,648427
Burundi,180,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11851274
Saint Martin,181,40,,3.0,,33.0,4.0,1.0,1036.0,78.0,553.0,14328.0,38597
Eritrea,182,39,,,,39.0,0.0,,11.0,,,,3541383
Botswana,183,35,,1.0,,20.0,14.0,,15.0,0.4,17631.0,7513.0,2346588
Bhutan,184,27,,,,6.0,21.0,,35.0,,15607.0,20249.0,770749
Antigua and Barbuda,185,25,,3.0,,19.0,3.0,1.0,255.0,31.0,183.0,1870.0,97848
Gambia,186,25,,1.0,,17.0,7.0,,10.0,0.4,1476.0,613.0,2409159
Timor-Leste,187,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315796
Grenada,188,23,,,,18.0,5.0,4.0,204.0,,3007.0,26736.0,112472
Namibia,189,21,,,,14.0,7.0,,8.0,,3117.0,1229.0,2536074
Laos,190,19,,,,14.0,5.0,,3.0,,5855.0,806.0,7264685
Belize,191,18,,2.0,,16.0,0.0,,45.0,5.0,1485.0,3742.0,396870
Curaçao,192,18,,1.0,,14.0,3.0,,110.0,6.0,572.0,3487.0,164028
Fiji,193,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895801
New Caledonia,194,18,,,,18.0,0.0,,63.0,,5454.0,19122.0,285223
Saint Lucia,195,18,,,,18.0,0.0,,98.0,,898.0,4893.0,183545
St. Vincent Grenadines,196,18,,,,14.0,4.0,,162.0,,216.0,1948.0,110906
Dominica,197,16,,,,16.0,0.0,,222.0,,433.0,6016.0,71969
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,394.0,7411.0,53162
Falkland Islands,199,13,,,,13.0,0.0,,3747.0,,445.0,128279.0,3469
Turks and Caicos,200,12,,1.0,,10.0,1.0,,310.0,26.0,126.0,3259.0,38663
Greenland,201,12,,,,11.0,1.0,,211.0,,1885.0,33209.0,56761
Vatican City,202,12,,,,2.0,10.0,,14981.0,,,,801
Montserrat,203,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992
Suriname,204,11,,1.0,,9.0,1.0,,19.0,2.0,488.0,833.0,586106
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98287
MS Zaandam,206,9,,2.0,,,7.0,,,,,,0
Western Sahara,207,9,,,,6.0,3.0,,15.0,,,,595744
British Virgin Islands,208,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5528.0,30211
Papua New Guinea,209,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8929153
Caribbean Netherlands,210,6,,,,6.0,0.0,,229.0,,424.0,16184.0,26199
St. Barth,211,6,,,,6.0,0.0,,608.0,,137.0,13875.0,9874
Anguilla,212,3,,,,3.0,0.0,,200.0,,30.0,2001.0,14990
Lesotho,213,2,,,,,2.0,,0.9,,283.0,132.0,2140560
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797
China,215,82992,7.0,4634.0,,78277.0,81.0,7.0,58.0,3.0,,,1439323776
