"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Romania,36,18283,213.0,1193.0,8.0,11630.0,5460.0,177.0,950.0,62.0,377191.0,19595.0,19249829
Egypt,37,17265,,764.0,,4807.0,11694.0,41.0,169.0,7.0,135000.0,1322.0,102125693
Israel,38,16720,3.0,280.0,1.0,14203.0,2237.0,43.0,1818.0,30.0,541322.0,58855.0,9197590
Japan,39,16550,,820.0,,13413.0,2317.0,168.0,131.0,6.0,271201.0,2144.0,126513796
Austria,40,16539,36.0,641.0,1.0,15138.0,760.0,31.0,1837.0,71.0,405341.0,45032.0,9001207
Dominican Republic,41,14801,,458.0,,8133.0,6210.0,113.0,1366.0,42.0,65355.0,6031.0,10836671
Philippines,42,14319,284.0,873.0,5.0,3323.0,10123.0,81.0,131.0,8.0,295593.0,2701.0,109427802
Argentina,43,12076,,452.0,,3732.0,7892.0,171.0,267.0,10.0,129418.0,2866.0,45153114
Denmark,44,11360,,562.0,,9900.0,898.0,21.0,1962.0,97.0,537742.0,92872.0,5790165
S. Korea,45,11206,16.0,267.0,1.0,10226.0,713.0,15.0,219.0,5.0,826437.0,16121.0,51264841
Afghanistan,46,11173,591.0,219.0,1.0,1097.0,9857.0,19.0,288.0,6.0,31718.0,817.0,38831756
Serbia,47,11159,,238.0,,5857.0,5064.0,12.0,1277.0,27.0,217856.0,24924.0,8740747
Panama,48,10926,,306.0,,6279.0,4341.0,72.0,2536.0,71.0,58240.0,13520.0,4307539
Bahrain,49,9138,,14.0,,4587.0,4537.0,8.0,5392.0,8.0,281204.0,165937.0,1694642
Czechia,50,8957,2.0,315.0,,6083.0,2559.0,24.0,837.0,29.0,403358.0,37672.0,10707014
Kazakhstan,51,8531,209.0,35.0,,4352.0,4144.0,31.0,455.0,2.0,671774.0,35822.0,18753268
Norway,52,8352,,235.0,,7727.0,390.0,12.0,1542.0,43.0,229769.0,42417.0,5416911
Algeria,53,8306,,600.0,,4784.0,2922.0,22.0,190.0,14.0,,,43765771
Nigeria,54,7839,,226.0,,2263.0,5350.0,7.0,38.0,1.0,44458.0,216.0,205570171
Oman,55,7770,,37.0,,1933.0,5800.0,31.0,1526.0,7.0,72000.0,14140.0,5092104
Morocco,56,7495,62.0,200.0,1.0,4737.0,2558.0,1.0,203.0,5.0,146598.0,3977.0,36864928
Malaysia,57,7417,172.0,115.0,,5979.0,1323.0,8.0,229.0,4.0,513370.0,15883.0,32322531
Australia,58,7118,4.0,102.0,,6531.0,485.0,5.0,279.0,4.0,1245062.0,48885.0,25469064
Armenia,59,7113,452.0,87.0,6.0,3145.0,3881.0,10.0,2401.0,29.0,51594.0,17415.0,2962695
Moldova,60,7093,,250.0,,3713.0,3130.0,286.0,1758.0,62.0,40565.0,10054.0,4034871
Ghana,61,6808,125.0,32.0,,2070.0,4706.0,16.0,220.0,1.0,197194.0,6361.0,31002078
Finland,62,6599,20.0,307.0,,4800.0,1492.0,19.0,1191.0,55.0,168698.0,30452.0,5539869
Bolivia,63,6263,348.0,250.0,10.0,629.0,5384.0,3.0,537.0,21.0,22294.0,1913.0,11656259
Cameroon,64,4890,,165.0,,1865.0,2860.0,28.0,185.0,6.0,,,26472178
Iraq,65,4469,,160.0,,2738.0,1571.0,,111.0,4.0,186885.0,4658.0,40123092
Azerbaijan,66,4122,,49.0,,2607.0,1466.0,42.0,407.0,5.0,270739.0,26727.0,10129784
Luxembourg,67,3992,,110.0,,3767.0,115.0,7.0,6388.0,176.0,67729.0,108385.0,624891
Honduras,68,3950,207.0,180.0,6.0,468.0,3302.0,13.0,399.0,18.0,14790.0,1496.0,9887829
Sudan,69,3820,192.0,165.0,19.0,458.0,3197.0,,87.0,4.0,401.0,9.0,43735987
Hungary,70,3756,15.0,491.0,5.0,1711.0,1554.0,28.0,389.0,51.0,164619.0,17037.0,9662723
Guatemala,71,3424,370.0,58.0,3.0,258.0,3108.0,5.0,192.0,3.0,31427.0,1758.0,17879798
Guinea,72,3275,,20.0,,1673.0,1582.0,24.0,250.0,2.0,14407.0,1100.0,13092620
Uzbekistan,73,3180,16.0,13.0,,2565.0,602.0,3.0,95.0,0.4,460000.0,13765.0,33417915
Senegal,74,3047,,35.0,,1456.0,1556.0,12.0,183.0,2.0,35016.0,2097.0,16694358
Thailand,75,3042,2.0,57.0,1.0,2928.0,57.0,61.0,44.0,0.8,375453.0,5380.0,69782581
Tajikistan,76,2929,,46.0,,1301.0,1582.0,,308.0,5.0,,,9514051
Greece,77,2878,,171.0,,1374.0,1333.0,19.0,276.0,16.0,153963.0,14765.0,10427916
Bulgaria,78,2433,6.0,130.0,,862.0,1441.0,20.0,350.0,19.0,74539.0,10720.0,6953369
Bosnia and Herzegovina,79,2401,,144.0,,1680.0,577.0,4.0,731.0,44.0,59532.0,18135.0,3282754
Ivory Coast,80,2376,,30.0,,1219.0,1127.0,,90.0,1.0,23444.0,891.0,26305483
Djibouti,81,2270,,10.0,,1064.0,1196.0,,2301.0,10.0,22097.0,22400.0,986480
Croatia,82,2244,,99.0,,2027.0,118.0,6.0,546.0,24.0,61482.0,14968.0,4107668
DRC,83,2141,,63.0,,317.0,1761.0,,24.0,0.7,,,89249182
North Macedonia,84,1999,21.0,113.0,,1439.0,447.0,21.0,959.0,54.0,25528.0,12253.0,2083382
El Salvador,85,1983,68.0,35.0,,698.0,1250.0,25.0,306.0,5.0,75146.0,11591.0,6482911
Cuba,86,1941,,82.0,,1689.0,170.0,3.0,171.0,7.0,94060.0,8304.0,11327291
Gabon,87,1934,,12.0,,459.0,1463.0,10.0,871.0,5.0,9908.0,4463.0,2219916
Estonia,88,1824,1.0,65.0,1.0,1538.0,221.0,1.0,1375.0,49.0,75779.0,57129.0,1326447
Iceland,89,1804,,10.0,,1791.0,3.0,,5290.0,29.0,58225.0,170739.0,341018
Lithuania,90,1635,12.0,63.0,,1138.0,434.0,17.0,600.0,23.0,269889.0,99015.0,2725743
Somalia,91,1594,,61.0,,204.0,1329.0,2.0,101.0,4.0,,,15843017
Mayotte,92,1587,,20.0,,894.0,673.0,11.0,5833.0,74.0,5200.0,19112.0,272084
Slovakia,93,1511,2.0,28.0,,1307.0,176.0,1.0,277.0,5.0,159059.0,29135.0,5459382
New Zealand,94,1504,,21.0,,1456.0,27.0,1.0,312.0,4.0,261315.0,54235.0,4818226
Slovenia,95,1468,,107.0,,1340.0,21.0,4.0,706.0,51.0,75110.0,36130.0,2078910
Kyrgyzstan,96,1433,30.0,16.0,2.0,992.0,425.0,5.0,220.0,2.0,100488.0,15430.0,6512696
Maldives,97,1371,,4.0,,144.0,1223.0,9.0,2541.0,7.0,11775.0,21825.0,539521
Kenya,98,1214,,51.0,,383.0,780.0,1.0,23.0,1.0,59260.0,1105.0,53641131
Sri Lanka,99,1148,7.0,9.0,,695.0,444.0,1.0,54.0,0.4,54834.0,2562.0,21404252
Venezuela,100,1121,,10.0,,262.0,849.0,2.0,39.0,0.4,804004.0,28266.0,28443719
Lebanon,101,1114,,26.0,,688.0,400.0,4.0,163.0,4.0,74224.0,10870.0,6828370
Guinea-Bissau,102,1114,,6.0,,42.0,1066.0,,568.0,3.0,1500.0,764.0,1962847
Hong Kong,103,1066,,4.0,,1030.0,32.0,1.0,142.0,0.5,202930.0,27091.0,7490759
Tunisia,104,1051,3.0,48.0,,917.0,86.0,3.0,89.0,4.0,47816.0,4050.0,11805813
Latvia,105,1049,2.0,22.0,,712.0,315.0,2.0,556.0,12.0,99770.0,52841.0,1888124
Mali,106,1030,,65.0,,597.0,368.0,,51.0,3.0,3483.0,173.0,20184488
Albania,107,1004,6.0,32.0,,795.0,177.0,4.0,349.0,11.0,13333.0,4633.0,2878103
Equatorial Guinea,108,960,,11.0,,165.0,784.0,,687.0,8.0,854.0,611.0,1397634
Haiti,109,958,93.0,27.0,1.0,22.0,909.0,,84.0,2.0,2718.0,239.0,11388004
Niger,110,945,,61.0,,783.0,101.0,,39.0,3.0,5989.0,248.0,24103187
Cyprus,111,935,,17.0,,594.0,324.0,10.0,775.0,14.0,99733.0,82666.0,1206464
Costa Rica,112,930,,10.0,,620.0,300.0,3.0,183.0,2.0,23378.0,4594.0,5089334
Zambia,113,920,,7.0,,336.0,577.0,1.0,50.0,0.4,20011.0,1092.0,18325629
Paraguay,114,862,,11.0,,307.0,544.0,,121.0,2.0,24812.0,3483.0,7123379
Burkina Faso,115,814,,52.0,,672.0,90.0,,39.0,2.0,,,20838531
Uruguay,116,769,,22.0,,618.0,129.0,5.0,221.0,6.0,38146.0,10985.0,3472528
Andorra,117,762,,51.0,,653.0,58.0,3.0,9864.0,660.0,3750.0,48542.0,77253
Georgia,118,731,1.0,12.0,,526.0,193.0,6.0,183.0,3.0,49093.0,12304.0,3989910
Diamond Princess,119,712,,13.0,,651.0,48.0,4.0,,,,,0
Jordan,120,708,,9.0,,471.0,228.0,5.0,69.0,0.9,163173.0,16009.0,10192674
Sierra Leone,121,707,,40.0,,241.0,426.0,,89.0,5.0,,,7959309
Chad,122,675,,60.0,,215.0,400.0,,41.0,4.0,,,16372282
Nepal,123,675,72.0,3.0,,87.0,585.0,,23.0,0.1,138913.0,4777.0,29080393
San Marino,124,665,,42.0,,266.0,357.0,1.0,19603.0,1238.0,3968.0,116967.0,33924
South Sudan,125,655,,8.0,,6.0,641.0,,59.0,0.7,3356.0,300.0,11180046
Malta,126,610,,6.0,,476.0,128.0,1.0,1382.0,14.0,60812.0,137763.0,441426
CAR,127,604,,1.0,,22.0,581.0,,125.0,0.2,11570.0,2400.0,4820755
Ethiopia,128,582,,5.0,,152.0,425.0,,5.0,0.04,81010.0,707.0,114646241
Channel Islands,129,558,,45.0,,517.0,-4.0,,3212.0,259.0,10255.0,59039.0,173698
Jamaica,130,552,2.0,9.0,,211.0,332.0,1.0,186.0,3.0,10230.0,3456.0,2959871
Madagascar,131,527,,2.0,,142.0,383.0,6.0,19.0,0.07,5670.0,205.0,27611307
Tanzania,132,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59541003
Congo,133,487,,16.0,,147.0,324.0,,88.0,3.0,,,5502963
Réunion,134,452,,1.0,,411.0,40.0,2.0,505.0,1.0,17200.0,19225.0,894662
Taiwan,135,441,,7.0,,415.0,19.0,,19.0,0.3,70880.0,2977.0,23812509
Palestine,136,423,,3.0,,357.0,63.0,,83.0,0.6,44876.0,8819.0,5088300
Togo,137,381,,12.0,,141.0,228.0,,46.0,1.0,16747.0,2028.0,8257247
Cabo Verde,138,380,,3.0,,155.0,222.0,,684.0,5.0,1307.0,2353.0,555360
Isle of Man,139,336,,24.0,,303.0,9.0,2.0,3953.0,282.0,4523.0,53219.0,84988
Mauritius,140,334,,10.0,,322.0,2.0,,263.0,8.0,102247.0,80411.0,1271559
French Guiana,141,328,,1.0,,145.0,182.0,,1101.0,3.0,,,297814
Rwanda,142,327,,,,237.0,90.0,,25.0,,58477.0,4527.0,12916434
Vietnam,143,325,,,,267.0,58.0,2.0,3.0,,275000.0,2828.0,97248575
Montenegro,144,324,,9.0,,315.0,0.0,,516.0,14.0,10167.0,16188.0,628058
Nicaragua,145,279,,17.0,,199.0,63.0,,42.0,3.0,,,6616331
Liberia,146,265,,26.0,,139.0,100.0,,53.0,5.0,,,5044519
Sao Tome and Principe,147,251,,8.0,,4.0,239.0,,1148.0,37.0,175.0,800.0,218720
Eswatini,148,250,,2.0,,156.0,92.0,,216.0,2.0,4994.0,4309.0,1158921
Mauritania,149,237,,6.0,,15.0,216.0,,51.0,1.0,2583.0,557.0,4635933
Yemen,150,222,,42.0,,10.0,170.0,,7.0,1.0,120.0,4.0,29753775
Uganda,151,212,14.0,,,68.0,144.0,,5.0,,86714.0,1903.0,45574375
Myanmar,152,201,,6.0,,122.0,73.0,,4.0,0.1,18644.0,343.0,54372762
Martinique,153,197,,14.0,,91.0,92.0,,525.0,37.0,,,375293
Mozambique,154,194,,,,51.0,143.0,,6.0,,8463.0,272.0,31156229
Benin,155,191,,3.0,,82.0,106.0,,16.0,0.2,27954.0,2313.0,12087557
Faeroe Islands,156,187,,,,187.0,0.0,,3829.0,,9178.0,187904.0,48844
Guadeloupe,157,161,,14.0,,115.0,32.0,3.0,402.0,35.0,3573.0,8930.0,400117
Gibraltar,158,154,,,,147.0,7.0,,4571.0,,6524.0,193636.0,33692
Brunei ,159,141,,1.0,,137.0,3.0,2.0,323.0,2.0,18411.0,42126.0,437047
Mongolia,160,141,,,,33.0,108.0,25.0,43.0,,12407.0,3791.0,3272661
Guyana,161,135,,10.0,,62.0,63.0,2.0,172.0,13.0,1457.0,1853.0,786170
Bermuda,162,133,,9.0,,81.0,43.0,2.0,2135.0,144.0,6362.0,102119.0,62300
Cayman Islands,163,129,,1.0,,61.0,67.0,,1965.0,15.0,8426.0,128363.0,65642
Cambodia,164,124,,,,122.0,2.0,1.0,7.0,,16642.0,997.0,16694582
Trinidad and Tobago,165,116,,8.0,,108.0,0.0,,83.0,6.0,2930.0,2094.0,1399036
Syria,166,106,20.0,4.0,,41.0,61.0,,6.0,0.2,,,17453396
Aruba,167,101,,3.0,,95.0,3.0,3.0,946.0,28.0,2070.0,19396.0,106721
Bahamas,168,100,,11.0,,46.0,43.0,1.0,255.0,28.0,1972.0,5020.0,392857
Monaco,169,98,,4.0,,90.0,4.0,2.0,2499.0,102.0,,,39214
Barbados,170,92,,7.0,,70.0,15.0,4.0,320.0,24.0,4664.0,16232.0,287340
Comoros,171,87,,1.0,,21.0,65.0,,100.0,1.0,,,867573
Malawi,172,83,,4.0,,33.0,46.0,1.0,4.0,0.2,2411.0,126.0,19074564
Liechtenstein,173,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23612.0,38117
Sint Maarten,174,77,,15.0,,59.0,3.0,1.0,1798.0,350.0,438.0,10228.0,42825
Libya,175,75,,3.0,,39.0,33.0,,11.0,0.4,4351.0,634.0,6861458
Angola,176,69,,4.0,,18.0,47.0,,2.0,0.1,10000.0,305.0,32748622
French Polynesia,177,60,,,,60.0,0.0,,214.0,,3873.0,13795.0,280744
Zimbabwe,178,56,,4.0,,25.0,27.0,,4.0,0.3,37039.0,2496.0,14840039
Macao,179,45,,,,45.0,0.0,,69.0,,,,648403
Burundi,180,42,,1.0,,20.0,21.0,,4.0,0.08,284.0,24.0,11850302
Saint Martin,181,40,,3.0,,33.0,4.0,1.0,1036.0,78.0,553.0,14328.0,38595
Eritrea,182,39,,,,39.0,0.0,,11.0,,,,3541249
Botswana,183,35,,1.0,,19.0,15.0,,15.0,0.4,17631.0,7514.0,2346458
Bhutan,184,27,3.0,,,6.0,21.0,,35.0,,15607.0,20250.0,770726
Antigua and Barbuda,185,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1870.0,97846
Gambia,186,25,,1.0,,13.0,11.0,,10.0,0.4,1476.0,613.0,2408973
Timor-Leste,187,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315727
Grenada,188,22,,,,17.0,5.0,4.0,196.0,,3007.0,26736.0,112471
Namibia,189,21,,,,14.0,7.0,,8.0,,3027.0,1194.0,2535948
Laos,190,19,,,,14.0,5.0,,3.0,,5795.0,798.0,7264396
Belize,191,18,,2.0,,16.0,0.0,,45.0,5.0,1435.0,3616.0,396850
Fiji,192,18,,,,15.0,3.0,,20.0,,1300.0,1451.0,895784
New Caledonia,193,18,,,,18.0,0.0,,63.0,,5454.0,19122.0,285215
Saint Lucia,194,18,,,,18.0,0.0,,98.0,,898.0,4893.0,183543
St. Vincent Grenadines,195,18,,,,14.0,4.0,,162.0,,209.0,1884.0,110905
Curaçao,196,17,,1.0,,14.0,2.0,,104.0,6.0,504.0,3073.0,164026
Dominica,197,16,,,,16.0,0.0,,222.0,,433.0,6017.0,71968
Saint Kitts and Nevis,198,15,,,,15.0,0.0,,282.0,,394.0,7411.0,53161
Falkland Islands,199,13,,,,13.0,0.0,,3749.0,,445.0,128316.0,3468
Turks and Caicos,200,12,,1.0,,10.0,1.0,,310.0,26.0,126.0,3259.0,38662
Greenland,201,12,,,,11.0,1.0,,211.0,,1885.0,33210.0,56760
Vatican City,202,12,,,,2.0,10.0,,14981.0,,,,801
Montserrat,203,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992
Suriname,204,11,,1.0,,9.0,1.0,,19.0,2.0,488.0,833.0,586092
Seychelles,205,11,,,,11.0,0.0,,112.0,,,,98285
MS Zaandam,206,9,,2.0,,,7.0,,,,,,0
Western Sahara,207,9,,,,6.0,3.0,,15.0,,,,595704
British Virgin Islands,208,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5528.0,30211
Papua New Guinea,209,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8928690
Caribbean Netherlands,210,6,,,,6.0,0.0,,229.0,,424.0,16184.0,26198
St. Barth,211,6,,,,6.0,0.0,,608.0,,137.0,13875.0,9874
Anguilla,212,3,,,,3.0,0.0,,200.0,,30.0,2001.0,14989
Lesotho,213,2,,,,,2.0,,0.9,,283.0,132.0,2140514
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797
China,215,82985,11.0,4634.0,,78268.0,83.0,7.0,58.0,3.0,,,1439323776
