Country,2020/03/30 12:00:00,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32,2020/05/26 10:35:20,2020/05/27 10:36:03
Diamond Princess,603.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0
Colombia,10.0,88.0,88.0,88.0,88.0,100.0,100.0,100.0,100.0,123.0,174.0,174.0,197.0,214.0,452.0,550.0,634.0,691.0,711.0,804.0,804.0,870.0,927.0,1003.0,1067.0,1133.0,1210.0,1268.0,1411.0,1439.0,1551.0,1666.0,1722.0,1807.0,2013.0,2148.0,2300.0,2424.0,2569.0,2705.0,2825.0,2971.0,3133.0,3358.0,3460.0,3587.0,3751.0,3903.0,4050.0,4256.0,4431.0,4575.0,4718.0,5016.0,5265.0,5511.0
Estonia,20.0,62.0,62.0,69.0,69.0,72.0,72.0,72.0,72.0,83.0,93.0,93.0,93.0,98.0,133.0,145.0,162.0,164.0,165.0,169.0,184.0,192.0,206.0,228.0,228.0,233.0,233.0,236.0,249.0,253.0,256.0,259.0,259.0,261.0,264.0,273.0,704.0,747.0,750.0,751.0,777.0,777.0,909.0,923.0,934.0,938.0,938.0,938.0,956.0,963.0,1508.0,1526.0,1532.0,1538.0,1552.0,1561.0
Hong Kong,118.0,216.0,216.0,236.0,236.0,264.0,264.0,264.0,264.0,293.0,309.0,309.0,336.0,360.0,485.0,533.0,568.0,602.0,630.0,650.0,678.0,699.0,699.0,753.0,753.0,787.0,811.0,830.0,846.0,859.0,864.0,879.0,900.0,920.0,932.0,944.0,960.0,967.0,982.0,985.0,991.0,1008.0,1008.0,1019.0,1019.0,1024.0,1025.0,1025.0,1026.0,1026.0,1029.0,1029.0,1030.0,1030.0,1033.0,1034.0
Qatar,48.0,123.0,131.0,131.0,150.0,150.0,150.0,150.0,150.0,206.0,227.0,227.0,227.0,247.0,406.0,415.0,464.0,510.0,518.0,555.0,614.0,689.0,750.0,809.0,929.0,1012.0,1066.0,1134.0,1243.0,1372.0,1436.0,1534.0,1664.0,1810.0,1924.0,2070.0,2286.0,2370.0,2449.0,2753.0,2840.0,3019.0,3143.0,3356.0,3546.0,3788.0,4370.0,4899.0,5634.0,6600.0,7288.0,7893.0,8513.0,9170.0,10363.0,11844.0
Egypt,132.0,247.0,247.0,259.0,259.0,276.0,276.0,276.0,276.0,305.0,348.0,348.0,384.0,426.0,589.0,596.0,646.0,701.0,732.0,821.0,870.0,935.0,1004.0,1075.0,1114.0,1176.0,1236.0,1304.0,1335.0,1381.0,1460.0,1522.0,1562.0,1632.0,1730.0,1815.0,1887.0,1945.0,2002.0,2075.0,2172.0,2326.0,2486.0,2626.0,2799.0,2950.0,3172.0,3440.0,3742.0,3994.0,4217.0,4374.0,4628.0,4807.0,4900.0,5027.0
UAE,58.0,167.0,167.0,167.0,186.0,186.0,186.0,186.0,186.0,239.0,268.0,268.0,418.0,588.0,1034.0,1095.0,1188.0,1286.0,1286.0,1360.0,1443.0,1546.0,1637.0,1760.0,1887.0,1978.0,2181.0,2181.0,2329.0,2543.0,2543.0,2664.0,2763.0,2966.0,3153.0,3359.0,3572.0,3837.0,4804.0,4804.0,6012.0,6012.0,6523.0,6930.0,7328.0,7931.0,8512.0,10791.0,10791.0,11809.0,12755.0,13798.0,15056.0,15056.0,15982.0,15982.0
Iraq,143.0,344.0,344.0,344.0,373.0,373.0,373.0,373.0,373.0,452.0,496.0,550.0,550.0,601.0,812.0,856.0,906.0,953.0,1009.0,1043.0,1096.0,1146.0,1171.0,1204.0,1224.0,1263.0,1286.0,1319.0,1346.0,1375.0,1414.0,1473.0,1490.0,1544.0,1571.0,1602.0,1626.0,1661.0,1702.0,1734.0,1790.0,1903.0,1966.0,2028.0,2089.0,2126.0,2218.0,2310.0,2366.0,2438.0,2483.0,2532.0,2585.0,2738.0,2811.0,2852.0
New Zealand,56.0,176.0,176.0,241.0,241.0,282.0,282.0,282.0,282.0,317.0,373.0,373.0,422.0,471.0,770.0,816.0,867.0,912.0,974.0,1006.0,1036.0,1065.0,1095.0,1118.0,1142.0,1180.0,1214.0,1229.0,1241.0,1252.0,1263.0,1266.0,1276.0,1302.0,1316.0,1332.0,1347.0,1368.0,1371.0,1386.0,1398.0,1402.0,1411.0,1421.0,1428.0,1433.0,1433.0,1442.0,1447.0,1452.0,1455.0,1455.0,1456.0,1456.0,1461.0,1462.0
Algeria,31.0,90.0,90.0,90.0,113.0,113.0,113.0,113.0,113.0,237.0,347.0,347.0,405.0,460.0,708.0,783.0,846.0,894.0,1047.0,1099.0,1152.0,1204.0,1355.0,1408.0,1479.0,1508.0,1558.0,1651.0,1702.0,1779.0,1821.0,1872.0,1936.0,1998.0,2067.0,2197.0,2323.0,2467.0,2546.0,2678.0,2841.0,2998.0,3058.0,3158.0,3271.0,3409.0,3507.0,3625.0,3746.0,3968.0,4062.0,4256.0,4426.0,4784.0,4747.0,4918.0
Bahrain,272.0,451.0,458.0,458.0,458.0,465.0,465.0,465.0,465.0,495.0,519.0,530.0,551.0,555.0,663.0,703.0,726.0,755.0,769.0,769.0,784.0,1026.0,1082.0,1113.0,1160.0,1189.0,1218.0,1310.0,1455.0,1500.0,1555.0,1568.0,1718.0,1744.0,1762.0,1860.0,2000.0,2028.0,2055.0,2070.0,2152.0,2192.0,2205.0,2353.0,2640.0,2762.0,2910.0,2952.0,2952.0,3568.0,3873.0,4462.0,4465.0,4587.0,4753.0,4938.0
Morocco,13.0,76.0,81.0,88.0,93.0,93.0,93.0,97.0,97.0,103.0,114.0,114.0,141.0,153.0,247.0,273.0,298.0,322.0,327.0,359.0,398.0,430.0,478.0,498.0,557.0,669.0,739.0,890.0,969.0,1055.0,1235.0,1424.0,1565.0,1799.0,1969.0,2124.0,2302.0,2389.0,2545.0,2554.0,2811.0,3099.0,3222.0,3383.0,3400.0,3645.0,3732.0,3890.0,4037.0,4212.0,4347.0,4573.0,4686.0,4737.0,4841.0,4969.0
Ukraine,6.0,28.0,28.0,28.0,28.0,35.0,35.0,35.0,35.0,45.0,61.0,61.0,79.0,89.0,186.0,246.0,275.0,347.0,359.0,367.0,424.0,504.0,601.0,782.0,840.0,864.0,992.0,1103.0,1238.0,1413.0,1498.0,1548.0,1619.0,1875.0,2097.0,2396.0,2706.0,2909.0,3060.0,3288.0,3373.0,3716.0,4143.0,4473.0,4906.0,5116.0,5276.0,5632.0,5955.0,6227.0,6585.0,6929.0,7108.0,7234.0,7575.0,7995.0
Lithuania,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,54.0,54.0,97.0,178.0,210.0,228.0,242.0,242.0,298.0,357.0,399.0,430.0,460.0,467.0,474.0,536.0,563.0,589.0,594.0,632.0,635.0,638.0,678.0,718.0,739.0,765.0,828.0,828.0,833.0,850.0,908.0,934.0,965.0,988.0,997.0,997.0,997.0,1049.0,1049.0,1111.0,1135.0,1138.0,1138.0,1165.0,1184.0
Lebanon,30.0,60.0,60.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,67.0,76.0,76.0,77.0,85.0,86.0,94.0,99.0,102.0,103.0,108.0,113.0,140.0,143.0,145.0,145.0,145.0,145.0,150.0,192.0,192.0,197.0,200.0,200.0,206.0,213.0,220.0,223.0,234.0,234.0,234.0,234.0,236.0,246.0,246.0,247.0,247.0,251.0,251.0,251.0,663.0,663.0,667.0,688.0,688.0,689.0
Armenia,30.0,62.0,62.0,87.0,87.0,114.0,114.0,114.0,114.0,138.0,149.0,149.0,173.0,197.0,358.0,402.0,523.0,545.0,580.0,609.0,633.0,659.0,728.0,803.0,833.0,848.0,866.0,900.0,929.0,977.0,1010.0,1035.0,1071.0,1111.0,1135.0,1185.0,1218.0,1267.0,1325.0,1359.0,1430.0,1500.0,1572.0,1666.0,1791.0,1925.0,2019.0,2164.0,2419.0,2581.0,2874.0,2936.0,3064.0,3145.0,3220.0,3255.0
Hungary,34.0,67.0,67.0,71.0,71.0,94.0,94.0,94.0,94.0,96.0,112.0,112.0,115.0,118.0,199.0,207.0,231.0,250.0,267.0,287.0,295.0,390.0,401.0,458.0,485.0,498.0,516.0,536.0,581.0,609.0,625.0,629.0,630.0,709.0,759.0,801.0,865.0,904.0,933.0,958.0,1007.0,1102.0,1169.0,1287.0,1371.0,1396.0,1400.0,1412.0,1454.0,1509.0,1587.0,1655.0,1690.0,1711.0,1836.0,1856.0
Latvia,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,57.0,88.0,88.0,88.0,88.0,88.0,133.0,133.0,133.0,267.0,267.0,267.0,267.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,464.0,464.0,464.0,464.0,464.0,464.0,627.0,627.0,627.0,662.0,662.0,662.0,662.0,694.0,694.0,694.0,712.0,712.0,712.0,712.0,741.0,741.0
Bulgaria,14.0,39.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,48.0,54.0,54.0,62.0,68.0,122.0,141.0,153.0,161.0,167.0,170.0,174.0,190.0,193.0,197.0,205.0,205.0,222.0,243.0,266.0,276.0,287.0,308.0,321.0,342.0,360.0,384.0,401.0,422.0,444.0,461.0,476.0,499.0,531.0,545.0,573.0,598.0,612.0,646.0,684.0,727.0,769.0,808.0,840.0,862.0,880.0,912.0
Andorra,1.0,26.0,26.0,31.0,31.0,39.0,39.0,39.0,39.0,58.0,58.0,71.0,71.0,71.0,169.0,169.0,191.0,205.0,235.0,248.0,282.0,309.0,333.0,344.0,344.0,344.0,385.0,398.0,423.0,468.0,468.0,472.0,493.0,499.0,514.0,521.0,526.0,537.0,545.0,550.0,550.0,568.0,576.0,596.0,604.0,615.0,617.0,624.0,628.0,639.0,639.0,652.0,653.0,653.0,663.0,676.0
Bosnia and Herzegovina,8.0,47.0,47.0,68.0,68.0,77.0,77.0,77.0,77.0,95.0,118.0,129.0,137.0,139.0,253.0,277.0,320.0,338.0,347.0,437.0,460.0,485.0,485.0,538.0,624.0,624.0,682.0,682.0,727.0,727.0,755.0,779.0,855.0,855.0,911.0,928.0,954.0,960.0,1059.0,1106.0,1114.0,1168.0,1228.0,1272.0,1336.0,1355.0,1436.0,1464.0,1522.0,1557.0,1596.0,1614.0,1680.0,1680.0,1696.0,1721.0
Costa Rica,3.0,16.0,16.0,18.0,18.0,24.0,24.0,24.0,24.0,29.0,30.0,30.0,42.0,49.0,67.0,74.0,88.0,97.0,112.0,124.0,150.0,180.0,196.0,216.0,242.0,264.0,287.0,306.0,323.0,338.0,355.0,372.0,386.0,399.0,413.0,428.0,445.0,461.0,480.0,501.0,517.0,520.0,527.0,535.0,542.0,551.0,565.0,575.0,577.0,582.0,592.0,600.0,607.0,620.0,628.0,634.0
Slovakia,2.0,8.0,8.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,23.0,23.0,23.0,23.0,151.0,167.0,213.0,229.0,229.0,258.0,284.0,288.0,355.0,386.0,394.0,403.0,423.0,484.0,524.0,558.0,608.0,619.0,643.0,741.0,762.0,806.0,905.0,919.0,941.0,959.0,983.0,1060.0,1112.0,1131.0,1151.0,1163.0,1185.0,1192.0,1231.0,1245.0,1256.0,1280.0,1301.0,1307.0,1322.0,1327.0
Tunisia,2.0,5.0,5.0,5.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,148.0,170.0,190.0,190.0,194.0,207.0,216.0,279.0,279.0,294.0,305.0,316.0,323.0,328.0,406.0,482.0,591.0,600.0,638.0,660.0,700.0,727.0,740.0,759.0,770.0,802.0,807.0,816.0,819.0,826.0,862.0,883.0,903.0,914.0,917.0,919.0,929.0
Uruguay,,104.0,104.0,123.0,123.0,150.0,150.0,150.0,150.0,192.0,206.0,206.0,214.0,224.0,272.0,286.0,294.0,298.0,298.0,313.0,324.0,337.0,354.0,369.0,370.0,375.0,386.0,394.0,412.0,417.0,435.0,440.0,442.0,447.0,468.0,486.0,492.0,506.0,513.0,517.0,523.0,532.0,545.0,547.0,553.0,558.0,564.0,569.0,579.0,588.0,594.0,603.0,616.0,618.0,629.0,638.0
Taiwan,39.0,57.0,57.0,61.0,61.0,67.0,67.0,67.0,67.0,80.0,91.0,91.0,99.0,109.0,155.0,166.0,178.0,189.0,203.0,217.0,236.0,253.0,264.0,275.0,281.0,290.0,307.0,311.0,322.0,324.0,324.0,332.0,334.0,334.0,339.0,347.0,355.0,361.0,366.0,368.0,372.0,375.0,383.0,387.0,389.0,395.0,398.0,401.0,402.0,407.0,408.0,411.0,414.0,415.0,416.0,419.0
Kazakhstan,20.0,45.0,46.0,50.0,51.0,53.0,53.0,53.0,53.0,58.0,63.0,64.0,79.0,86.0,263.0,285.0,347.0,382.0,417.0,452.0,505.0,536.0,560.0,629.0,646.0,682.0,725.0,774.0,819.0,866.0,940.0,995.0,1084.0,1207.0,1299.0,1408.0,1582.0,1631.0,1828.0,1941.0,2108.0,2223.0,2408.0,2531.0,2707.0,2980.0,3256.0,3469.0,3598.0,3734.0,3843.0,4096.0,4214.0,4352.0,4515.0,4613.0
Moldova,2.0,37.0,37.0,40.0,40.0,40.0,40.0,40.0,40.0,50.0,56.0,56.0,75.0,75.0,235.0,276.0,391.0,457.0,457.0,505.0,560.0,661.0,755.0,825.0,825.0,925.0,925.0,975.0,1182.0,1272.0,1272.0,1334.0,1423.0,1544.0,1544.0,1747.0,1747.0,1925.0,1925.0,1980.0,1980.0,2069.0,2176.0,2228.0,2228.0,2344.0,2344.0,2425.0,2508.0,2953.0,2953.0,3369.0,3713.0,3713.0,3802.0,3884.0
North Macedonia,3.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,37.0,37.0,41.0,41.0,41.0,98.0,121.0,139.0,164.0,179.0,200.0,224.0,272.0,301.0,337.0,374.0,500.0,553.0,589.0,627.0,738.0,807.0,852.0,945.0,992.0,1013.0,1057.0,1079.0,1099.0,1112.0,1136.0,1200.0,1205.0,1229.0,1235.0,1251.0,1267.0,1293.0,1351.0,1367.0,1367.0,1378.0,1387.0,1422.0,1439.0,1439.0,1453.0
Jordan,18.0,110.0,126.0,126.0,138.0,138.0,138.0,138.0,138.0,150.0,161.0,161.0,170.0,177.0,250.0,259.0,265.0,269.0,276.0,282.0,297.0,315.0,318.0,326.0,332.0,337.0,342.0,348.0,356.0,362.0,364.0,367.0,367.0,370.0,375.0,377.0,381.0,385.0,387.0,389.0,390.0,390.0,392.0,393.0,401.0,404.0,408.0,413.0,417.0,446.0,457.0,461.0,470.0,471.0,479.0,586.0
Kuwait,67.0,103.0,103.0,105.0,105.0,105.0,111.0,111.0,111.0,111.0,123.0,123.0,133.0,142.0,225.0,225.0,280.0,305.0,367.0,412.0,443.0,498.0,613.0,656.0,656.0,806.0,1012.0,1176.0,1389.0,1539.0,1602.0,1703.0,1776.0,1947.0,2032.0,2219.0,2381.0,2466.0,2622.0,2729.0,2907.0,3101.0,3263.0,3451.0,3640.0,3843.0,4093.0,4339.0,4681.0,4885.0,5205.0,5515.0,5747.0,6621.0,7306.0,7946.0
San Marino,6.0,35.0,35.0,35.0,35.0,40.0,40.0,40.0,40.0,45.0,49.0,50.0,50.0,53.0,53.0,55.0,57.0,60.0,60.0,61.0,62.0,62.0,63.0,64.0,64.0,64.0,64.0,64.0,69.0,78.0,83.0,83.0,86.0,86.0,92.0,97.0,106.0,114.0,126.0,126.0,130.0,161.0,161.0,172.0,189.0,198.0,201.0,203.0,211.0,220.0,235.0,254.0,266.0,266.0,275.0,275.0
Burkina Faso,23.0,90.0,90.0,108.0,108.0,127.0,127.0,127.0,127.0,134.0,146.0,146.0,149.0,155.0,226.0,257.0,294.0,321.0,338.0,357.0,362.0,389.0,410.0,425.0,442.0,453.0,469.0,476.0,498.0,506.0,517.0,535.0,540.0,545.0,548.0,555.0,562.0,566.0,569.0,577.0,584.0,588.0,592.0,592.0,595.0,604.0,644.0,652.0,652.0,661.0,669.0,672.0,672.0,672.0,672.0,672.0
Cyprus,15.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,52.0,53.0,53.0,58.0,61.0,65.0,77.0,77.0,79.0,81.0,81.0,98.0,98.0,98.0,98.0,148.0,148.0,148.0,148.0,148.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,400.0,400.0,401.0,401.0,401.0,449.0,449.0,481.0,481.0,515.0,515.0,515.0,516.0,516.0,561.0,561.0,594.0,594.0,594.0,594.0
Albania,33.0,116.0,116.0,131.0,131.0,131.0,131.0,154.0,154.0,165.0,182.0,182.0,197.0,217.0,251.0,283.0,283.0,314.0,327.0,345.0,356.0,385.0,394.0,403.0,403.0,410.0,431.0,431.0,455.0,470.0,519.0,531.0,543.0,543.0,595.0,595.0,620.0,627.0,627.0,650.0,682.0,688.0,694.0,705.0,705.0,715.0,727.0,742.0,758.0,771.0,777.0,783.0,789.0,795.0,803.0,812.0
Azerbaijan,15.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,101.0,101.0,159.0,159.0,200.0,404.0,460.0,528.0,590.0,712.0,791.0,865.0,907.0,948.0,1013.0,1080.0,1139.0,1162.0,1221.0,1267.0,1325.0,1365.0,1411.0,1441.0,1480.0,1508.0,1536.0,1551.0,1576.0,1620.0,1650.0,1680.0,1735.0,1789.0,1833.0,1886.0,1944.0,2015.0,2055.0,2198.0,2253.0,2340.0,2399.0,2506.0,2607.0,2741.0,2819.0
Vietnam,25.0,95.0,95.0,123.0,123.0,126.0,126.0,126.0,126.0,128.0,144.0,144.0,144.0,144.0,175.0,198.0,201.0,201.0,207.0,216.0,222.0,224.0,225.0,220.0,225.0,225.0,225.0,222.0,222.0,219.0,219.0,219.0,219.0,232.0,232.0,232.0,241.0,241.0,241.0,249.0,249.0,252.0,252.0,260.0,260.0,260.0,260.0,263.0,263.0,264.0,266.0,267.0,267.0,267.0,272.0,278.0
Réunion,1.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,237.0,237.0,237.0,237.0,237.0,238.0,238.0,238.0,238.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0
Oman,23.0,61.0,61.0,67.0,67.0,72.0,72.0,72.0,72.0,109.0,109.0,109.0,109.0,109.0,176.0,176.0,176.0,233.0,238.0,238.0,238.0,307.0,325.0,329.0,333.0,364.0,364.0,364.0,495.0,495.0,750.0,750.0,816.0,858.0,888.0,980.0,1025.0,1068.0,1117.0,1211.0,1250.0,1289.0,1303.0,1350.0,1436.0,1465.0,1496.0,1574.0,1661.0,1821.0,1821.0,1848.0,1933.0,1933.0,2067.0,2177.0
Ivory Coast,4.0,37.0,37.0,41.0,41.0,41.0,41.0,41.0,41.0,48.0,52.0,52.0,54.0,58.0,146.0,193.0,193.0,239.0,260.0,287.0,303.0,310.0,359.0,419.0,449.0,468.0,499.0,525.0,557.0,574.0,597.0,622.0,653.0,693.0,701.0,721.0,742.0,754.0,769.0,794.0,818.0,820.0,902.0,930.0,942.0,987.0,1004.0,1040.0,1050.0,1083.0,1100.0,1146.0,1188.0,1219.0,1257.0,1286.0
Faeroe Islands,70.0,107.0,107.0,120.0,120.0,131.0,131.0,131.0,131.0,136.0,145.0,145.0,145.0,157.0,169.0,171.0,173.0,176.0,176.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,181.0,181.0,184.0,184.0,184.0,185.0,185.0,185.0,185.0,185.0,185.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
Ghana,2.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,34.0,3.0,4.0,4.0,4.0,83.0,83.0,83.0,99.0,99.0,99.0,99.0,99.0,99.0,134.0,134.0,155.0,155.0,188.0,212.0,212.0,212.0,229.0,229.0,294.0,294.0,303.0,303.0,323.0,378.0,494.0,494.0,494.0,514.0,674.0,1460.0,1754.0,1754.0,1754.0,1773.0,1898.0,1951.0,1976.0,1998.0,2070.0,2070.0,2317.0
Malta,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,16.0,16.0,16.0,44.0,82.0,82.0,91.0,99.0,118.0,126.0,150.0,165.0,204.0,223.0,282.0,282.0,286.0,303.0,339.0,351.0,383.0,379.0,392.0,399.0,403.0,407.0,413.0,419.0,427.0,433.0,434.0,434.0,436.0,443.0,450.0,450.0,454.0,456.0,460.0,465.0,468.0,469.0,473.0,476.0,485.0,485.0
Uzbekistan,7.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,38.0,38.0,42.0,42.0,42.0,107.0,140.0,161.0,194.0,238.0,261.0,372.0,454.0,598.0,679.0,707.0,826.0,909.0,1055.0,1096.0,1159.0,1229.0,1271.0,1327.0,1454.0,1556.0,1592.0,1721.0,1775.0,1856.0,1945.0,1988.0,2040.0,2076.0,2136.0,2158.0,2213.0,2247.0,2314.0,2338.0,2372.0,2407.0,2492.0,2532.0,2565.0,2607.0,2636.0
Senegal,27.0,92.0,92.0,92.0,105.0,105.0,105.0,105.0,105.0,123.0,123.0,137.0,137.0,152.0,190.0,194.0,198.0,211.0,220.0,235.0,242.0,257.0,257.0,262.0,276.0,283.0,284.0,296.0,315.0,334.0,356.0,368.0,372.0,415.0,470.0,493.0,562.0,611.0,643.0,650.0,715.0,742.0,782.0,842.0,890.0,949.0,973.0,1076.0,1133.0,1186.0,1251.0,1311.0,1416.0,1456.0,1565.0,1586.0
Cameroon,5.0,17.0,17.0,17.0,17.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,98.0,98.0,165.0,164.0,177.0,305.0,305.0,305.0,331.0,397.0,668.0,668.0,697.0,786.0,805.0,915.0,934.0,934.0,934.0,953.0,953.0,953.0,953.0,1002.0,1002.0,1002.0,1232.0,1465.0,1524.0,1524.0,1543.0,1553.0,1567.0,1567.0,1567.0,1567.0,1567.0,1595.0,1808.0,1822.0,1822.0,1865.0,1917.0,1996.0
Cuba,4.0,15.0,18.0,18.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,51.0,51.0,77.0,151.0,171.0,192.0,227.0,255.0,285.0,309.0,341.0,365.0,416.0,437.0,501.0,525.0,575.0,617.0,681.0,714.0,765.0,827.0,876.0,954.0,1001.0,1031.0,1078.0,1140.0,1193.0,1229.0,1277.0,1326.0,1383.0,1425.0,1460.0,1495.0,1505.0,1538.0,1573.0,1603.0,1631.0,1671.0,1689.0,1704.0,1709.0
Brunei ,34.0,82.0,82.0,85.0,85.0,85.0,85.0,91.0,91.0,92.0,99.0,99.0,104.0,106.0,108.0,112.0,112.0,113.0,116.0,116.0,117.0,117.0,119.0,120.0,123.0,124.0,124.0,124.0,124.0,124.0,126.0,126.0,130.0,131.0,131.0,131.0,132.0,132.0,134.0,134.0,134.0,134.0,134.0,134.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,137.0,137.0,137.0
Afghanistan,2.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,32.0,32.0,32.0,32.0,32.0,54.0,99.0,112.0,131.0,131.0,150.0,166.0,177.0,179.0,188.0,188.0,220.0,228.0,228.0,260.0,310.0,331.0,345.0,345.0,421.0,458.0,458.0,468.0,502.0,502.0,558.0,558.0,648.0,691.0,745.0,745.0,745.0,801.0,850.0,930.0,938.0,996.0,1040.0,1075.0,1097.0,1128.0,1138.0
Venezuela,39.0,52.0,52.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,84.0,84.0,84.0,93.0,111.0,111.0,113.0,117.0,117.0,117.0,122.0,122.0,126.0,132.0,132.0,137.0,142.0,142.0,142.0,142.0,148.0,148.0,158.0,158.0,164.0,176.0,185.0,190.0,190.0,193.0,205.0,220.0,220.0,220.0,229.0,241.0,241.0,253.0,253.0,262.0,262.0,262.0,262.0,262.0,302.0,302.0
Sri Lanka,11.0,38.0,38.0,42.0,42.0,42.0,42.0,42.0,42.0,49.0,50.0,54.0,54.0,55.0,65.0,70.0,77.0,91.0,97.0,100.0,104.0,105.0,107.0,116.0,120.0,126.0,134.0,134.0,139.0,157.0,172.0,182.0,184.0,197.0,215.0,232.0,240.0,255.0,321.0,343.0,366.0,382.0,445.0,477.0,520.0,538.0,559.0,559.0,584.0,604.0,620.0,660.0,674.0,695.0,712.0,732.0
Nigeria,3.0,33.0,33.0,35.0,35.0,44.0,44.0,44.0,44.0,44.0,51.0,51.0,58.0,70.0,128.0,152.0,159.0,166.0,170.0,188.0,197.0,197.0,197.0,208.0,222.0,239.0,255.0,255.0,307.0,319.0,351.0,385.0,400.0,417.0,481.0,534.0,601.0,679.0,745.0,778.0,902.0,959.0,1070.0,1180.0,1320.0,1472.0,1594.0,1644.0,1734.0,1840.0,1907.0,2007.0,2174.0,2263.0,2311.0,2385.0
Honduras,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,15.0,25.0,29.0,30.0,31.0,50.0,58.0,65.0,79.0,79.0,73.0,79.0,112.0,112.0,116.0,118.0,122.0,122.0,132.0,154.0,192.0,195.0,203.0,206.0,211.0,237.0,253.0,264.0,278.0,319.0,340.0,349.0,355.0,397.0,439.0,455.0,468.0,473.0,493.0
Palestine,18.0,25.0,25.0,24.0,42.0,42.0,42.0,44.0,44.0,44.0,44.0,45.0,46.0,57.0,63.0,69.0,69.0,71.0,71.0,71.0,71.0,92.0,92.0,92.0,92.0,83.0,83.0,71.0,71.0,76.0,76.0,76.0,77.0,102.0,127.0,174.0,176.0,228.0,228.0,301.0,301.0,308.0,310.0,310.0,315.0,334.0,335.0,337.0,346.0,346.0,346.0,346.0,348.0,357.0,357.0,365.0
