Country,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32
Palestine,12738.0,12738.0,12738.0,15140.0,15140.0,15140.0,15450.0,15450.0,16068.0,16068.0,16068.0,16068.0,16992.0,17329.0,17329.0,17329.0,17329.0,17329.0,17329.0,17329.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,32200.0,32200.0,32200.0,32200.0,32200.0,32200.0,34511.0,34511.0,34511.0,34511.0,34511.0,34511.0,43566.0,43566.0,43566.0,44876.0,44876.0,44876.0,44876.0,44876.0,44876.0,44876.0,44876.0,44876.0,44876.0
Vietnam,94305.0,94305.0,94305.0,106399.0,106399.0,106399.0,106399.0,106399.0,114241.0,114241.0,118807.0,118807.0,121821.0,135938.0,206253.0,206253.0,206253.0,206253.0,206253.0,206253.0,206253.0,206253.0,206253.0,206253.0,212965.0,212965.0,212965.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,261004.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0,275000.0
Mauritius,,4913.0,4913.0,4913.0,4913.0,4913.0,4913.0,4913.0,4913.0,6730.0,6730.0,6730.0,7077.0,8279.0,8279.0,9755.0,9755.0,9755.0,9755.0,9755.0,12300.0,12835.0,13374.0,13374.0,14445.0,14445.0,14445.0,14445.0,16028.0,16028.0,16028.0,16028.0,18959.0,18959.0,55494.0,60466.0,60466.0,69773.0,69773.0,69773.0,69773.0,69773.0,69773.0,69773.0,69773.0,86887.0,89814.0,92764.0,95666.0,98075.0,101052.0,101052.0,102247.0
Malta,10358.0,10923.0,10923.0,10923.0,10923.0,10923.0,10923.0,10923.0,12731.0,13732.0,13732.0,13732.0,16016.0,20139.0,21164.0,22254.0,23253.0,23253.0,24919.0,25645.0,26148.0,26811.0,27422.0,27981.0,27981.0,29456.0,30528.0,31736.0,32989.0,32989.0,35117.0,36204.0,36204.0,36945.0,38337.0,39366.0,40493.0,40493.0,40493.0,43397.0,44656.0,45799.0,45967.0,47504.0,49231.0,50616.0,51677.0,53196.0,54866.0,56224.0,57784.0,59511.0,60812.0
Nigeria,4000.0,4000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,6649.0,7153.0,7153.0,7153.0,7153.0,8003.0,8003.0,8003.0,10061.0,10061.0,10918.0,10918.0,10918.0,12828.0,12828.0,15759.0,16588.0,17566.0,18536.0,19512.0,21208.0,22492.0,23835.0,23835.0,23835.0,27078.0,28418.0,29408.0,30657.0,30657.0,32942.0,33970.0,35345.0,36899.0,38231.0,40043.0,41907.0,43328.0,44458.0
Senegal,,,,,,,,,,,,,,,,,,,,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,17787.0,17787.0,18969.0,18969.0,18969.0,18969.0,18969.0,18969.0,18969.0,24599.0,24599.0,24599.0,24599.0,24599.0,24599.0,24599.0,24599.0,32883.0,34082.0,34082.0,35016.0
Montenegro,1637.0,1722.0,1722.0,2014.0,2014.0,2014.0,2014.0,2014.0,2329.0,2329.0,2329.0,2329.0,2869.0,3874.0,3874.0,3874.0,3874.0,3874.0,3874.0,5085.0,5085.0,5085.0,5085.0,5085.0,5085.0,5085.0,6864.0,6864.0,6864.0,6864.0,6864.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0,10167.0
Kyrgyzstan,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,9618.0,26147.0,26147.0,26147.0,26147.0,26147.0,26147.0,26147.0,39615.0,39615.0,39615.0,45627.0,45627.0,45627.0,50775.0,51472.0,51472.0,51472.0,51472.0,56488.0,56488.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,59490.0,94441.0,94441.0,98281.0,98281.0,98281.0,100488.0
Ghana,,,,,,,,,,12046.0,12046.0,37405.0,37405.0,50719.0,50719.0,50719.0,60916.0,68591.0,68591.0,68591.0,68591.0,68591.0,88188.0,88188.0,100622.0,100622.0,100622.0,106090.0,113497.0,113497.0,117049.0,117049.0,129461.0,129461.0,129461.0,135902.0,149948.0,155201.0,160501.0,160501.0,162184.0,164452.0,167704.0,171642.0,171642.0,173096.0,180567.0,184343.0,184343.0,187929.0,193705.0,193705.0,197194.0
Georgia,2762.0,2762.0,2762.0,2762.0,2762.0,2762.0,2762.0,2762.0,3271.0,3271.0,3271.0,3271.0,3271.0,5027.0,5027.0,5027.0,5027.0,5027.0,7611.0,7611.0,8375.0,8375.0,9699.0,9699.0,11504.0,11504.0,12593.0,13673.0,14718.0,15904.0,15904.0,15904.0,15904.0,20579.0,24036.0,25861.0,25861.0,27846.0,29736.0,29736.0,33505.0,34500.0,36248.0,36248.0,36248.0,39573.0,40711.0,40711.0,40711.0,45707.0,45707.0,45707.0,49093.0
Niger,4012.0,4012.0,4081.0,4081.0,4199.0,4199.0,4199.0,4199.0,4199.0,4251.0,4251.0,4298.0,4298.0,4427.0,4427.0,4688.0,4715.0,4715.0,4715.0,4832.0,4832.0,4832.0,4832.0,5013.0,5013.0,5013.0,5116.0,5148.0,5194.0,5230.0,5271.0,5309.0,5309.0,5375.0,5409.0,5432.0,5488.0,5515.0,5562.0,5598.0,5642.0,5691.0,5723.0,5749.0,5816.0,5816.0,5888.0,5909.0,5909.0,5949.0,5971.0,5989.0,5989.0
Bolivia,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,591.0,2185.0,2185.0,2185.0,3569.0,3569.0,3569.0,3569.0,4420.0,4420.0,4420.0,4995.0,4995.0,5791.0,5791.0,5791.0,5791.0,5791.0,5791.0,5791.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,7651.0,14803.0,14803.0,14803.0,14803.0,14803.0,14803.0,14803.0,14803.0,22294.0
Faeroe Islands,4934.0,4934.0,5035.0,5035.0,5153.0,5153.0,5153.0,5153.0,5299.0,5408.0,5408.0,5408.0,5509.0,5765.0,5846.0,5981.0,6021.0,6021.0,6171.0,6270.0,6375.0,6458.0,6548.0,6588.0,6588.0,6730.0,6851.0,6963.0,7081.0,8021.0,8066.0,8066.0,8066.0,8241.0,8317.0,8317.0,8403.0,8450.0,8450.0,8554.0,8554.0,8638.0,8710.0,8779.0,8837.0,8863.0,8863.0,8931.0,8986.0,9084.0,9084.0,9153.0,9178.0
Sri Lanka,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,3248.0,4525.0,4768.0,4768.0,4768.0,4768.0,6463.0,6463.0,7393.0,7393.0,13142.0,13142.0,13850.0,15240.0,15240.0,17715.0,17715.0,22418.0,22418.0,25206.0,26842.0,26842.0,29378.0,30525.0,32078.0,33899.0,35323.0,36605.0,37662.0,38740.0,39629.0,39629.0,42056.0,43137.0,44391.0,45351.0,46413.0,47521.0,49124.0,51094.0,53092.0,54834.0
Venezuela,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0,139282.0,139282.0,159597.0,181335.0,225009.0,268503.0,299714.0,299714.0,336169.0,347236.0,347236.0,347236.0,347236.0,394125.0,423592.0,423592.0,440966.0,440966.0,458737.0,458737.0,458737.0,477790.0,482953.0,482953.0,490851.0,490851.0,502771.0,507119.0,512181.0,512181.0,520317.0,525902.0,525902.0,535742.0,540236.0,540236.0,575374.0,581082.0,616562.0,616562.0,697691.0,735426.0,771276.0,804004.0
Kenya,4000.0,4277.0,4277.0,4973.0,4973.0,4973.0,4973.0,4973.0,5278.0,5278.0,5278.0,5278.0,6192.0,9630.0,9630.0,10784.0,10784.0,13239.0,13872.0,14704.0,14704.0,15792.0,16738.0,17492.0,17992.0,17992.0,17992.0,17992.0,20268.0,21702.0,21702.0,23780.0,24784.0,25861.0,25861.0,25861.0,29430.0,31041.0,31041.0,32938.0,32938.0,35432.0,36918.0,36918.0,36918.0,43712.0,44851.0,46784.0,49405.0,52507.0,55074.0,57650.0,59260.0
DRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,479.0,479.0,479.0,479.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1300.0,1300.0,1350.0,1500.0,1500.0,1700.0,1800.0,1850.0,2000.0,2000.0,2100.0,2100.0,2200.0,2200.0,2500.0,2500.0,2700.0,2700.0,3000.0,3000.0,3000.0,3000.0,3400.0,3400.0,3400.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4800.0,5000.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0
Isle of Man,1446.0,1638.0,1669.0,1669.0,1669.0,1759.0,1759.0,1759.0,1831.0,1879.0,1934.0,1934.0,1934.0,2261.0,2322.0,2375.0,2414.0,2465.0,2509.0,2509.0,2654.0,2674.0,2751.0,2796.0,2854.0,2903.0,2986.0,3049.0,3117.0,3228.0,3242.0,3339.0,3401.0,3459.0,3459.0,3625.0,3625.0,3758.0,3773.0,3773.0,3853.0,3912.0,3973.0,4032.0,4066.0,4102.0,4167.0,4234.0,4262.0,4353.0,4393.0,4454.0,4523.0
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,3573.0,3573.0,3573.0
Brunei ,8261.0,8261.0,8845.0,8845.0,8845.0,8845.0,8845.0,8845.0,8985.0,9342.0,9342.0,9637.0,9884.0,10826.0,11089.0,11089.0,11254.0,11633.0,11633.0,12149.0,12149.0,12430.0,12770.0,12981.0,13149.0,13149.0,13428.0,13428.0,13717.0,13924.0,13924.0,14476.0,14610.0,14754.0,14938.0,15300.0,15482.0,15898.0,15898.0,16037.0,16350.0,16350.0,16523.0,16892.0,16892.0,17414.0,17636.0,17718.0,18010.0,18193.0,18411.0,18411.0,18411.0
Bangladesh,2914.0,3610.0,4289.0,4289.0,4289.0,4289.0,4289.0,4289.0,5164.0,7167.0,7359.0,8313.0,9653.0,17003.0,19193.0,21307.0,23941.0,26604.0,29578.0,32674.0,32630.0,39476.0,39476.0,46589.0,50401.0,54733.0,59701.0,64666.0,70239.0,76066.0,81434.0,87694.0,93405.0,99646.0,105513.0,111454.0,116919.0,122557.0,129865.0,136638.0,144538.0,151930.0,160512.0,167114.0,175228.0,185086.0,193645.0,203852.0,214114.0,223841.0,234675.0,243583.0,253034.0
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.0,10304.0,10304.0,10304.0,10304.0,10304.0,10304.0,10304.0,13726.0,13726.0,14407.0
Cambodia,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,5768.0,11576.0,11721.0,11905.0,11975.0,12084.0,12222.0,12304.0,12378.0,12461.0,12611.0,12929.0,13075.0,13173.0,13448.0,14094.0,14156.0,14156.0,14461.0,14615.0,14684.0,15152.0,15242.0,15447.0,15572.0,15572.0,15830.0,16007.0,16416.0,16642.0
Paraguay,1877.0,1877.0,2039.0,2039.0,2039.0,2039.0,2039.0,2039.0,2039.0,2262.0,2262.0,2262.0,2262.0,3888.0,4267.0,4950.0,4950.0,4950.0,5501.0,5878.0,6292.0,6917.0,6917.0,7322.0,7630.0,7925.0,8444.0,8891.0,9454.0,10342.0,10766.0,10766.0,10766.0,11913.0,11913.0,11913.0,13846.0,14646.0,15446.0,16155.0,16917.0,17589.0,18184.0,18856.0,19308.0,20124.0,20124.0,21121.0,21542.0,21987.0,21987.0,23805.0,24812.0
Trinidad and Tobago,833.0,833.0,833.0,870.0,878.0,878.0,878.0,878.0,974.0,987.0,1045.0,1090.0,1102.0,1282.0,1298.0,1298.0,1320.0,1335.0,1380.0,1393.0,1454.0,1473.0,1501.0,1514.0,1525.0,1572.0,1642.0,1683.0,1772.0,1838.0,1907.0,1940.0,2055.0,2080.0,2154.0,2229.0,2241.0,2301.0,2307.0,2320.0,2413.0,2498.0,2576.0,2597.0,2670.0,2682.0,2720.0,2727.0,2785.0,2805.0,2866.0,2903.0,2930.0
Rwanda,,,,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,6237.0,6237.0,6237.0,6237.0,6959.0,6959.0,6959.0,6959.0,6959.0,6959.0,6959.0,6959.0,6959.0,8464.0,8464.0,9604.0,10969.0,33303.0,34350.0,35096.0,35992.0,37315.0,38834.0,40187.0,41385.0,42425.0,42805.0,43379.0,44245.0,45140.0,46198.0,48239.0,49374.0,51118.0,52335.0,53317.0,54400.0,55968.0,57077.0,58477.0
Gibraltar,1345.0,1387.0,1387.0,1440.0,1440.0,1440.0,1440.0,1440.0,1481.0,1511.0,1511.0,1543.0,1558.0,1649.0,1760.0,1760.0,1859.0,1912.0,1912.0,1912.0,2020.0,2062.0,2105.0,2174.0,2198.0,2198.0,2198.0,2198.0,2626.0,2626.0,2711.0,2711.0,2931.0,2931.0,3252.0,3366.0,3366.0,3962.0,4099.0,4155.0,4352.0,4576.0,4750.0,4941.0,5060.0,5060.0,5187.0,5410.0,5615.0,5833.0,6101.0,6101.0,6524.0
Liechtenstein,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,,,,,,,,,,,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,3107.0,3228.0,3228.0,3393.0,3611.0,3772.0,3861.0,3907.0,3968.0,3968.0,3968.0,3968.0,3968.0,3968.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0
Guatemala,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,20820.0,20820.0,20820.0,20820.0,25464.0,25464.0,25464.0,31427.0
El Salvador,,,,,,,,,,,,,,8333.0,9267.0,9267.0,11160.0,12210.0,13352.0,14375.0,15385.0,16418.0,17423.0,18686.0,20109.0,21364.0,22593.0,24057.0,25492.0,26961.0,28596.0,30387.0,30387.0,33628.0,35411.0,37306.0,39079.0,41090.0,43043.0,44926.0,46831.0,48913.0,51142.0,53412.0,55694.0,57883.0,60341.0,62838.0,65226.0,67663.0,70225.0,70225.0,75146.0
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba,869.0,910.0,910.0,954.0,954.0,954.0,954.0,954.0,990.0,1008.0,1008.0,1058.0,1118.0,1198.0,1237.0,1298.0,1358.0,1442.0,1445.0,1445.0,1504.0,1535.0,1577.0,1577.0,1622.0,1626.0,1649.0,1649.0,1691.0,1721.0,1731.0,1756.0,1758.0,1780.0,1798.0,1817.0,1817.0,1860.0,1874.0,1874.0,1888.0,1913.0,1937.0,1937.0,1937.0,1985.0,2021.0,2025.0,2048.0,2048.0,2061.0,2063.0,2070.0
Djibouti,,,,2229.0,2229.0,2229.0,2229.0,2229.0,3106.0,3399.0,3740.0,3740.0,4017.0,5936.0,6430.0,7486.0,7486.0,8144.0,8144.0,8955.0,10272.0,10619.0,11090.0,11431.0,11741.0,12250.0,12571.0,12985.0,13422.0,13751.0,13856.0,13856.0,14222.0,14378.0,14538.0,14751.0,14857.0,15056.0,15304.0,15790.0,16093.0,16424.0,16647.0,16878.0,17106.0,17532.0,18345.0,18933.0,20056.0,21156.0,22097.0,22097.0,22097.0
Jamaica,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,907.0,907.0,907.0,907.0,907.0,1391.0,1424.0,1516.0,1605.0,1809.0,1889.0,1936.0,2125.0,2213.0,2518.0,2868.0,3262.0,3621.0,3621.0,3993.0,4439.0,4779.0,5215.0,5633.0,5633.0,5993.0,6095.0,6417.0,6633.0,6889.0,7101.0,7271.0,7465.0,7552.0,7780.0,7946.0,8193.0,8515.0,8674.0,8828.0,9021.0,9178.0,9554.0,9923.0,10230.0
Barbados,527.0,527.0,557.0,557.0,557.0,557.0,557.0,557.0,655.0,694.0,694.0,736.0,747.0,900.0,900.0,965.0,1000.0,1035.0,1063.0,1098.0,1162.0,1222.0,1327.0,1502.0,1663.0,1751.0,1930.0,2005.0,2160.0,2317.0,2369.0,2420.0,2458.0,2549.0,2629.0,2699.0,2788.0,2926.0,2990.0,3008.0,3185.0,3323.0,3480.0,3651.0,3783.0,3924.0,4004.0,4167.0,4322.0,4438.0,4541.0,4664.0,4664.0
Togo,,,1467.0,1617.0,1617.0,1617.0,1617.0,1617.0,1747.0,1747.0,2069.0,2069.0,2069.0,3036.0,3618.0,3926.0,4191.0,4295.0,4381.0,4600.0,4733.0,4733.0,4733.0,5584.0,5951.0,6141.0,6234.0,6675.0,6882.0,7100.0,7100.0,7425.0,7891.0,7896.0,8835.0,9267.0,9657.0,10094.0,10377.0,10561.0,11041.0,11374.0,11796.0,12040.0,12510.0,12613.0,13452.0,13825.0,14196.0,14767.0,14767.0,15987.0,16747.0
Uganda,2629.0,2629.0,3160.0,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,4856.0,7693.0,8855.0,9975.0,11101.0,12565.0,13742.0,14761.0,16057.0,17388.0,18921.0,20329.0,20329.0,27432.0,27432.0,29279.0,31364.0,33818.0,36302.0,39232.0,41478.0,44110.0,47620.0,50711.0,53872.0,56767.0,58606.0,58606.0,63171.0,65275.0,67559.0,70117.0,72161.0,72161.0,73485.0,75228.0,77456.0,81682.0,83788.0,84975.0,86714.0
Mali,,,,,,,,,,,,,,,,,,,,,2023.0,2023.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2172.0,2498.0,2498.0,2498.0,2498.0,3264.0,3383.0,3483.0,3483.0,3483.0,3483.0,3483.0,3483.0,3483.0
Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,1843.0,1843.0,2271.0,2271.0,2271.0,2271.0,2271.0,2271.0,2790.0,2790.0,3232.0,3232.0,3863.0,5389.0,5389.0,6890.0,7557.0,7953.0,8698.0,9771.0,9771.0,11669.0,11669.0,13645.0,14588.0,15668.0,15668.0,17842.0,18754.0,19857.0,22330.0,24088.0,25135.0,26517.0,28360.0,30306.0,32689.0,34860.0,36624.0,39048.0,41689.0,45278.0,48985.0,48985.0,57254.0,57254.0,62300.0,65760.0,69507.0,69519.0,73205.0,76962.0,81010.0
Macao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,612.0,612.0,618.0,618.0,694.0,694.0,694.0,694.0,744.0,744.0,744.0,744.0,744.0,920.0,920.0,1163.0,1302.0,1302.0,1515.0,1655.0,1803.0,1803.0,2069.0,2069.0,2266.0,2315.0,2345.0,2409.0,2409.0,2599.0,2634.0,2657.0,2665.0,2697.0,2756.0,2816.0,2816.0,2950.0,2950.0,2965.0,3042.0,3096.0,3170.0,3216.0,3216.0,3216.0,3496.0,3496.0,3686.0,3686.0,3873.0,3873.0,3873.0
Cayman Islands,365.0,365.0,365.0,365.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,536.0,636.0,690.0,702.0,702.0,702.0,778.0,778.0,778.0,778.0,940.0,940.0,940.0,1148.0,1148.0,1535.0,1535.0,1927.0,1927.0,1927.0,2528.0,2752.0,3050.0,3126.0,3423.0,3423.0,3423.0,4187.0,4564.0,4893.0,5342.0,5900.0,5900.0,5900.0,5900.0,7082.0,7576.0,7959.0,8426.0,8426.0,8426.0
Zambia,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,1239.0,1239.0,1239.0,1239.0,1239.0,1696.0,1879.0,2191.0,2191.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,5284.0,5284.0,5284.0,5284.0,5284.0,6882.0,6882.0,7277.0,7277.0,10270.0,10270.0,10270.0,10270.0,10270.0,10270.0,10270.0,13872.0,15487.0,15811.0,15811.0,17354.0,17875.0,19014.0,19014.0,19432.0,20011.0,20011.0,20011.0
Sint Maarten,105.0,105.0,105.0,112.0,112.0,112.0,112.0,112.0,112.0,134.0,134.0,134.0,134.0,157.0,163.0,163.0,163.0,163.0,163.0,249.0,266.0,266.0,266.0,266.0,266.0,266.0,302.0,302.0,302.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,414.0,414.0,414.0,414.0,425.0,437.0,437.0,437.0,438.0
Bermuda,298.0,298.0,306.0,306.0,306.0,306.0,306.0,306.0,315.0,354.0,354.0,354.0,416.0,527.0,552.0,552.0,638.0,638.0,651.0,877.0,949.0,949.0,949.0,1173.0,1546.0,1682.0,1682.0,2197.0,2500.0,2791.0,2819.0,3144.0,3270.0,3374.0,3569.0,3719.0,3719.0,4020.0,4020.0,4489.0,4642.0,4642.0,4691.0,4691.0,5017.0,5017.0,5549.0,5705.0,5719.0,5784.0,6133.0,6362.0,6362.0
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0,553.0
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,1313.0,1353.0,1353.0,1391.0,1485.0,1500.0,1500.0,1500.0,1500.0,1500.0,1634.0,1634.0,1670.0,1700.0,1700.0,1794.0,1814.0,1826.0,1826.0,1826.0,1910.0,1910.0,1955.0,1972.0
Guyana,110.0,110.0,115.0,115.0,132.0,132.0,132.0,132.0,145.0,145.0,145.0,175.0,193.0,213.0,260.0,283.0,283.0,322.0,328.0,328.0,348.0,375.0,375.0,375.0,442.0,464.0,464.0,519.0,579.0,579.0,579.0,579.0,579.0,680.0,714.0,714.0,785.0,852.0,914.0,930.0,986.0,1020.0,1052.0,1065.0,1089.0,1089.0,1218.0,1269.0,1295.0,1329.0,1366.0,1401.0,1457.0
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,572.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,724.0,5337.0,5530.0,5530.0,6617.0,7050.0,7445.0,7445.0,7966.0,7966.0,7966.0,8622.0,8622.0,9908.0,9908.0
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19474.0,19474.0,22808.0,25471.0,25471.0,25471.0,25471.0,25471.0,25471.0,25471.0,25471.0,26431.0,26792.0,26792.0,26792.0,27954.0
Haiti,247.0,247.0,247.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,365.0,365.0,365.0,365.0,365.0,498.0,498.0,618.0,642.0,642.0,690.0,719.0,719.0,769.0,776.0,776.0,776.0,827.0,848.0,848.0,935.0,1026.0,1037.0,1091.0,1142.0,1145.0,1160.0,1296.0,1296.0,1296.0,1408.0,1502.0,1669.0,1669.0,1669.0,2120.0,2270.0,2270.0,2519.0,2582.0,2718.0,2718.0
Myanmar,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1406.0,1406.0,1406.0,1406.0,2836.0,3236.0,3883.0,4152.0,4786.0,4692.0,5198.0,5270.0,5596.0,6124.0,6245.0,6678.0,6987.0,7608.0,7718.0,8085.0,8281.0,8460.0,8703.0,9025.0,9037.0,10042.0,10227.0,10848.0,10848.0,11222.0,11482.0,12061.0,12061.0,12482.0,13634.0,13634.0,14561.0,14561.0,15137.0,15838.0,16550.0,17152.0,17875.0,18644.0
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,3432.0,3432.0,3588.0,3714.0,3714.0,4139.0,4139.0,4696.0,4696.0,5296.0,5296.0,5296.0,5296.0,5296.0,5296.0,8008.0,8008.0,8008.0,8327.0,8327.0,9863.0,9863.0,9863.0,11299.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0
Libya,294.0,312.0,326.0,326.0,326.0,326.0,326.0,326.0,374.0,492.0,492.0,492.0,507.0,634.0,699.0,699.0,707.0,725.0,808.0,891.0,1181.0,1337.0,1337.0,1461.0,1623.0,1623.0,1623.0,1623.0,1949.0,1949.0,2155.0,2155.0,2338.0,2338.0,2338.0,2338.0,2338.0,3093.0,3093.0,3253.0,3253.0,3253.0,3253.0,3633.0,3633.0,3633.0,3633.0,3633.0,3633.0,4351.0,4351.0,4351.0,4351.0
