Country,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32
Panama,9749.0,9749.0,10297.0,10297.0,10297.0,10297.0,10297.0,10297.0,11776.0,11776.0,11776.0,11776.0,14588.0,16854.0,17850.0,18559.0,19091.0,19091.0,20996.0,21902.0,22702.0,23534.0,24304.0,25400.0,26642.0,27834.0,28795.0,29837.0,30749.0,31895.0,31895.0,34459.0,35556.0,36483.0,38014.0,39093.0,40356.0,40356.0,42657.0,43663.0,44561.0,45873.0,46898.0,47768.0,49104.0,50348.0,51105.0,51815.0,52641.0,53928.0,55018.0,56755.0,58240.0
Dominican Republic,4542.0,4542.0,4542.0,4542.0,4542.0,4542.0,4542.0,4542.0,4542.0,7151.0,7151.0,7936.0,8469.0,9275.0,12229.0,13282.0,14373.0,15583.0,57809.0,16973.0,18261.0,18261.0,18261.0,21284.0,22498.0,22498.0,23979.0,25368.0,25368.0,25368.0,30102.0,30102.0,33377.0,33377.0,33377.0,36959.0,38543.0,40591.0,42615.0,42615.0,42615.0,42615.0,47774.0,50108.0,50108.0,50108.0,50108.0,50108.0,59976.0,61330.0,61330.0,65355.0,65355.0
Greece,26193.0,26193.0,26193.0,28584.0,28584.0,28584.0,28584.0,28584.0,32528.0,33634.0,33634.0,35532.0,37344.0,50771.0,50771.0,50771.0,53290.0,53290.0,54344.0,55666.0,56944.0,59241.0,61407.0,63087.0,64608.0,66094.0,69833.0,72130.0,75170.0,77251.0,78207.0,79332.0,80951.0,83750.0,87052.0,90043.0,94991.0,97384.0,98897.0,99363.0,106054.0,112042.0,116233.0,120015.0,126283.0,128525.0,131684.0,136001.0,139445.0,144078.0,147958.0,152998.0,153963.0
South Africa,56873.0,56873.0,58098.0,58098.0,58098.0,58098.0,58098.0,58098.0,63776.0,68874.0,73028.0,73028.0,75053.0,90515.0,95060.0,100827.0,108021.0,114711.0,121510.0,126937.0,133774.0,143570.0,152390.0,161004.0,168643.0,178470.0,185497.0,197127.0,207530.0,217522.0,230686.0,245747.0,257541.0,268064.0,279379.0,292153.0,307752.0,324079.0,341336.0,356067.0,369697.0,386352.0,403018.0,421555.0,439559.0,460873.0,475071.0,488609.0,506861.0,525433.0,543032.0,564370.0,583855.0
Qatar,35757.0,38108.0,38108.0,41818.0,41818.0,41818.0,41818.0,41818.0,43144.0,45339.0,45339.0,45339.0,47751.0,54484.0,56381.0,58328.0,60139.0,62538.0,64620.0,66725.0,70012.0,73457.0,75888.0,79705.0,82289.0,85709.0,88607.0,91415.0,94500.0,97726.0,101728.0,104435.0,106795.0,109762.0,112963.0,116495.0,120458.0,124554.0,127769.0,131044.0,135294.0,139127.0,143938.0,148173.0,152704.0,157570.0,161695.0,166182.0,170437.0,175482.0,180642.0,184794.0,188143.0
Iceland,27880.0,27880.0,28991.0,28991.0,28991.0,28991.0,28991.0,28991.0,30947.0,32663.0,34125.0,34125.0,34635.0,37386.0,38204.0,39536.0,41091.0,41091.0,43143.0,43831.0,44468.0,45093.0,45286.0,45971.0,46352.0,46377.0,46377.0,47573.0,48413.0,49135.0,50002.0,50406.0,50477.0,51345.0,51663.0,51663.0,52745.0,53260.0,54195.0,54195.0,54791.0,55075.0,55626.0,56219.0,56742.0,56875.0,56882.0,57187.0,57628.0,58225.0,58225.0,58225.0,58225.0
Argentina,8488.0,10709.0,11778.0,11778.0,11778.0,11778.0,11778.0,11778.0,14850.0,14850.0,14850.0,16379.0,18027.0,24374.0,26457.0,28650.0,30942.0,32712.0,34568.0,36611.0,39228.0,41786.0,44654.0,47406.0,49905.0,51900.0,53600.0,56058.0,58685.0,61530.0,63866.0,65813.0,67920.0,69718.0,72315.0,75198.0,77901.0,80729.0,83018.0,85158.0,87547.0,90474.0,93673.0,96893.0,100362.0,103220.0,105829.0,108634.0,112370.0,116689.0,121278.0,125893.0,129418.0
Colombia,23706.0,25264.0,27685.0,27685.0,30445.0,30445.0,30445.0,30445.0,33575.0,34910.0,34910.0,37593.0,40603.0,48628.0,52085.0,55573.0,59002.0,62746.0,65169.0,68428.0,71500.0,71500.0,78078.0,78078.0,87199.0,90899.0,90899.0,95085.0,104657.0,108950.0,114602.0,118801.0,123029.0,127105.0,131110.0,135352.0,139739.0,144912.0,151396.0,151396.0,165738.0,165738.0,177050.0,177050.0,190114.0,190114.0,201808.0,201808.0,214536.0,214536.0,235948.0,243119.0,252742.0
Algeria,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,3359.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,,,,,,
Ukraine,5864.0,5864.0,6385.0,6385.0,7205.0,7205.0,7205.0,7205.0,20608.0,23522.0,23522.0,23522.0,30314.0,42823.0,47096.0,52534.0,57111.0,58093.0,61997.0,67520.0,72296.0,77752.0,83577.0,89373.0,93519.0,98719.0,104544.0,111859.0,118545.0,122752.0,129723.0,134592.0,139759.0,144283.0,151569.0,159155.0,167107.0,176403.0,181552.0,187307.0,192247.0,202495.0,211614.0,220638.0,227801.0,232899.0,239961.0,248529.0,257890.0,267185.0,277712.0,285626.0,291868.0
Singapore,40000.0,65000.0,65000.0,65000.0,65000.0,65000.0,65000.0,65000.0,65000.0,65000.0,72680.0,72680.0,72680.0,72680.0,94796.0,94796.0,94796.0,94796.0,94796.0,94796.0,94796.0,94796.0,121774.0,121774.0,121774.0,121774.0,121774.0,143919.0,143919.0,143919.0,143919.0,143919.0,143919.0,143919.0,175604.0,175604.0,175604.0,175604.0,175604.0,175604.0,224262.0,224262.0,224262.0,224262.0,246254.0,246254.0,246254.0,246254.0,294414.0,294414.0,294414.0,294414.0,294414.0
Croatia,11464.0,11464.0,12322.0,12322.0,12322.0,12322.0,12322.0,12322.0,13680.0,13680.0,14612.0,14612.0,15691.0,19256.0,20158.0,20953.0,21647.0,24186.0,26610.0,26610.0,27614.0,28853.0,30213.0,30913.0,31622.0,32817.0,33577.0,34476.0,36221.0,36917.0,37557.0,38084.0,39040.0,39973.0,41053.0,41938.0,43378.0,44218.0,44886.0,44886.0,47480.0,48737.0,50340.0,51568.0,52425.0,53877.0,54820.0,55800.0,57021.0,58091.0,59911.0,60864.0,61482.0
Egypt,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,55000.0,55000.0,55000.0,55000.0,55000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,105000.0,105000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0
Morocco,5067.0,5104.0,5272.0,5437.0,5437.0,5437.0,5600.0,5600.0,6116.0,6854.0,6854.0,7734.0,8473.0,11433.0,12523.0,13111.0,14189.0,15123.0,17204.0,18946.0,20832.0,22816.0,24612.0,26472.0,28416.0,30368.0,32076.0,33922.0,35803.0,38102.0,40961.0,44076.0,47837.0,52100.0,55109.0,56492.0,62007.0,64836.0,67741.0,68980.0,74208.0,76938.0,80505.0,81616.0,89048.0,94595.0,99339.0,104915.0,111890.0,122870.0,132968.0,142127.0,146598.0
Estonia,21866.0,21866.0,23546.0,23546.0,24813.0,24813.0,24813.0,24813.0,26416.0,27883.0,27883.0,29456.0,30349.0,36024.0,37594.0,39605.0,40333.0,40930.0,42213.0,43637.0,45181.0,46281.0,47331.0,47331.0,48406.0,48406.0,51188.0,52741.0,53767.0,54464.0,55206.0,55784.0,57423.0,58955.0,60530.0,61767.0,62720.0,63372.0,63964.0,64975.0,66102.0,67130.0,68097.0,68840.0,69520.0,69520.0,70188.0,72464.0,73731.0,74604.0,75249.0,75779.0,75779.0
New Zealand,39918.0,39918.0,42826.0,42826.0,46875.0,46875.0,46875.0,46875.0,51165.0,55685.0,55685.0,58746.0,61167.0,70160.0,74401.0,79078.0,83224.0,86305.0,89508.0,94797.0,101277.0,108238.0,115015.0,120981.0,123920.0,126066.0,128703.0,134570.0,139898.0,145589.0,150223.0,152696.0,155928.0,160700.0,168023.0,175835.0,183039.0,190326.0,194191.0,197084.0,203045.0,209613.0,216787.0,223937.0,228148.0,230718.0,233843.0,238725.0,244838.0,250246.0,255850.0,259152.0,261315.0
Iraq,,,,26331.0,26331.0,26331.0,26331.0,26331.0,28414.0,30466.0,32158.0,32158.0,33889.0,46135.0,49260.0,51737.0,53955.0,56147.0,59055.0,60837.0,62880.0,64882.0,67293.0,68224.0,71471.0,73782.0,73782.0,86708.0,92061.0,95399.0,98253.0,103262.0,107586.0,113484.0,117726.0,120604.0,122941.0,124920.0,127153.0,129701.0,132457.0,136640.0,140573.0,140573.0,140573.0,149701.0,149701.0,149701.0,149701.0,149701.0,175830.0,181882.0,186885.0
Slovenia,28253.0,28253.0,28253.0,29455.0,29455.0,30669.0,30669.0,30669.0,31813.0,33047.0,33047.0,34279.0,34851.0,37114.0,38137.0,39330.0,40580.0,41802.0,41802.0,44435.0,45703.0,45703.0,48179.0,48179.0,49607.0,50290.0,51607.0,52830.0,52948.0,52948.0,55520.0,56136.0,57504.0,58923.0,59978.0,59978.0,62203.0,62203.0,63365.0,64547.0,64547.0,66678.0,67701.0,67701.0,68852.0,69363.0,70970.0,73319.0,74228.0,74228.0,75110.0,75110.0,75110.0
Moldova,,,,5108.0,5108.0,5108.0,5108.0,5108.0,5108.0,6271.0,6271.0,6271.0,6271.0,6271.0,9848.0,9848.0,9848.0,10488.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,11763.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,20447.0,40565.0,40565.0,40565.0,40565.0,40565.0
Hong Kong,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,96709.0,116273.0,131786.0,131786.0,131786.0,131786.0,131786.0,131786.0,131786.0,131786.0,145640.0,145640.0,145640.0,145640.0,145640.0,154989.0,154989.0,154989.0,154989.0,154989.0,154989.0,154989.0,154989.0,154989.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,168291.0,202930.0,202930.0,202930.0
Lithuania,25599.0,25599.0,27807.0,27807.0,30108.0,30108.0,30108.0,30108.0,32809.0,36051.0,36051.0,38472.0,38472.0,48537.0,53101.0,58816.0,64035.0,66352.0,70753.0,76973.0,83591.0,90992.0,98948.0,104488.0,106775.0,111809.0,118201.0,125555.0,132768.0,138270.0,141678.0,144029.0,149106.0,156493.0,164088.0,172191.0,180332.0,183913.0,186565.0,192386.0,200264.0,208253.0,216247.0,224040.0,228726.0,231104.0,231104.0,245580.0,253004.0,259043.0,264882.0,267719.0,269889.0
Armenia,4929.0,4929.0,5140.0,5140.0,5452.0,5452.0,5452.0,5452.0,5823.0,6081.0,6081.0,6484.0,7164.0,9632.0,10793.0,11796.0,12680.0,13373.0,13929.0,14966.0,15960.0,16552.0,17342.0,17931.0,18547.0,19296.0,20189.0,21125.0,22177.0,23142.0,24177.0,24942.0,25846.0,26929.0,28017.0,29205.0,30397.0,31590.0,32561.0,33313.0,34766.0,36016.0,37476.0,39005.0,40230.0,41850.0,43041.0,44071.0,45822.0,47654.0,49080.0,50397.0,51594.0
Hungary,22282.0,22282.0,23746.0,23746.0,25748.0,25748.0,25748.0,25748.0,27826.0,29948.0,29948.0,31961.0,33532.0,38489.0,41590.0,43901.0,46353.0,48057.0,50052.0,52702.0,55390.0,58251.0,60801.0,63505.0,65625.0,67172.0,70300.0,72951.0,76331.0,79551.0,82010.0,83958.0,85557.0,86743.0,94036.0,99058.0,103258.0,108257.0,112165.0,114719.0,118500.0,123258.0,127237.0,131429.0,135137.0,137243.0,138697.0,142729.0,147511.0,155801.0,159260.0,162925.0,164619.0
Bahrain,46999.0,47684.0,47684.0,47684.0,50320.0,50320.0,50320.0,50320.0,54708.0,55096.0,57307.0,57681.0,60425.0,73272.0,76630.0,79612.0,82568.0,89225.0,89225.0,94380.0,97796.0,100031.0,107273.0,110379.0,114110.0,117374.0,121706.0,126905.0,129694.0,134082.0,139354.0,144155.0,149586.0,155501.0,160341.0,166378.0,172158.0,178353.0,184029.0,190780.0,197898.0,205570.0,214084.0,222542.0,230188.0,236828.0,248205.0,249411.0,255633.0,262107.0,274711.0,276552.0,281204.0
Diamond Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,40000.0,40000.0,40000.0,43000.0,46000.0,46000.0,46000.0,46000.0,46000.0,49000.0,53000.0,53000.0,64000.0,81246.0,86813.0,86813.0,86813.0,98231.0,102556.0,114955.0,114955.0,122543.0,139295.0,147525.0,153845.0,161028.0,161028.0,168986.0,186262.0,195430.0,195430.0,211369.0,211369.0,220045.0,220045.0,229466.0,240146.0,251771.0,274060.0,274060.0,284445.0,296380.0,308156.0,321705.0,335057.0,350515.0,375076.0,375076.0,403236.0,419004.0,434618.0,450627.0,450627.0
Bosnia and Herzegovina,5934.0,5934.0,5934.0,6911.0,6911.0,6911.0,6911.0,6911.0,6911.0,6911.0,6911.0,6911.0,10181.0,13339.0,14743.0,15751.0,16868.0,17818.0,19195.0,20125.0,21432.0,21432.0,21432.0,25830.0,25830.0,27603.0,27603.0,30793.0,30793.0,32178.0,32783.0,34378.0,34378.0,35296.0,36492.0,38187.0,38187.0,39989.0,41282.0,42318.0,43451.0,44380.0,45810.0,47149.0,48528.0,49832.0,51320.0,53988.0,55624.0,56997.0,57507.0,59532.0,59532.0
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,179000.0,179000.0,179000.0,179000.0,179000.0,179000.0,196397.0,196397.0,196397.0,196397.0,196397.0,196397.0,196397.0,196397.0,196397.0,196397.0,227000.0,231930.0,236004.0,240716.0,244476.0,248314.0,252696.0,256314.0,261071.0,264959.0,268154.0,273812.0
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,45000.0,45000.0,53300.0,53300.0,53300.0,53300.0,53300.0,53300.0,57371.0,57371.0,61342.0,61342.0,61342.0,75397.0,75397.0,86607.0,86607.0,95747.0,95747.0,102764.0,108221.0,108221.0,114410.0,120479.0,120479.0,128807.0,132640.0,137379.0,143079.0,146630.0,152597.0,157932.0,157932.0,164481.0,169790.0,175910.0,181530.0,188950.0,193411.0,193411.0,202282.0,208546.0,214291.0,220363.0,226005.0,232077.0,235910.0,240220.0,245609.0,252496.0,252496.0,265067.0,270739.0
Kazakhstan,5093.0,5093.0,54767.0,54767.0,56775.0,56775.0,56775.0,56775.0,59371.0,61955.0,61955.0,61955.0,69304.0,85735.0,85735.0,85735.0,100878.0,117949.0,126727.0,139207.0,153492.0,153492.0,180502.0,196298.0,205560.0,216276.0,232415.0,249527.0,268534.0,268534.0,282862.0,306861.0,320411.0,320411.0,353843.0,371126.0,385104.0,398411.0,408713.0,408713.0,439495.0,459736.0,483236.0,505216.0,505216.0,540708.0,553062.0,571547.0,591502.0,612997.0,635712.0,657214.0,671774.0
Tunisia,7145.0,7145.0,7725.0,7725.0,8274.0,8274.0,8274.0,8274.0,8878.0,9570.0,9570.0,10087.0,10676.0,13137.0,13930.0,14640.0,15332.0,16098.0,17287.0,18165.0,18861.0,19411.0,19849.0,20408.0,20818.0,21081.0,21477.0,22062.0,22957.0,23526.0,24055.0,24406.0,24853.0,25165.0,25555.0,25967.0,27420.0,29297.0,32818.0,33266.0,33880.0,34323.0,36523.0,37862.0,39778.0,40559.0,41620.0,41620.0,43723.0,45308.0,46628.0,47649.0,47816.0
North Macedonia,5291.0,5291.0,5291.0,5879.0,5879.0,5879.0,5879.0,5879.0,6571.0,6571.0,6571.0,6571.0,7653.0,9262.0,10422.0,10859.0,11556.0,11870.0,11870.0,12340.0,13000.0,13649.0,14057.0,14758.0,15120.0,15120.0,15771.0,16050.0,16050.0,16798.0,16997.0,17246.0,17359.0,17359.0,17836.0,18168.0,18410.0,18821.0,18821.0,19241.0,19430.0,19739.0,20088.0,20548.0,21010.0,21436.0,22255.0,22767.0,22767.0,23316.0,24018.0,25270.0,25528.0
Bulgaria,15899.0,15899.0,15899.0,15899.0,15899.0,15899.0,15899.0,15899.0,15899.0,18502.0,18502.0,18502.0,18502.0,18502.0,18502.0,18502.0,26417.0,26417.0,26417.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,45208.0,45208.0,46510.0,47636.0,47636.0,49145.0,50303.0,51768.0,52931.0,54328.0,56105.0,57231.0,57634.0,58713.0,60100.0,61711.0,63319.0,64480.0,65574.0,65936.0,66810.0,68243.0,70755.0,71605.0,73210.0,74096.0,74539.0
Latvia,21453.0,21453.0,22575.0,22575.0,24036.0,24036.0,24036.0,24036.0,25458.0,26656.0,26656.0,27796.0,28214.0,31302.0,32837.0,34697.0,35881.0,36668.0,37972.0,39336.0,41041.0,43080.0,45743.0,47671.0,49235.0,51561.0,54811.0,57886.0,61120.0,63102.0,64245.0,65464.0,66150.0,68627.0,71069.0,73016.0,75571.0,76592.0,77147.0,79047.0,81246.0,83275.0,85431.0,87377.0,88405.0,89123.0,90968.0,92751.0,94621.0,96366.0,97846.0,99049.0,99770.0
Lebanon,9653.0,9653.0,10221.0,10221.0,10221.0,10221.0,10808.0,10808.0,12524.0,12524.0,13530.0,13530.0,15152.0,18115.0,19185.0,20225.0,20929.0,20929.0,20929.0,22853.0,22853.0,25337.0,26467.0,27827.0,27827.0,29367.0,30879.0,32446.0,36420.0,36420.0,37880.0,39238.0,41014.0,42488.0,44701.0,46677.0,48673.0,49990.0,51182.0,51731.0,53269.0,54694.0,57715.0,57715.0,59588.0,61479.0,62424.0,65363.0,65363.0,67510.0,69610.0,71814.0,74224.0
Slovakia,16191.0,16191.0,17639.0,17639.0,17639.0,17639.0,17639.0,17639.0,21371.0,21371.0,22957.0,22957.0,25846.0,31605.0,34458.0,40953.0,44276.0,44278.0,49428.0,52649.0,57421.0,61261.0,66089.0,70928.0,74099.0,75866.0,81338.0,85922.0,91072.0,94770.0,96220.0,97804.0,99864.0,104606.0,109767.0,114461.0,118371.0,119859.0,120645.0,122708.0,127034.0,131910.0,135902.0,139986.0,142462.0,143433.0,145474.0,148845.0,151778.0,154529.0,156765.0,158414.0,159059.0
Andorra,,,,,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,1673.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
Cyprus,11664.0,11664.0,11664.0,13017.0,13017.0,13017.0,13017.0,13017.0,14273.0,14273.0,14273.0,16308.0,17119.0,17923.0,25734.0,29075.0,32284.0,34087.0,34087.0,37081.0,37081.0,40745.0,43542.0,43542.0,43542.0,50220.0,53219.0,53219.0,58109.0,60536.0,62267.0,62267.0,65725.0,66975.0,69037.0,70811.0,72768.0,74746.0,76139.0,76139.0,78338.0,80284.0,81942.0,81942.0,85301.0,87549.0,87549.0,90718.0,90718.0,95349.0,95349.0,99733.0,99733.0
Costa Rica,5098.0,5098.0,5363.0,5363.0,5525.0,5525.0,5525.0,5525.0,6035.0,6298.0,6298.0,6298.0,6608.0,9089.0,9396.0,9752.0,10138.0,10417.0,10879.0,11387.0,11766.0,12073.0,12342.0,12467.0,12467.0,12670.0,12729.0,13117.0,13240.0,13529.0,13632.0,13851.0,13988.0,14121.0,14448.0,15140.0,15810.0,16517.0,17170.0,17299.0,17470.0,18040.0,18388.0,18655.0,19401.0,20115.0,20352.0,20741.0,21299.0,21929.0,22554.0,22910.0,23378.0
Uruguay,5208.0,5208.0,5385.0,5385.0,5727.0,5727.0,5727.0,5727.0,6175.0,6856.0,6856.0,7496.0,8114.0,10448.0,11239.0,11749.0,12478.0,13207.0,13396.0,13923.0,14532.0,15142.0,15834.0,16496.0,17063.0,17505.0,18140.0,19016.0,19747.0,20554.0,21164.0,21939.0,22805.0,23811.0,24656.0,25698.0,26838.0,27461.0,28024.0,28697.0,29500.0,30209.0,31209.0,32225.0,33036.0,33861.0,34384.0,34794.0,35630.0,36537.0,37178.0,37590.0,38146.0
Uzbekistan,,,,,,,,,,70000.0,70000.0,70000.0,70000.0,70000.0,100000.0,136000.0,136000.0,136000.0,150000.0,150000.0,150000.0,210000.0,210000.0,210000.0,242536.0,242536.0,242536.0,242536.0,242536.0,242536.0,242536.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0
Albania,2571.0,2571.0,2753.0,2753.0,2753.0,2753.0,2989.0,2989.0,3223.0,3385.0,3385.0,3644.0,3877.0,4558.0,5080.0,5080.0,5542.0,5775.0,6017.0,6269.0,6509.0,6509.0,7015.0,7015.0,7279.0,7758.0,7758.0,8028.0,8253.0,8669.0,8866.0,9006.0,9006.0,9531.0,9531.0,10044.0,10268.0,10268.0,10438.0,10802.0,11048.0,11239.0,11458.0,11458.0,12024.0,12192.0,12369.0,12555.0,12759.0,12933.0,13133.0,13279.0,13333.0
Taiwan,37219.0,37219.0,39011.0,40702.0,40702.0,40702.0,40702.0,40702.0,42315.0,43886.0,43886.0,45436.0,46547.0,50703.0,51603.0,52445.0,53005.0,53632.0,55476.0,56853.0,58003.0,59026.0,59840.0,60459.0,60956.0,61684.0,62368.0,62844.0,63340.0,63713.0,64094.0,64436.0,64958.0,65589.0,66046.0,66460.0,66861.0,67133.0,67400.0,67758.0,68107.0,68335.0,68659.0,68988.0,69206.0,69395.0,69395.0,69876.0,70100.0,70338.0,70526.0,70697.0,70880.0
Afghanistan,,,,,,,,,,,,,,,,,,6422.0,6422.0,6422.0,6422.0,6422.0,6422.0,7425.0,8694.0,9000.0,9000.0,10022.0,10593.0,11068.0,11068.0,11068.0,13076.0,13777.0,13777.0,14389.0,15560.0,15560.0,15560.0,15560.0,18724.0,19732.0,20854.0,20854.0,21967.0,23497.0,24697.0,25700.0,26707.0,27889.0,29417.0,30052.0,31718.0
Cuba,5234.0,5234.0,5234.0,7054.0,7054.0,7054.0,7054.0,7054.0,9410.0,9410.0,12023.0,12023.0,13162.0,20451.0,21837.0,23317.0,25309.0,26982.0,28598.0,30416.0,30416.0,34243.0,36134.0,37991.0,39828.0,41651.0,43508.0,45344.0,47347.0,49409.0,51506.0,53545.0,55542.0,57711.0,59648.0,61613.0,63560.0,63560.0,67335.0,69182.0,71157.0,73129.0,75142.0,77374.0,79834.0,81917.0,83868.0,85556.0,87288.0,89031.0,90911.0,92629.0,94060.0
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,20500.0,20500.0,20500.0,20500.0,20500.0,29000.0,33000.0,35000.0,36000.0,36000.0,61608.0,63737.0,63737.0,63737.0,63737.0,63737.0,63737.0,78885.0,82092.0,84593.0,87618.0,91666.0,97110.0,101734.0,106314.0,111285.0,111285.0,119260.0,123600.0,127307.0,131985.0,136229.0,140222.0,144356.0,144356.0,148482.0,152615.0,156663.0,159320.0,161722.0,163173.0
Réunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0,17200.0
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40459.0,40459.0,40459.0,40459.0,40459.0,40459.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,61000.0,61000.0,61000.0,61000.0,61000.0,61000.0,72000.0,72000.0,72000.0,72000.0,72000.0
Channel Islands,,1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,1157.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,3320.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,5342.0,10255.0,10255.0
Honduras,,,,,,,,,,1600.0,1600.0,1600.0,1600.0,2012.0,2012.0,2396.0,2535.0,2535.0,2535.0,2535.0,2535.0,3107.0,3457.0,3457.0,3643.0,3643.0,3643.0,3643.0,3643.0,3643.0,4669.0,4810.0,5243.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,10775.0,10775.0,11315.0,11820.0,11820.0,11820.0,14790.0
San Marino,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,722.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,1605.0,1711.0,1726.0,1820.0,1872.0,1929.0,1929.0,1929.0,2074.0,2082.0,2170.0,2235.0,2305.0,2397.0,2397.0,2451.0,2457.0,2538.0,2660.0,2777.0,2860.0,2956.0,2956.0,2985.0,3121.0,3201.0,3300.0,3394.0,3460.0,3499.0,3499.0,3610.0,3700.0,3779.0,3873.0,3968.0,3968.0
Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9657.0,10073.0,10508.0,10778.0,10778.0,11448.0,11448.0,12312.0,12312.0,12312.0,13663.0,13663.0,14618.0,15260.0,15260.0,15260.0,15260.0,18303.0,18608.0,19174.0,19174.0,21069.0,22233.0,22233.0,23444.0
