Country,2020/03/30 12:00:00,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51,2020/05/11 10:29:44,2020/05/12 10:29:49,2020/05/13 10:30:19,2020/05/14 10:30:49,2020/05/15 10:30:52,2020/05/16 10:31:37,2020/05/17 10:32:03,2020/05/18 10:32:10,2020/05/19 10:33:05,2020/05/20 10:33:11,2020/05/21 10:33:38,2020/05/22 10:33:43,2020/05/23 10:34:25,2020/05/24 10:34:25,2020/05/25 10:34:32
USA,134961.0,311310.0,326677.0,337394.0,352996.0,365981.0,365981.0,365981.0,365981.0,397562.0,426270.0,432460.0,457102.0,482033.0,567086.0,585725.0,609587.0,631623.0,652688.0,678031.0,690859.0,717361.0,750544.0,763109.0,788469.0,813126.0,814542.0,834261.0,855492.0,875696.0,904153.0,919667.0,941626.0,954962.0,965087.0,975325.0,998686.0,1019799.0,1029198.0,1030840.0,1041830.0,1028465.0,1034892.0,1052654.0,1068029.0,1078453.0,1090582.0,1102171.0,1116249.0,1127484.0,1142726.0,1144470.0,1121219.0,1135434.0
Italy,73880.0,91246.0,93187.0,93187.0,94067.0,94067.0,94067.0,94067.0,94067.0,95262.0,96877.0,96877.0,98273.0,100269.0,105418.0,106607.0,106962.0,107771.0,108257.0,108237.0,107709.0,107699.0,106848.0,106527.0,105847.0,106103.0,105813.0,105205.0,104657.0,101551.0,100943.0,100704.0,100179.0,99980.0,98467.0,91528.0,89624.0,87961.0,84842.0,83324.0,82488.0,81266.0,78457.0,76440.0,72070.0,70187.0,68351.0,66553.0,65129.0,62752.0,60960.0,59322.0,57752.0,56594.0
Spain,58598.0,81540.0,81426.0,83504.0,83406.0,84689.0,84689.0,84114.0,84114.0,85043.0,85511.0,85415.0,86390.0,86656.0,88889.0,90836.0,96040.0,97948.0,98771.0,100382.0,100757.0,101617.0,101617.0,104885.0,105149.0,85712.0,85069.0,84403.0,79695.0,77112.0,75714.0,74234.0,73300.0,71240.0,70230.0,68466.0,66866.0,65410.0,63148.0,61603.0,63553.0,62130.0,60764.0,58845.0,57941.0,54124.0,54124.0,53521.0,54067.0,54678.0,55219.0,56318.0,56734.0,57142.0
Germany,52683.0,70462.0,71196.0,65814.0,69394.0,69566.0,69566.0,69566.0,69566.0,64647.0,63221.0,64484.0,65522.0,65181.0,53949.0,52242.0,51645.0,51186.0,49601.0,47003.0,43967.0,42114.0,40840.0,39487.0,40836.0,37294.0,38132.0,33220.0,31572.0,29486.0,28341.0,27555.0,26098.0,24059.0,22614.0,20987.0,20338.0,19778.0,19375.0,18710.0,17715.0,16819.0,15937.0,15347.0,15098.0,14817.0,14002.0,13466.0,12749.0,12261.0,11800.0,11461.0,11320.0,10757.0
France,30366.0,68578.0,71849.0,71849.0,79404.0,79404.0,79404.0,79404.0,79404.0,80827.0,82333.0,82333.0,86740.0,89431.0,99741.0,114295.0,94868.0,96487.0,96598.0,97709.0,98073.0,97880.0,94239.0,94090.0,94280.0,94341.0,97036.0,95365.0,94105.0,93326.0,92540.0,93074.0,93014.0,92890.0,92284.0,94410.0,93777.0,94067.0,94310.0,94373.0,94056.0,93449.0,92313.0,91840.0,91529.0,90674.0,90248.0,89960.0,90224.0,90089.0,89753.0,89721.0,89590.0,89600.0
Iran,23278.0,32525.0,32525.0,31678.0,31678.0,31678.0,31678.0,36244.0,36244.0,29801.0,29801.0,28495.0,28495.0,23725.0,21679.0,20897.0,20472.0,19850.0,20070.0,19023.0,18540.0,17492.0,16702.0,16021.0,15485.0,15114.0,14733.0,14268.0,13909.0,13509.0,13237.0,12942.0,12799.0,13155.0,13155.0,13645.0,13905.0,14313.0,14567.0,15179.0,15179.0,15677.0,16514.0,17140.0,18308.0,18308.0,18746.0,19774.0,20311.0,20958.0,22076.0,22076.0,22483.0,22560.0
UK,18159.0,42737.0,46100.0,46100.0,48948.0,48948.0,48948.0,48948.0,48948.0,53501.0,56964.0,56011.0,64456.0,68772.0,85264.0,89020.0,93772.0,98409.0,103663.0,107890.0,111363.0,115051.0,118996.0,123614.0,127714.0,131764.0,135713.0,139123.0,138780.0,144138.0,149600.0,153785.0,157809.0,161506.0,165219.0,170681.0,175756.0,179779.0,183329.0,186984.0,190651.0,193427.0,196175.0,,,,,,,,,,,
Switzerland,12934.0,13620.0,12834.0,13399.0,12728.0,12800.0,12800.0,12938.0,12938.0,12786.0,12614.0,12947.0,12554.0,12164.0,9705.0,9544.0,9342.0,8936.0,8547.0,7908.0,7185.0,7087.0,6526.0,6084.0,5995.0,5651.0,5287.0,4965.0,5091.0,4449.0,4163.0,3855.0,3643.0,3025.0,2814.0,2555.0,2416.0,2284.0,2021.0,1872.0,1735.0,1746.0,1493.0,1540.0,1536.0,1308.0,1216.0,1132.0,1027.0,966.0,896.0,921.0,831.0,730.0
Netherlands,9845.0,16686.0,16686.0,17229.0,17229.0,17229.0,17229.0,17229.0,17229.0,19116.0,19116.0,20336.0,20336.0,21520.0,24769.0,25649.0,26740.0,27738.0,28721.0,29404.0,29968.0,30538.0,31302.0,31996.0,32531.0,33120.0,33477.0,33600.0,33841.0,34271.0,34648.0,34999.0,35265.0,35438.0,35669.0,35865.0,36236.0,36484.0,36710.0,36937.0,37082.0,37224.0,37399.0,,,,,,,,,,,
Belgium,9046.0,15196.0,15196.0,16002.0,16002.0,16002.0,16482.0,16482.0,16482.0,17296.0,18080.0,18080.0,18686.0,19584.0,22390.0,23014.0,23382.0,24056.0,25260.0,25956.0,26194.0,26507.0,27492.0,27991.0,28255.0,28602.0,29060.0,29075.0,29349.0,29437.0,29541.0,29753.0,29965.0,30052.0,29711.0,30025.0,30289.0,30604.0,30783.0,31045.0,31286.0,31201.0,31274.0,31384.0,31524.0,31598.0,31822.0,31996.0,31986.0,32061.0,32176.0,32418.0,32540.0,32733.0
S. Korea,4398.0,3500.0,3500.0,3445.0,3445.0,3408.0,3408.0,3408.0,3408.0,3246.0,3125.0,3125.0,3026.0,2930.0,2627.0,2576.0,2484.0,2385.0,2324.0,2233.0,2179.0,2051.0,1967.0,1843.0,1769.0,1731.0,1654.0,1593.0,1459.0,1454.0,1407.0,1360.0,1332.0,1267.0,1218.0,1135.0,1082.0,1016.0,1008.0,1021.0,1008.0,1008.0,969.0,937.0,924.0,900.0,898.0,877.0,781.0,723.0,716.0,705.0,711.0,713.0
Turkey,8981.0,25453.0,28242.0,28242.0,31802.0,31802.0,31802.0,31802.0,31802.0,35568.0,39232.0,39232.0,43600.0,48101.0,62200.0,65461.0,68146.0,69986.0,72313.0,75410.0,78414.0,79821.0,80808.0,80575.0,79485.0,78185.0,75570.0,72852.0,70468.0,68144.0,65326.0,62780.0,59497.0,56032.0,52686.0,49958.0,47096.0,45484.0,43896.0,42180.0,40150.0,38692.0,37447.0,36712.0,36269.0,35834.0,35333.0,34845.0,34521.0,34378.0,34309.0,34113.0,33776.0,33793.0
Austria,8223.0,8578.0,8603.0,8230.0,8327.0,7936.0,7949.0,7953.0,7953.0,7603.0,6994.0,7148.0,6789.0,6608.0,5921.0,5131.0,3974.0,3731.0,3694.0,3411.0,3087.0,2786.0,2677.0,2509.0,2401.0,2363.0,2208.0,2208.0,1961.0,1862.0,1832.0,1771.0,1771.0,1582.0,1437.0,1445.0,1324.0,1290.0,1262.0,1262.0,1190.0,1069.0,1027.0,1009.0,1048.0,1050.0,1026.0,1011.0,838.0,820.0,796.0,810.0,800.0,760.0
Canada,5682.0,12290.0,13049.0,12728.0,13530.0,13488.0,13488.0,13488.0,13488.0,14350.0,14945.0,15423.0,15566.0,16237.0,18390.0,19182.0,20074.0,20706.0,21626.0,22555.0,23400.0,24230.0,25202.0,26117.0,26464.0,27014.0,27525.0,27977.0,28274.0,28629.0,28919.0,29347.0,30884.0,30901.0,31010.0,31093.0,31542.0,31459.0,31760.0,31882.0,31994.0,31946.0,31812.0,31838.0,32156.0,32366.0,32670.0,33002.0,33150.0,33335.0,33457.0,33636.0,33961.0,34290.0
Portugal,5800.0,11279.0,11279.0,11913.0,11913.0,11913.0,11913.0,11913.0,11913.0,13342.0,13342.0,14804.0,14804.0,15251.0,17109.0,17719.0,17846.0,18388.0,18882.0,19518.0,19700.0,20054.0,20332.0,20715.0,21235.0,21632.0,21742.0,21985.0,22062.0,22537.0,22697.0,22496.0,22550.0,22749.0,22885.0,23017.0,23352.0,23732.0,23781.0,23897.0,23986.0,23737.0,23775.0,23937.0,24065.0,23785.0,23182.0,21548.0,21754.0,21945.0,22183.0,21321.0,21464.0,11758.0
Norway,4252.0,5654.0,5655.0,5751.0,5782.0,5965.0,5965.0,5965.0,5965.0,6024.0,6079.0,6104.0,6215.0,6258.0,6616.0,6716.0,6798.0,6873.0,6906.0,6943.0,7027.0,7117.0,7175.0,7232.0,7266.0,7293.0,7361.0,7422.0,7471.0,7496.0,7541.0,7566.0,7602.0,7658.0,7708.0,7748.0,7785.0,7820.0,7848.0,7854.0,7876.0,7897.0,7914.0,7932.0,7955.0,7973.0,7985.0,7992.0,8002.0,8015.0,8042.0,370.0,384.0,390.0
Brazil,4114.0,10872.0,11030.0,11547.0,11897.0,13234.0,13234.0,13234.0,13234.0,15242.0,17046.0,17046.0,18696.0,19650.0,13126.0,14913.0,18024.0,20527.0,14062.0,15235.0,16282.0,17940.0,20132.0,22684.0,26107.0,28662.0,31701.0,35608.0,40040.0,45246.0,47751.0,49402.0,51784.0,55438.0,59774.0,66653.0,71233.0,77580.0,83720.0,86619.0,90557.0,93156.0,98473.0,109687.0,120359.0,128177.0,130836.0,138056.0,147108.0,157780.0,164879.0,175836.0,184361.0,192556.0
Israel,4100.0,7970.0,8262.0,8263.0,8413.0,8532.0,8532.0,8532.0,8532.0,8812.0,8942.0,8939.0,9174.0,9387.0,9827.0,9740.0,9702.0,9627.0,9609.0,9349.0,9178.0,9067.0,9004.0,8791.0,8597.0,8468.0,8006.0,7641.0,7239.0,7023.0,6525.0,6329.0,6145.0,5808.0,5549.0,5370.0,5157.0,4886.0,4826.0,4690.0,4312.0,4104.0,3939.0,3736.0,3519.0,3452.0,3335.0,3074.0,2946.0,2774.0,2496.0,2348.0,2340.0,2237.0
Australia,3920.0,3322.0,3322.0,3313.0,3324.0,3413.0,3413.0,3413.0,3413.0,3066.0,3009.0,3009.0,2971.0,2916.0,2658.0,2639.0,2333.0,2306.0,2290.0,1889.0,1655.0,1541.0,1460.0,1243.0,1089.0,1051.0,1021.0,1024.0,947.0,934.0,901.0,890.0,878.0,865.0,803.0,759.0,738.0,697.0,701.0,672.0,660.0,611.0,594.0,584.0,586.0,582.0,563.0,555.0,537.0,509.0,515.0,515.0,504.0,485.0
Sweden,3574.0,6524.0,6524.0,6897.0,6897.0,6897.0,6897.0,6897.0,6897.0,8143.0,8143.0,8610.0,8434.0,8883.0,10343.0,10657.0,11266.0,11761.0,12295.0,12647.0,13007.0,13517.0,14184.0,14410.0,14980.0,15441.0,15647.0,16261.0,16835.0,17501.0,17862.0,18408.0,18633.0,15878.0,16288.0,16903.0,16612.0,17119.0,17730.0,18126.0,18443.0,18988.0,19478.0,20082.0,20590.0,21032.0,21493.0,21708.0,22085.0,22721.0,23330.0,23913.0,24225.0,24490.0
Czechia,2790.0,4423.0,4536.0,4621.0,4684.0,4761.0,4761.0,4761.0,4761.0,4988.0,5167.0,5209.0,5242.0,5351.0,5306.0,5288.0,5194.0,5241.0,5288.0,5121.0,5037.0,4924.0,4789.0,4669.0,4662.0,4587.0,4384.0,4317.0,4234.0,4138.0,4121.0,4039.0,3940.0,3773.0,3624.0,3502.0,3392.0,3391.0,3371.0,3361.0,3156.0,3040.0,2927.0,2810.0,2730.0,2738.0,2714.0,2654.0,2649.0,2587.0,2519.0,2476.0,2532.0,2559.0
Ireland,2564.0,4811.0,5165.0,5165.0,5474.0,5474.0,5474.0,5474.0,5474.0,5814.0,6286.0,6286.0,7777.0,8583.0,12026.0,12708.0,13373.0,14110.0,14564.0,14888.0,6077.0,6669.0,7580.0,7937.0,8265.0,8942.0,9313.0,9485.0,5677.0,5994.0,6182.0,6504.0,6817.0,7067.0,7258.0,3763.0,3872.0,4002.0,4204.0,4428.0,4558.0,4644.0,2434.0,2851.0,2968.0,3045.0,3099.0,3183.0,3220.0,1684.0,1748.0,1854.0,1918.0,1971.0
Malaysia,2047.0,2490.0,2490.0,2579.0,2579.0,2579.0,2567.0,2567.0,2567.0,2553.0,2446.0,2446.0,2462.0,2499.0,2332.0,2198.0,2115.0,2103.0,2041.0,2041.0,1987.0,1966.0,1932.0,1882.0,1820.0,1764.0,1719.0,1758.0,1729.0,1758.0,1747.0,1780.0,1764.0,1710.0,1619.0,1584.0,1564.0,1552.0,1523.0,1504.0,1410.0,1387.0,1356.0,1304.0,1247.0,1210.0,1213.0,1218.0,1189.0,1149.0,1163.0,1158.0,1185.0,1323.0
Denmark,2322.0,3116.0,3116.0,3284.0,3377.0,3692.0,3692.0,3692.0,3692.0,3662.0,3662.0,3799.0,3799.0,3781.0,3822.0,3729.0,3348.0,3049.0,3019.0,3019.0,2842.0,2602.0,2432.0,2281.0,2358.0,2471.0,2465.0,2453.0,2349.0,2313.0,2122.0,2043.0,2199.0,2240.0,2139.0,2084.0,1858.0,1769.0,1700.0,1767.0,1730.0,1484.0,1517.0,1449.0,1295.0,1208.0,1194.0,1195.0,1150.0,1027.0,978.0,905.0,892.0,898.0
Chile,2057.0,4050.0,4050.0,4050.0,4175.0,4175.0,4175.0,4175.0,4175.0,4641.0,4641.0,5162.0,4865.0,4990.0,5242.0,5403.0,5515.0,5569.0,5617.0,5692.0,5716.0,5750.0,5840.0,5805.0,5931.0,6118.0,6288.0,6448.0,6862.0,7216.0,7756.0,8616.0,9362.0,9958.0,11031.0,11578.0,12632.0,13518.0,14248.0,15442.0,16135.0,17261.0,19170.0,21017.0,22534.0,22993.0,24118.0,25416.0,27563.0,30569.0,33000.0,35885.0,38174.0,40236.0
Luxembourg,1889.0,2268.0,2302.0,2302.0,2426.0,2426.0,2426.0,2426.0,2426.0,2488.0,2563.0,2669.0,2669.0,2708.0,2778.0,2823.0,2829.0,2864.0,2850.0,2846.0,2870.0,2863.0,2854.0,603.0,538.0,531.0,518.0,529.0,546.0,481.0,497.0,402.0,349.0,327.0,332.0,301.0,254.0,245.0,226.0,199.0,185.0,182.0,172.0,147.0,137.0,127.0,136.0,125.0,131.0,134.0,130.0,124.0,123.0,115.0
Ecuador,1863.0,3366.0,3456.0,3456.0,3456.0,3635.0,3635.0,3635.0,3635.0,4068.0,4354.0,4354.0,6496.0,6531.0,6690.0,6984.0,7191.0,7558.0,7933.0,8471.0,8671.0,9051.0,9295.0,20777.0,20777.0,20777.0,21020.0,21830.0,22235.0,22476.0,23360.0,23961.0,24674.0,26879.0,26879.0,24369.0,25211.0,23681.0,23921.0,23999.0,23931.0,24659.0,24719.0,24731.0,25440.0,26642.0,27013.0,27350.0,27855.0,28409.0,28810.0,29215.0,29605.0,30088.0
Japan,1388.0,2994.0,2994.0,3222.0,3222.0,3542.0,3542.0,3542.0,3542.0,3941.0,4746.0,4746.0,5144.0,5878.0,7547.0,8106.0,8662.0,9005.0,9402.0,9633.0,9875.0,10227.0,10546.0,10954.0,11215.0,11260.0,11330.0,11443.0,11172.0,11198.0,10875.0,10892.0,10409.0,10386.0,10201.0,10201.0,9982.0,9839.0,9150.0,7026.0,6921.0,6780.0,6451.0,5555.0,5152.0,5174.0,4388.0,3992.0,4035.0,3328.0,2975.0,2712.0,2484.0,2317.0
Poland,1833.0,3941.0,4144.0,4230.0,4528.0,4673.0,4673.0,4673.0,4673.0,4893.0,5249.0,5456.0,5518.0,5773.0,6705.0,7030.0,7243.0,7692.0,7958.0,8055.0,8117.0,8171.0,8352.0,8442.0,8604.0,8756.0,8864.0,8784.0,8917.0,8997.0,8963.0,8949.0,9159.0,9262.0,9269.0,9299.0,9260.0,9296.0,9332.0,9587.0,9603.0,9805.0,9904.0,10039.0,10097.0,10024.0,10189.0,10236.0,10433.0,10566.0,10675.0,10871.0,11047.0,11168.0
Romania,1566.0,3489.0,3483.0,3760.0,3760.0,3750.0,3750.0,4024.0,4024.0,4326.0,4481.0,4473.0,4950.0,5142.0,5963.0,6159.0,6271.0,6420.0,6468.0,6607.0,6796.0,7091.0,7048.0,7170.0,7374.0,7567.0,7562.0,7734.0,7528.0,7513.0,7430.0,7514.0,7440.0,7556.0,7461.0,7479.0,7490.0,7293.0,7359.0,7339.0,7102.0,7025.0,6148.0,6011.0,6049.0,5884.0,5999.0,5899.0,5890.0,5853.0,5776.0,5500.0,5492.0,5460.0
Pakistan,1554.0,3349.0,3455.0,3520.0,3524.0,3547.0,3547.0,3547.0,3547.0,3822.0,3808.0,3902.0,3955.0,3926.0,4736.0,5125.0,5506.0,5966.0,6272.0,6958.0,7384.0,7952.0,8391.0,8932.0,9588.0,10018.0,10545.0,11133.0,11361.0,12117.0,12982.0,13846.0,14134.0,15233.0,15807.0,17045.0,17713.0,19100.0,20803.0,22062.0,22820.0,24787.0,25323.0,26260.0,27085.0,27937.0,29300.0,30538.0,31812.0,32919.0,34426.0,34683.0,36270.0,37700.0
Russia,1462.0,5890.0,5890.0,6945.0,6945.0,8029.0,8029.0,8029.0,8029.0,9357.0,11028.0,11028.0,12433.0,14349.0,25402.0,29145.0,33423.0,39201.0,43270.0,48434.0,53066.0,57327.0,62439.0,67657.0,73435.0,79007.0,84235.0,88141.0,93806.0,100042.0,107819.0,116768.0,125817.0,134054.0,143065.0,151732.0,159528.0,164933.0,173467.0,179534.0,186615.0,192056.0,196410.0,202199.0,206340.0,211748.0,217747.0,220974.0,220341.0,221774.0,223374.0,224558.0,227641.0,230996.0
Philippines,1305.0,3424.0,3424.0,3503.0,3503.0,3592.0,3592.0,3592.0,3592.0,3749.0,3834.0,3834.0,4024.0,4154.0,4863.0,5004.0,5174.0,5278.0,5418.0,5508.0,5571.0,5797.0,5953.0,6008.0,6216.0,6334.0,6453.0,6631.0,6877.0,7109.0,7201.0,7402.0,7547.0,7639.0,7840.0,8040.0,8033.0,8064.0,8151.0,8361.0,8493.0,8595.0,8749.0,8825.0,8927.0,9054.0,9158.0,9262.0,9447.0,9588.0,9648.0,9737.0,9918.0,10123.0
Thailand,1284.0,1401.0,1401.0,1407.0,1343.0,1451.0,1451.0,1451.0,1451.0,1451.0,1427.0,1427.0,1348.0,1295.0,1033.0,964.0,899.0,790.0,746.0,655.0,425.0,359.0,314.0,309.0,277.0,270.0,232.0,228.0,216.0,187.0,180.0,176.0,193.0,187.0,173.0,165.0,161.0,161.0,159.0,163.0,163.0,117.0,112.0,115.0,114.0,116.0,118.0,120.0,90.0,84.0,71.0,68.0,63.0,57.0
Saudi Arabia,1225.0,1934.0,1934.0,2139.0,2139.0,2139.0,2139.0,2139.0,2139.0,2577.0,2577.0,2919.0,2919.0,3261.0,4852.0,5307.0,6006.0,6853.0,7867.0,8891.0,9882.0,10846.0,11884.0,12926.0,13948.0,15026.0,16136.0,17141.0,18292.0,19428.0,20373.0,21518.0,22693.0,23989.0,24620.0,24946.0,25714.0,26083.0,26753.0,27345.0,28022.0,27404.0,26935.0,27535.0,27015.0,28048.0,28718.0,28277.0,27891.0,28728.0,28686.0,28352.0,28546.0,28650.0
Indonesia,1107.0,2090.0,2090.0,2313.0,2313.0,2494.0,2494.0,2494.0,2494.0,2761.0,2924.0,2924.0,3229.0,3509.0,4470.0,4796.0,5082.0,5307.0,5423.0,5677.0,5870.0,6168.0,6520.0,6845.0,7032.0,7180.0,7484.0,7596.0,7804.0,8160.0,8347.0,8471.0,8769.0,9002.0,9226.0,9465.0,9675.0,10079.0,10361.0,10393.0,10679.0,11123.0,11445.0,11617.0,12025.0,12237.0,12495.0,12808.0,13372.0,14046.0,14413.0,15145.0,15497.0,15717.0
South Africa,1247.0,1549.0,1549.0,1579.0,1641.0,1641.0,1641.0,1641.0,1641.0,1732.0,1821.0,1569.0,1569.0,1593.0,2062.0,1654.0,1830.0,2079.0,2201.0,2187.0,2352.0,2515.0,2405.0,2668.0,2802.0,2986.0,3230.0,2830.0,3174.0,3471.0,3453.0,3664.0,4103.0,4336.0,4678.0,4502.0,4918.0,5564.0,5251.0,5648.0,6089.0,6787.0,7110.0,6825.0,7194.0,7616.0,8245.0,8849.0,8928.0,8714.0,9818.0,9624.0,10832.0,11054.0
Finland,1219.0,1849.0,1849.0,1974.0,1974.0,2153.0,2153.0,2153.0,2153.0,2263.0,2263.0,2421.0,2557.0,2625.0,2997.0,1714.0,1707.0,1989.0,2074.0,1916.0,1988.0,2135.0,2223.0,1718.0,1890.0,2005.0,2002.0,1907.0,1989.0,1840.0,1956.0,1956.0,2097.0,1672.0,1827.0,1921.0,1918.0,1615.0,1696.0,1717.0,1713.0,1428.0,1561.0,1641.0,989.0,1049.0,1082.0,1080.0,1098.0,1387.0,1431.0,1462.0,1472.0,1492.0
Greece,1065.0,1407.0,1407.0,1405.0,1482.0,1482.0,1482.0,1482.0,1482.0,1532.0,1599.0,1652.0,1650.0,1719.0,1821.0,1833.0,1847.0,1856.0,1853.0,1552.0,1703.0,1710.0,1759.0,1783.0,1799.0,1806.0,1821.0,1851.0,1860.0,1077.0,1098.0,1103.0,1108.0,1112.0,1122.0,1142.0,1156.0,1167.0,1185.0,1191.0,1201.0,1218.0,1231.0,1240.0,1276.0,1283.0,1297.0,1297.0,1301.0,1310.0,1311.0,1331.0,1331.0,1333.0
India,902.0,4107.0,4267.0,4392.0,4740.0,4728.0,4728.0,4728.0,4728.0,5482.0,5908.0,6477.0,6577.0,7243.0,10520.0,11270.0,11892.0,13378.0,14202.0,14793.0,15557.0,16740.0,17768.0,18252.0,19732.0,20570.0,21375.0,22577.0,23546.0,24821.0,26106.0,27838.0,29493.0,32056.0,33558.0,35927.0,37754.0,39882.0,41472.0,44355.0,45996.0,47602.0,49571.0,51529.0,52975.0,53836.0,56316.0,58864.0,61274.0,63582.0,66863.0,69597.0,74046.0,77896.0
Iceland,883.0,1096.0,1096.0,1021.0,1021.0,1021.0,1021.0,1021.0,1021.0,977.0,954.0,918.0,917.0,840.0,642.0,587.0,521.0,460.0,471.0,401.0,351.0,313.0,270.0,237.0,210.0,174.0,158.0,149.0,131.0,117.0,99.0,82.0,72.0,66.0,56.0,39.0,36.0,26.0,18.0,18.0,18.0,15.0,12.0,12.0,10.0,6.0,6.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0
Panama,961.0,1921.0,1921.0,2031.0,2031.0,2174.0,2174.0,2174.0,2174.0,2449.0,2670.0,2670.0,2883.0,3132.0,3573.0,3809.0,3972.0,4013.0,4176.0,4318.0,4449.0,4593.0,4749.0,4865.0,5041.0,5245.0,5399.0,5540.0,5673.0,5768.0,5906.0,6252.0,6356.0,6458.0,6490.0,6654.0,6757.0,6953.0,3544.0,3517.0,3680.0,2510.0,2621.0,2778.0,2922.0,3100.0,3250.0,3366.0,3392.0,3496.0,3580.0,3697.0,3999.0,4341.0
Dominican Republic,817.0,1709.0,1709.0,1709.0,1825.0,1822.0,1822.0,1822.0,1822.0,1953.0,2151.0,2151.0,2396.0,2516.0,3217.0,3344.0,3658.0,3806.0,4091.0,4313.0,4336.0,4459.0,4604.0,4719.0,4831.0,4947.0,5018.0,4965.0,5131.0,5370.0,5588.0,5771.0,6015.0,6118.0,6221.0,6485.0,6658.0,6710.0,6913.0,7196.0,7371.0,7277.0,7566.0,7547.0,7758.0,7956.0,6039.0,5678.0,6169.0,5889.0,5843.0,5961.0,6110.0,6210.0
Peru,818.0,1209.0,1472.0,1472.0,1865.0,1546.0,1546.0,1546.0,1546.0,2888.0,3680.0,3680.0,4159.0,4928.0,8113.0,6097.0,6648.0,7388.0,8417.0,8912.0,10371.0,11693.0,12920.0,13518.0,16834.0,18701.0,19492.0,21157.0,22951.0,25520.0,28206.0,28900.0,31092.0,31601.0,34332.0,35757.0,38511.0,41121.0,42955.0,44069.0,44455.0,46678.0,49813.0,53186.0,54956.0,57746.0,61004.0,61838.0,60045.0,59028.0,62034.0,63606.0,64466.0,66708.0
Mexico,828.0,1416.0,1416.0,1681.0,1681.0,2011.0,2011.0,2011.0,2011.0,2374.0,2614.0,2614.0,2978.0,2174.0,3273.0,3686.0,4204.0,4220.0,4948.0,5433.0,6017.0,6947.0,7937.0,4502.0,5388.0,4972.0,5009.0,3760.0,4644.0,5942.0,6390.0,6580.0,7870.0,6696.0,6708.0,7149.0,8874.0,8048.0,8283.0,8457.0,9654.0,8463.0,8976.0,9643.0,9814.0,10251.0,10713.0,10913.0,11355.0,11628.0,12400.0,12813.0,13758.0,13802.0
Singapore,629.0,983.0,1025.0,1025.0,1098.0,1098.0,1098.0,1098.0,1098.0,1498.0,1444.0,1609.0,1609.0,1763.0,3037.0,3734.0,5273.0,5837.0,7235.0,8313.0,9291.0,10270.0,11139.0,11725.0,12610.0,13351.0,13842.0,14499.0,14967.0,15842.0,16264.0,16841.0,17352.0,17935.0,18661.0,19285.0,19975.0,20400.0,21020.0,21081.0,21425.0,21474.0,21268.0,20897.0,20087.0,19674.0,18981.0,18937.0,18977.0,18583.0,18286.0,18050.0,17711.0,17061.0
Argentina,709.0,1181.0,1181.0,1236.0,1234.0,1317.0,1317.0,1317.0,1317.0,1370.0,1450.0,1448.0,1518.0,1613.0,1863.0,1916.0,1963.0,2022.0,2098.0,2152.0,2153.0,2257.0,2350.0,2455.0,2565.0,2593.0,2666.0,2758.0,2879.0,2954.0,3015.0,3124.0,3183.0,3185.0,3284.0,3411.0,3488.0,3659.0,3748.0,3972.0,4127.0,4382.0,4284.0,4396.0,4626.0,4908.0,5126.0,5364.0,5544.0,5947.0,6483.0,7154.0,7378.0,7892.0
Serbia,686.0,2088.0,2088.0,2268.0,2268.0,2268.0,2268.0,2268.0,2268.0,2683.0,2683.0,2916.0,2916.0,3188.0,4374.0,4772.0,5046.0,5240.0,5443.0,5635.0,5783.0,5955.0,6074.0,6245.0,6476.0,6704.0,6904.0,7069.0,7259.0,7487.0,7641.0,7747.0,7720.0,7786.0,7754.0,7617.0,7482.0,7281.0,7087.0,6893.0,6668.0,6423.0,6249.0,6066.0,5912.0,5789.0,5667.0,5669.0,5595.0,5531.0,5312.0,5246.0,5155.0,5064.0
Slovenia,709.0,889.0,889.0,927.0,921.0,921.0,931.0,931.0,931.0,953.0,978.0,978.0,990.0,1002.0,1022.0,1033.0,1064.0,1057.0,1065.0,1065.0,1069.0,1076.0,1076.0,1088.0,1088.0,1098.0,1099.0,1099.0,238.0,1105.0,1109.0,1102.0,1101.0,1101.0,1103.0,1103.0,1103.0,1098.0,1098.0,1102.0,1100.0,1100.0,1094.0,1092.0,1092.0,1090.0,1089.0,28.0,23.0,22.0,22.0,22.0,21.0,21.0
